Chunk_ID,Size_Bytes,SignTime_uS,VerifyTime_uS,Valid
1053,4096,147,449.90,True
1054,4096,174,333.30,True
1055,4096,139,459.80,True
1056,4096,189,312.00,True
1057,4096,141,175.10,True
1058,4096,185,268.40,True
1059,4096,139,546.70,True
1060,4096,175,359.10,True
1061,4096,145,236.80,True
1062,4096,184,363.40,True
1063,4096,141,228.50,True
1064,4096,180,137.50,True
1065,4096,143,153.70,True
1066,4096,137,105.00,True
1067,4096,134,116.80,True
1068,4096,148,104.60,True
1069,4096,134,115.20,True
1070,4096,132,104.00,True
1071,4096,132,134.90,True
1072,4096,134,105.80,True
1073,4096,131,322.90,True
1074,4096,174,263.30,True
1075,4096,179,463.40,True
1076,4096,185,131.70,True
1077,4096,143,230.50,True
1078,4096,175,365.70,True
1079,4096,143,333.30,True
1080,4096,177,268.70,True
1081,4096,179,448.20,True
1082,4096,139,364.40,True
1083,4096,176,457.90,True
1084,4096,214,131.00,True
1085,4096,177,175.80,True
1086,4096,148,268.50,True
1087,4096,174,392.20,True
1088,4096,181,412.90,True
1089,4096,139,364.30,True
1090,4096,182,265.90,True
1091,4096,140,485.10,True
1092,4096,182,269.70,True
1093,4096,144,499.70,True
1094,4096,174,383.90,True
1095,4096,144,448.00,True
1096,4096,180,368.90,True
1097,4096,182,190.60,True
1098,4096,174,370.80,True
1099,4096,234,338.30,True
1100,4096,147,367.50,True
1101,4096,185,379.20,True
1102,4096,147,153.70,True
1103,4096,193,444.20,True
1104,4096,138,398.00,True
1105,4096,133,456.10,True
1106,4096,177,264.70,True
1107,4096,137,469.10,True
1108,4096,189,183.10,True
1109,4096,139,427.70,True
1110,4096,175,358.50,True
1111,4096,137,376.40,True
1112,4096,175,362.60,True
1113,4096,136,352.30,True
1114,4096,294,466.10,True
1115,4096,154,328.10,True
1116,4096,175,359.00,True
1117,4096,176,332.90,True
1118,4096,162,385.10,True
1119,4096,139,259.40,True
1120,4096,173,279.10,True
1121,4096,150,174.90,True
1122,4096,177,353.50,True
1123,4096,144,381.40,True
1124,4096,174,402.70,True
1125,4096,136,317.40,True
1126,4096,173,314.10,True
1127,4096,138,160.40,True
1128,4096,132,111.90,True
1129,4096,144,157.40,True
1130,4096,129,105.60,True
1131,4096,137,120.70,True
1132,4096,135,105.30,True
1133,4096,133,114.00,True
1134,4096,139,116.70,True
1135,4096,137,185.00,True
1136,4096,135,303.20,True
1137,4096,232,509.00,True
1138,4096,1172,163.90,True
1139,4096,183,552.80,True
1140,4096,174,253.80,True
1141,4096,180,325.80,True
1142,4096,145,130.20,True
1143,4096,180,383.40,True
1144,4096,145,297.70,True
1145,4096,178,210.30,True
1146,4096,194,408.30,True
1147,4096,145,191.80,True
1148,4096,181,267.10,True
1149,4096,144,536.50,True
1150,4096,181,350.50,True
1151,4096,155,444.60,True
1152,4096,182,365.10,True
1153,4096,156,458.60,True
1154,4096,179,391.40,True
1155,4096,144,349.50,True
1156,4096,181,130.10,True
1157,4096,145,469.30,True
1158,4096,178,399.30,True
1159,4096,184,408.20,True
1160,4096,145,359.60,True
1161,4096,179,287.30,True
1162,4096,144,163.50,True
1163,4096,180,478.20,True
1164,4096,145,364.40,True
1165,4096,180,244.60,True
1166,4096,144,360.90,True
1167,4096,179,416.60,True
1168,4096,143,314.70,True
1169,4096,178,429.50,True
1170,4096,142,134.00,True
1171,4096,180,260.40,True
1172,4096,145,309.00,True
1173,4096,180,471.30,True
1174,4096,180,330.10,True
1175,4096,145,334.50,True
1176,4096,177,364.40,True
1177,4096,145,452.00,True
1178,4096,177,356.70,True
1179,4096,143,309.10,True
1180,4096,178,321.40,True
1181,4096,145,435.50,True
1182,4096,178,179.00,True
1183,4096,145,340.20,True
1184,4096,187,340.20,True
1185,4096,144,436.10,True
1186,4096,184,279.00,True
1187,4096,142,532.50,True
1188,4096,182,359.30,True
1189,4096,190,157.50,True
1190,4096,139,106.10,True
1191,4096,136,114.80,True
1192,4096,137,104.80,True
1193,4096,135,116.80,True
1194,4096,135,106.30,True
1195,4096,135,116.50,True
1196,4096,134,114.80,True
1197,4096,135,455.10,True
1198,4096,178,262.30,True
1199,4096,186,191.20,True
1200,4096,144,360.20,True
1201,4096,194,505.70,True
1202,4096,145,132.10,True
1203,4096,181,435.50,True
1204,4096,182,464.20,True
1205,4096,147,450.30,True
1206,4096,183,427.40,True
1207,4096,142,563.50,True
1208,4096,175,226.70,True
1209,4096,143,448.50,True
1210,4096,179,359.50,True
1211,4096,144,338.40,True
1212,4096,178,192.70,True
1213,4096,144,191.60,True
1214,4096,194,129.80,True
1215,4096,146,303.50,True
1216,4096,177,325.60,True
1217,4096,142,173.50,True
1218,4096,179,267.20,True
1219,4096,146,313.30,True
1220,4096,179,127.60,True
1221,4096,143,181.20,True
1222,4096,190,130.70,True
1223,4096,143,163.80,True
1224,4096,137,269.20,True
1225,4096,178,422.80,True
1226,4096,143,128.90,True
1227,4096,242,460.40,True
1228,4096,143,159.70,True
1229,4096,229,184.20,True
1230,4096,144,129.60,True
1231,4096,232,506.30,True
1232,4096,145,357.80,True
1233,4096,229,337.80,True
1234,4096,144,449.90,True
1235,4096,231,448.90,True
1236,4096,144,363.00,True
1237,4096,233,207.30,True
1238,4096,143,380.10,True
1239,4096,232,457.70,True
1240,4096,146,360.70,True
1241,4096,232,516.30,True
1242,4096,145,363.30,True
1243,4096,227,330.20,True
1244,4096,143,413.60,True
1245,4096,234,457.20,True
1246,4096,178,130.90,True
1247,4096,148,326.30,True
1248,4096,180,363.80,True
1249,4096,152,217.10,True
1250,4096,180,175.00,True
1251,4096,164,504.70,True
1252,4096,181,264.90,True
1253,4096,141,305.80,True
1254,4096,135,107.40,True
1255,4096,132,116.80,True
1256,4096,132,106.00,True
1257,4096,132,115.60,True
1258,4096,131,104.70,True
1259,4096,132,116.30,True
1260,4096,131,178.40,True
1261,4096,131,174.30,True
1262,4096,179,185.50,True
1263,4096,261,339.00,True
1264,4096,267,175.40,True
1265,4096,148,324.00,True
1266,4096,180,143.60,True
1267,4096,147,185.20,True
1268,4096,182,360.70,True
1269,4096,148,189.60,True
1270,4096,176,178.20,True
1271,4096,184,322.60,True
1272,4096,145,359.20,True
1273,4096,178,450.20,True
1274,4096,144,122.30,True
1275,4096,175,455.90,True
1276,4096,144,364.90,True
1277,4096,182,412.50,True
1278,4096,144,344.20,True
1279,4096,189,338.20,True
1280,4096,142,221.30,True
1281,4096,182,402.60,True
1282,4096,176,136.90,True
1283,4096,145,312.40,True
1284,4096,186,337.40,True
1285,4096,139,260.60,True
1286,4096,178,151.60,True
1287,4096,139,454.30,True
1288,4096,191,479.10,True
1289,4096,150,576.50,True
1290,4096,176,345.70,True
1291,4096,139,529.70,True
1292,4096,178,350.00,True
1293,4096,138,302.20,True
1294,4096,132,130.10,True
1295,4096,187,449.30,True
1296,4096,160,267.40,True
1297,4096,175,514.30,True
1298,4096,141,133.90,True
1299,4096,169,324.80,True
1300,4096,137,356.40,True
1301,4096,169,252.50,True
1302,4096,141,398.60,True
1303,4096,176,335.40,True
1304,4096,146,517.00,True
1305,4096,173,330.10,True
1306,4096,150,146.70,True
1307,4096,190,222.10,True
1308,4096,147,268.00,True
1309,4096,180,450.40,True
1310,4096,140,127.60,True
1311,4096,174,175.70,True
1312,4096,138,128.80,True
1313,4096,180,329.20,True
1314,4096,144,361.10,True
1315,4096,178,430.20,True
1316,4096,150,139.30,True
1317,4096,149,174.50,True
1318,4096,148,139.40,True
1319,4096,149,157.70,True
1320,4096,147,157.90,True
1321,4096,146,195.00,True
1322,4096,149,140.80,True
1323,4096,135,166.00,True
1324,4096,132,139.60,True
1325,4096,131,269.40,True
1326,4096,177,361.20,True
1327,4096,178,175.00,True
1328,4096,184,129.60,True
1329,4096,144,545.80,True
1330,4096,174,365.30,True
1331,4096,233,354.00,True
1332,4096,144,147.70,True
1333,4096,190,318.00,True
1334,4096,139,358.70,True
1335,4096,174,185.10,True
1336,4096,139,357.30,True
1337,4096,189,471.90,True
1338,4096,141,437.90,True
1339,4096,174,328.30,True
1340,4096,138,332.10,True
1341,4096,192,450.30,True
1342,4096,182,382.60,True
1343,4096,143,453.80,True
1344,4096,174,325.00,True
1345,4096,143,448.70,True
1346,4096,178,361.10,True
1347,4096,138,568.90,True
1348,4096,179,129.60,True
1349,4096,140,412.80,True
1350,4096,190,363.50,True
1351,4096,178,515.10,True
1352,4096,139,134.00,True
1353,4096,176,477.20,True
1354,4096,138,129.70,True
1355,4096,176,472.80,True
1356,4096,138,391.90,True
1357,4096,176,175.20,True
1358,4096,137,260.30,True
1359,4096,179,308.80,True
1360,4096,173,356.20,True
1361,4096,177,327.40,True
1362,4096,183,263.60,True
1363,4096,142,446.40,True
1364,4096,180,259.30,True
1365,4096,149,450.60,True
1366,4096,179,126.90,True
1367,4096,145,180.10,True
1368,4096,171,350.90,True
1369,4096,151,608.20,True
1370,4096,172,412.40,True
1371,4096,135,494.70,True
1372,4096,170,376.80,True
1373,4096,133,253.90,True
1374,4096,180,167.80,True
1375,4096,145,239.30,True
1376,4096,177,335.90,True
1377,4096,143,156.90,True
1378,4096,136,195.60,True
1379,4096,135,203.50,True
1380,4096,134,112.20,True
1381,4096,134,125.90,True
1382,4096,134,105.80,True
1383,4096,131,116.00,True
1384,4096,135,105.50,True
1385,4096,135,115.80,True
1386,4096,133,132.20,True
1387,4096,181,200.50,True
1388,4096,183,129.40,True
1389,4096,180,514.70,True
1390,4096,143,148.90,True
1391,4096,180,177.80,True
1392,4096,180,267.50,True
1393,4096,142,406.90,True
1394,4096,177,128.00,True
1395,4096,141,153.90,True
1396,4096,136,410.00,True
1397,4096,177,332.70,True
1398,4096,141,386.70,True
1399,4096,179,584.40,True
1400,4096,147,554.30,True
1401,4096,162,200.10,True
1402,4096,134,113.10,True
1403,4096,384,138.80,True
1404,4096,150,107.70,True
1405,4096,129,131.00,True
1406,4096,127,122.90,True
1407,4096,148,158.30,True
1408,4096,142,109.70,True
1409,4096,126,133.80,True
1410,4096,156,120.50,True
1411,1475,110,184.60,True
