Block_Index,Message,HashTime_uS,VerifyTime_uS,PrevHash_OK,Valid
1237,"t=23.01,h=36.40,p=1011.92",61,6,True,True
1238,"t=23.01,h=36.40,p=1011.92",62,7,True,True
1239,"t=23.01,h=36.40,p=1011.92",61,9,True,True
1240,"t=23.01,h=36.40,p=1011.92",63,35,True,True
1241,"t=23.01,h=36.40,p=1011.92",69,8,True,True
1242,"t=23.01,h=36.40,p=1011.92",62,7,True,True
1243,"t=23.01,h=36.40,p=1011.92",61,7,True,True
1244,"t=23.01,h=36.39,p=1011.92",62,6,True,True
1245,"t=23.01,h=36.39,p=1011.92",61,8,True,True
1246,"t=23.01,h=36.39,p=1011.92",62,7,True,True
1247,"t=23.01,h=36.39,p=1011.92",61,7,True,True
1248,"t=23.01,h=36.39,p=1011.92",62,6,True,True
1249,"t=23.01,h=36.39,p=1011.92",61,6,True,True
1250,"t=23.01,h=36.39,p=1011.92",62,7,True,True
1251,"t=23.01,h=36.39,p=1011.92",61,15,True,True
1252,"t=23.01,h=36.39,p=1011.92",62,38,True,True
1253,"t=23.01,h=36.39,p=1011.92",88,7,True,True
1254,"t=23.00,h=36.35,p=1011.91",63,6,True,True
1255,"t=23.00,h=36.35,p=1011.91",61,8,True,True
1256,"t=23.00,h=36.35,p=1011.91",62,6,True,True
1257,"t=23.00,h=36.35,p=1011.91",62,6,True,True
1258,"t=23.00,h=36.35,p=1011.91",63,6,True,True
1259,"t=23.00,h=36.35,p=1011.91",61,6,True,True
1260,"t=23.00,h=36.35,p=1011.91",63,7,True,True
1261,"t=23.00,h=36.35,p=1011.91",62,6,True,True
1262,"t=23.00,h=36.35,p=1011.91",62,6,True,True
1263,"t=23.00,h=36.35,p=1011.91",61,6,True,True
1264,"t=23.01,h=36.38,p=1011.88",62,28,True,True
1265,"t=23.01,h=36.38,p=1011.88",69,5,True,True
1266,"t=23.01,h=36.38,p=1011.88",62,2,True,True
1267,"t=23.01,h=36.38,p=1011.88",61,2,True,True
1268,"t=23.01,h=36.38,p=1011.88",63,2,True,True
1269,"t=23.01,h=36.38,p=1011.88",61,2,True,True
1270,"t=23.01,h=36.38,p=1011.88",62,2,True,True
1271,"t=23.01,h=36.38,p=1011.88",72,2,True,True
1272,"t=23.01,h=36.38,p=1011.88",63,2,True,True
1273,"t=22.98,h=36.35,p=1011.86",61,2,True,True
1274,"t=22.98,h=36.35,p=1011.86",62,2,True,True
1275,"t=22.98,h=36.35,p=1011.86",61,2,True,True
1276,"t=22.98,h=36.35,p=1011.86",62,29,True,True
1277,"t=22.98,h=36.35,p=1011.86",63,3,True,True
1278,"t=22.98,h=36.35,p=1011.86",63,2,True,True
1279,"t=22.98,h=36.35,p=1011.86",61,2,True,True
1280,"t=22.98,h=36.35,p=1011.86",62,2,True,True
1281,"t=22.98,h=36.35,p=1011.86",61,2,True,True
1282,"t=22.98,h=36.35,p=1011.86",62,2,True,True
1283,"t=23.00,h=36.35,p=1011.95",61,2,True,True
1284,"t=23.00,h=36.35,p=1011.95",62,2,True,True
1285,"t=23.00,h=36.35,p=1011.95",62,2,True,True
1286,"t=23.00,h=36.35,p=1011.95",86,29,True,True
1287,"t=23.00,h=36.35,p=1011.95",62,8,True,True
1288,"t=23.00,h=36.35,p=1011.95",62,6,True,True
1289,"t=23.00,h=36.35,p=1011.95",61,7,True,True
1290,"t=23.00,h=36.35,p=1011.95",62,7,True,True
1291,"t=23.00,h=36.35,p=1011.95",61,7,True,True
1292,"t=23.00,h=36.35,p=1011.95",62,6,True,True
1293,"t=23.01,h=36.37,p=1011.93",61,6,True,True
1294,"t=23.01,h=36.37,p=1011.93",62,6,True,True
1295,"t=23.01,h=36.37,p=1011.93",61,7,True,True
1296,"t=23.01,h=36.37,p=1011.93",63,6,True,True
1297,"t=23.01,h=36.37,p=1011.93",61,16,True,True
1298,"t=23.01,h=36.37,p=1011.93",63,2,True,True
1299,"t=23.01,h=36.37,p=1011.93",61,2,True,True
1300,"t=23.01,h=36.37,p=1011.93",63,3,True,True
1301,"t=23.01,h=36.37,p=1011.93",63,7,True,True
1302,"t=23.01,h=36.33,p=1011.94",61,2,True,True
1303,"t=23.01,h=36.33,p=1011.94",60,2,True,True
1304,"t=23.01,h=36.33,p=1011.94",61,3,True,True
1305,"t=23.01,h=36.33,p=1011.94",60,2,True,True
1306,"t=23.01,h=36.33,p=1011.94",61,2,True,True
1307,"t=23.01,h=36.33,p=1011.94",60,40,True,True
1308,"t=23.01,h=36.33,p=1011.94",63,7,True,True
1309,"t=23.01,h=36.33,p=1011.94",60,7,True,True
1310,"t=23.01,h=36.33,p=1011.94",61,3,True,True
1311,"t=23.01,h=36.33,p=1011.94",60,2,True,True
1312,"t=23.01,h=36.38,p=1011.93",62,2,True,True
1313,"t=23.01,h=36.38,p=1011.93",61,2,True,True
1314,"t=23.01,h=36.38,p=1011.93",62,2,True,True
1315,"t=23.01,h=36.38,p=1011.93",61,2,True,True
1316,"t=23.01,h=36.38,p=1011.93",62,2,True,True
1317,"t=23.01,h=36.38,p=1011.93",61,2,True,True
1318,"t=23.01,h=36.38,p=1011.93",62,2,True,True
1319,"t=23.01,h=36.38,p=1011.93",61,40,True,True
1320,"t=23.01,h=36.38,p=1011.93",70,11,True,True
1321,"t=23.01,h=36.38,p=1011.93",62,7,True,True
1322,"t=23.01,h=36.37,p=1011.90",62,6,True,True
1323,"t=23.01,h=36.37,p=1011.90",62,7,True,True
1324,"t=23.01,h=36.37,p=1011.90",61,6,True,True
1325,"t=23.01,h=36.37,p=1011.90",79,7,True,True
1326,"t=23.01,h=36.37,p=1011.90",61,6,True,True
1327,"t=23.01,h=36.37,p=1011.90",62,6,True,True
1328,"t=23.01,h=36.37,p=1011.90",61,6,True,True
1329,"t=23.01,h=36.37,p=1011.90",62,2,True,True
1330,"t=23.01,h=36.37,p=1011.90",61,2,True,True
1331,"t=23.01,h=36.35,p=1011.93",62,41,True,True
1332,"t=23.01,h=36.35,p=1011.93",70,3,True,True
1333,"t=23.01,h=36.35,p=1011.93",63,2,True,True
1334,"t=23.01,h=36.35,p=1011.93",61,2,True,True
1335,"t=23.01,h=36.35,p=1011.93",62,3,True,True
1336,"t=23.01,h=36.35,p=1011.93",61,2,True,True
1337,"t=23.01,h=36.35,p=1011.93",62,2,True,True
1338,"t=23.01,h=36.35,p=1011.93",61,2,True,True
1339,"t=23.01,h=36.35,p=1011.93",63,2,True,True
1340,"t=23.01,h=36.35,p=1011.93",61,2,True,True
1341,"t=23.01,h=36.36,p=1011.91",63,2,True,True
1342,"t=23.01,h=36.36,p=1011.91",61,2,True,True
1343,"t=23.01,h=36.36,p=1011.91",62,35,True,True
1344,"t=23.01,h=36.36,p=1011.91",69,4,True,True
1345,"t=23.01,h=36.36,p=1011.91",63,2,True,True
1346,"t=23.01,h=36.36,p=1011.91",61,2,True,True
1347,"t=23.01,h=36.36,p=1011.91",63,2,True,True
1348,"t=23.01,h=36.36,p=1011.91",61,2,True,True
1349,"t=23.01,h=36.36,p=1011.91",71,2,True,True
1350,"t=23.01,h=36.36,p=1011.91",61,2,True,True
1351,"t=23.01,h=36.33,p=1011.91",61,5,True,True
1352,"t=23.01,h=36.33,p=1011.91",60,2,True,True
1353,"t=23.01,h=36.33,p=1011.91",61,2,True,True
1354,"t=23.01,h=36.33,p=1011.91",60,2,True,True
1355,"t=23.01,h=36.33,p=1011.91",61,2,True,True
1356,"t=23.01,h=36.33,p=1011.91",60,28,True,True
1357,"t=23.01,h=36.33,p=1011.91",69,3,True,True
1358,"t=23.01,h=36.33,p=1011.91",61,4,True,True
1359,"t=23.01,h=36.33,p=1011.91",60,2,True,True
1360,"t=23.01,h=36.33,p=1011.91",61,2,True,True
1361,"t=23.01,h=36.32,p=1011.92",61,2,True,True
1362,"t=23.01,h=36.32,p=1011.92",63,2,True,True
1363,"t=23.01,h=36.32,p=1011.92",61,2,True,True
1364,"t=23.01,h=36.32,p=1011.92",63,2,True,True
1365,"t=23.01,h=36.32,p=1011.92",61,2,True,True
1366,"t=23.01,h=36.32,p=1011.92",85,2,True,True
1367,"t=23.01,h=36.32,p=1011.92",61,2,True,True
1368,"t=23.01,h=36.32,p=1011.92",84,33,True,True
1369,"t=23.01,h=36.32,p=1011.92",62,3,True,True
1370,"t=23.01,h=36.34,p=1011.93",62,2,True,True
1371,"t=23.01,h=36.34,p=1011.93",61,2,True,True
1372,"t=23.01,h=36.34,p=1011.93",63,2,True,True
1373,"t=23.01,h=36.34,p=1011.93",61,2,True,True
1374,"t=23.01,h=36.34,p=1011.93",62,21,True,True
1375,"t=23.01,h=36.34,p=1011.93",62,5,True,True
1376,"t=23.01,h=36.34,p=1011.93",62,5,True,True
1377,"t=23.01,h=36.34,p=1011.93",61,5,True,True
1378,"t=23.01,h=36.34,p=1011.93",65,5,True,True
1379,"t=23.01,h=36.34,p=1011.93",61,22,True,True
1380,"t=23.01,h=36.33,p=1011.91",62,5,True,True
1381,"t=23.01,h=36.33,p=1011.91",60,4,True,True
1382,"t=23.01,h=36.33,p=1011.91",61,5,True,True
1383,"t=23.01,h=36.33,p=1011.91",60,5,True,True
1384,"t=23.01,h=36.33,p=1011.91",61,5,True,True
1385,"t=23.01,h=36.33,p=1011.91",60,4,True,True
1386,"t=23.01,h=36.33,p=1011.91",61,4,True,True
1387,"t=23.01,h=36.33,p=1011.91",60,4,True,True
1388,"t=23.01,h=36.33,p=1011.91",61,5,True,True
1389,"t=23.01,h=36.33,p=1011.91",60,24,True,True
1390,"t=23.01,h=36.34,p=1011.92",64,5,True,True
1391,"t=23.01,h=36.34,p=1011.92",61,4,True,True
1392,"t=23.01,h=36.34,p=1011.92",62,5,True,True
1393,"t=23.01,h=36.34,p=1011.92",61,5,True,True
1394,"t=23.01,h=36.34,p=1011.92",62,37,True,True
1395,"t=23.01,h=36.34,p=1011.92",63,7,True,True
1396,"t=23.01,h=36.34,p=1011.92",63,7,True,True
1397,"t=23.01,h=36.34,p=1011.92",61,7,True,True
1398,"t=23.01,h=36.34,p=1011.92",62,6,True,True
1399,"t=23.01,h=36.32,p=1011.89",61,4,True,True
1400,"t=23.01,h=36.32,p=1011.89",63,4,True,True
1401,"t=23.01,h=36.32,p=1011.89",63,11,True,True
1402,"t=23.01,h=36.32,p=1011.89",63,2,True,True
1403,"t=23.01,h=36.32,p=1011.89",61,2,True,True
1404,"t=23.01,h=36.32,p=1011.89",62,2,True,True
1405,"t=23.01,h=36.32,p=1011.89",61,2,True,True
1406,"t=23.01,h=36.32,p=1011.89",62,22,True,True
1407,"t=23.01,h=36.32,p=1011.89",71,2,True,True
1408,"t=23.01,h=36.32,p=1011.89",63,2,True,True
1409,"t=23.01,h=36.35,p=1011.95",69,2,True,True
1410,"t=23.01,h=36.35,p=1011.95",62,3,True,True
1411,"t=23.01,h=36.35,p=1011.95",61,2,True,True
1412,"t=23.01,h=36.35,p=1011.95",80,41,True,True
1413,"t=23.01,h=36.35,p=1011.95",62,6,True,True
1414,"t=23.01,h=36.35,p=1011.95",63,2,True,True
1415,"t=23.01,h=36.35,p=1011.95",61,2,True,True
1416,"t=23.01,h=36.35,p=1011.95",63,2,True,True
1417,"t=23.01,h=36.35,p=1011.95",62,2,True,True
1418,"t=23.01,h=36.35,p=1011.95",62,2,True,True
1419,"t=23.01,h=36.33,p=1011.95",74,2,True,True
1420,"t=23.01,h=36.33,p=1011.95",61,2,True,True
1421,"t=23.01,h=36.33,p=1011.95",60,2,True,True
1422,"t=23.01,h=36.33,p=1011.95",61,2,True,True
1423,"t=23.01,h=36.33,p=1011.95",60,2,True,True
1424,"t=23.01,h=36.33,p=1011.95",61,21,True,True
1425,"t=23.01,h=36.33,p=1011.95",68,5,True,True
1426,"t=23.01,h=36.33,p=1011.95",61,5,True,True
1427,"t=23.01,h=36.33,p=1011.95",60,5,True,True
1428,"t=23.01,h=36.33,p=1011.95",61,5,True,True
1429,"t=23.01,h=36.33,p=1011.96",61,5,True,True
1430,"t=23.01,h=36.33,p=1011.96",62,38,True,True
1431,"t=23.01,h=36.33,p=1011.96",62,7,True,True
1432,"t=23.01,h=36.33,p=1011.96",63,7,True,True
1433,"t=23.01,h=36.33,p=1011.96",61,4,True,True
1434,"t=23.01,h=36.33,p=1011.96",62,2,True,True
1435,"t=23.01,h=36.33,p=1011.96",61,22,True,True
1436,"t=23.01,h=36.33,p=1011.96",63,15,True,True
1437,"t=23.01,h=36.33,p=1011.96",61,5,True,True
1438,"t=23.01,h=36.35,p=1011.96",62,6,True,True
1439,"t=23.01,h=36.35,p=1011.96",61,5,True,True
1440,"t=23.01,h=36.35,p=1011.96",63,4,True,True
1441,"t=23.01,h=36.35,p=1011.96",61,5,True,True
1442,"t=23.01,h=36.35,p=1011.96",62,5,True,True
1443,"t=23.01,h=36.35,p=1011.96",61,5,True,True
1444,"t=23.01,h=36.35,p=1011.96",62,4,True,True
1445,"t=23.01,h=36.35,p=1011.96",61,4,True,True
1446,"t=23.01,h=36.35,p=1011.96",62,4,True,True
1447,"t=23.01,h=36.35,p=1011.96",61,51,True,True
1448,"t=23.01,h=36.34,p=1011.92",70,9,True,True
1449,"t=23.01,h=36.34,p=1011.92",63,3,True,True
1450,"t=23.01,h=36.34,p=1011.92",61,2,True,True
1451,"t=23.01,h=36.34,p=1011.92",63,12,True,True
1452,"t=23.01,h=36.34,p=1011.92",61,6,True,True
1453,"t=23.01,h=36.34,p=1011.92",62,4,True,True
1454,"t=23.01,h=36.34,p=1011.92",61,5,True,True
1455,"t=23.01,h=36.34,p=1011.92",65,5,True,True
1456,"t=23.01,h=36.34,p=1011.92",61,5,True,True
1457,"t=23.01,h=36.34,p=1011.92",62,5,True,True
1458,"t=23.00,h=36.34,p=1011.92",62,4,True,True
1459,"t=23.00,h=36.34,p=1011.92",62,40,True,True
1460,"t=23.00,h=36.34,p=1011.92",70,7,True,True
1461,"t=23.00,h=36.34,p=1011.92",62,7,True,True
1462,"t=23.00,h=36.34,p=1011.92",62,8,True,True
1463,"t=23.00,h=36.34,p=1011.92",62,7,True,True
1464,"t=23.00,h=36.34,p=1011.92",61,6,True,True
1465,"t=23.00,h=36.34,p=1011.92",62,6,True,True
1466,"t=23.00,h=36.34,p=1011.92",61,6,True,True
1467,"t=22.99,h=36.38,p=1011.93",62,2,True,True
1468,"t=22.99,h=36.38,p=1011.93",61,2,True,True
1469,"t=22.99,h=36.38,p=1011.93",63,2,True,True
1470,"t=22.99,h=36.38,p=1011.93",61,2,True,True
1471,"t=22.99,h=36.38,p=1011.93",63,23,True,True
1472,"t=22.99,h=36.38,p=1011.93",62,7,True,True
1473,"t=22.99,h=36.38,p=1011.93",63,5,True,True
1474,"t=22.99,h=36.38,p=1011.93",61,4,True,True
1475,"t=22.99,h=36.38,p=1011.93",62,4,True,True
1476,"t=22.99,h=36.38,p=1011.93",61,4,True,True
1477,"t=23.01,h=36.34,p=1011.94",62,5,True,True
1478,"t=23.01,h=36.34,p=1011.94",87,4,True,True
1479,"t=23.01,h=36.34,p=1011.94",63,4,True,True
1480,"t=23.01,h=36.34,p=1011.94",61,4,True,True
1481,"t=23.01,h=36.34,p=1011.94",62,4,True,True
1482,"t=23.01,h=36.34,p=1011.94",61,30,True,True
1483,"t=23.01,h=36.34,p=1011.94",64,3,True,True
1484,"t=23.01,h=36.34,p=1011.94",61,2,True,True
1485,"t=23.01,h=36.34,p=1011.94",63,2,True,True
1486,"t=23.01,h=36.34,p=1011.94",61,4,True,True
1487,"t=23.02,h=36.34,p=1011.93",63,2,True,True
1488,"t=23.02,h=36.34,p=1011.93",61,2,True,True
1489,"t=23.02,h=36.34,p=1011.93",62,2,True,True
1490,"t=23.02,h=36.34,p=1011.93",61,2,True,True
1491,"t=23.02,h=36.34,p=1011.93",62,40,True,True
1492,"t=23.02,h=36.34,p=1011.93",62,9,True,True
1493,"t=23.02,h=36.34,p=1011.93",62,5,True,True
1494,"t=23.02,h=36.34,p=1011.93",61,5,True,True
1495,"t=23.02,h=36.34,p=1011.93",62,4,True,True
1496,"t=23.01,h=36.34,p=1011.94",82,30,True,True
1497,"t=23.01,h=36.34,p=1011.94",62,7,True,True
1498,"t=23.01,h=36.34,p=1011.94",60,5,True,True
1499,"t=23.01,h=36.34,p=1011.94",61,4,True,True
1500,"t=23.01,h=36.34,p=1011.94",60,4,True,True
1501,"t=23.01,h=36.34,p=1011.94",62,5,True,True
1502,"t=23.01,h=36.34,p=1011.94",60,40,True,True
1503,"t=23.01,h=36.34,p=1011.94",71,28,True,True
1504,"t=23.01,h=36.34,p=1011.94",61,3,True,True
1505,"t=23.01,h=36.34,p=1011.94",61,3,True,True
1506,"t=23.01,h=36.34,p=1011.94",60,2,True,True
1507,"t=23.01,h=36.34,p=1011.94",61,3,True,True
1508,"t=23.01,h=36.34,p=1011.94",59,2,True,True
1509,"t=23.01,h=36.34,p=1011.94",61,2,True,True
1510,"t=23.01,h=36.34,p=1011.94",60,2,True,True
1511,"t=23.01,h=36.34,p=1011.94",78,2,True,True
1512,"t=23.01,h=36.34,p=1011.94",60,31,True,True
1513,"t=23.01,h=36.34,p=1011.94",63,2,True,True
1514,"t=23.01,h=36.34,p=1011.94",60,2,True,True
1515,"t=23.01,h=36.34,p=1011.94",61,2,True,True
1516,"t=23.01,h=36.37,p=1011.92",62,2,True,True
1517,"t=23.01,h=36.37,p=1011.92",62,2,True,True
1518,"t=23.01,h=36.37,p=1011.92",61,2,True,True
1519,"t=23.01,h=36.37,p=1011.92",62,2,True,True
1520,"t=23.01,h=36.37,p=1011.92",61,2,True,True
1521,"t=23.01,h=36.37,p=1011.92",63,2,True,True
1522,"t=23.01,h=36.37,p=1011.92",61,17,True,True
1523,"t=23.01,h=36.37,p=1011.92",63,2,True,True
1524,"t=23.01,h=36.37,p=1011.92",61,2,True,True
1525,"t=23.01,h=36.37,p=1011.92",63,2,True,True
1526,"t=23.01,h=36.34,p=1011.95",61,2,True,True
1527,"t=23.01,h=36.34,p=1011.95",62,2,True,True
1528,"t=23.01,h=36.34,p=1011.95",61,2,True,True
1529,"t=23.01,h=36.34,p=1011.95",62,3,True,True
1530,"t=23.01,h=36.34,p=1011.95",61,4,True,True
1531,"t=23.01,h=36.34,p=1011.95",62,3,True,True
1532,"t=23.01,h=36.34,p=1011.95",61,2,True,True
1533,"t=23.01,h=36.34,p=1011.95",62,37,True,True
1534,"t=23.01,h=36.34,p=1011.95",62,7,True,True
1535,"t=23.01,h=36.37,p=1011.93",62,7,True,True
1536,"t=23.01,h=36.37,p=1011.93",61,7,True,True
1537,"t=23.01,h=36.37,p=1011.93",62,16,True,True
1538,"t=23.01,h=36.37,p=1011.93",61,7,True,True
1539,"t=23.01,h=36.37,p=1011.93",63,4,True,True
1540,"t=23.01,h=36.37,p=1011.93",61,2,True,True
1541,"t=23.01,h=36.37,p=1011.93",62,2,True,True
1542,"t=23.01,h=36.37,p=1011.93",65,2,True,True
1543,"t=23.01,h=36.37,p=1011.93",62,22,True,True
1544,"t=23.01,h=36.37,p=1011.93",62,5,True,True
1545,"t=23.01,h=36.35,p=1011.95",61,4,True,True
1546,"t=23.01,h=36.35,p=1011.95",59,4,True,True
1547,"t=23.01,h=36.35,p=1011.95",62,5,True,True
1548,"t=23.01,h=36.35,p=1011.95",60,4,True,True
1549,"t=23.01,h=36.35,p=1011.95",61,4,True,True
1550,"t=23.01,h=36.35,p=1011.95",60,4,True,True
1551,"t=23.01,h=36.35,p=1011.95",61,11,True,True
1552,"t=23.01,h=36.35,p=1011.95",59,3,True,True
1553,"t=23.01,h=36.35,p=1011.95",62,2,True,True
1554,"t=23.01,h=36.35,p=1011.95",60,3,True,True
1555,"t=23.01,h=36.39,p=1011.92",62,18,True,True
1556,"t=23.01,h=36.39,p=1011.92",71,3,True,True
1557,"t=23.01,h=36.39,p=1011.92",63,2,True,True
1558,"t=23.01,h=36.39,p=1011.92",62,2,True,True
1559,"t=23.01,h=36.39,p=1011.92",62,2,True,True
1560,"t=23.01,h=36.39,p=1011.92",61,2,True,True
1561,"t=23.01,h=36.39,p=1011.92",63,2,True,True
1562,"t=23.01,h=36.39,p=1011.92",61,2,True,True
1563,"t=23.01,h=36.39,p=1011.92",62,2,True,True
1564,"t=22.93,h=36.37,p=1011.78",60,2,True,True
1565,"t=22.93,h=36.37,p=1011.78",61,2,True,True
1566,"t=22.93,h=36.37,p=1011.78",59,2,True,True
1567,"t=22.93,h=36.37,p=1011.78",61,19,True,True
1568,"t=22.93,h=36.37,p=1011.78",68,4,True,True
1569,"t=22.93,h=36.37,p=1011.78",61,2,True,True
1570,"t=22.93,h=36.37,p=1011.78",60,2,True,True
1571,"t=22.93,h=36.37,p=1011.78",61,2,True,True
1572,"t=22.93,h=36.37,p=1011.78",60,2,True,True
1573,"t=22.93,h=36.37,p=1011.78",61,2,True,True
1574,"t=23.01,h=36.33,p=1011.92",61,2,True,True
1575,"t=23.01,h=36.33,p=1011.92",62,2,True,True
1576,"t=23.01,h=36.33,p=1011.92",61,2,True,True
1577,"t=23.01,h=36.33,p=1011.92",62,2,True,True
1578,"t=23.01,h=36.33,p=1011.92",61,2,True,True
1579,"t=23.01,h=36.33,p=1011.92",63,28,True,True
1580,"t=23.01,h=36.33,p=1011.92",71,9,True,True
1581,"t=23.01,h=36.33,p=1011.92",81,7,True,True
1582,"t=23.01,h=36.33,p=1011.92",61,7,True,True
1583,"t=23.01,h=36.33,p=1011.92",62,6,True,True
1584,"t=23.01,h=36.38,p=1011.91",61,6,True,True
1585,"t=23.01,h=36.38,p=1011.91",63,44,True,True
1586,"t=23.01,h=36.38,p=1011.91",62,7,True,True
1587,"t=23.01,h=36.38,p=1011.91",62,7,True,True
1588,"t=23.01,h=36.38,p=1011.91",61,26,True,True
1589,"t=23.01,h=36.38,p=1011.91",62,2,True,True
1590,"t=23.01,h=36.38,p=1011.91",61,38,True,True
1591,"t=23.01,h=36.38,p=1011.91",63,5,True,True
1592,"t=23.01,h=36.38,p=1011.91",61,5,True,True
1593,"t=23.01,h=36.38,p=1011.91",63,5,True,True
1594,"t=23.01,h=36.40,p=1011.88",61,5,True,True
1595,"t=23.01,h=36.40,p=1011.88",62,5,True,True
1596,"t=23.01,h=36.40,p=1011.88",61,4,True,True
1597,"t=23.01,h=36.40,p=1011.88",62,4,True,True
1598,"t=23.01,h=36.40,p=1011.88",61,4,True,True
1599,"t=23.01,h=36.40,p=1011.88",62,4,True,True
1600,"t=23.01,h=36.40,p=1011.88",61,5,True,True
1601,"t=23.01,h=36.40,p=1011.88",64,12,True,True
1602,"t=23.01,h=36.40,p=1011.88",61,28,True,True
1603,"t=23.01,h=36.35,p=1011.90",70,7,True,True
1604,"t=23.01,h=36.35,p=1011.90",63,7,True,True
1605,"t=23.01,h=36.35,p=1011.90",61,7,True,True
1606,"t=23.01,h=36.35,p=1011.90",63,7,True,True
1607,"t=23.01,h=36.35,p=1011.90",61,6,True,True
1608,"t=23.01,h=36.35,p=1011.90",62,6,True,True
1609,"t=23.01,h=36.35,p=1011.90",61,39,True,True
1610,"t=23.01,h=36.35,p=1011.90",64,11,True,True
1611,"t=23.01,h=36.35,p=1011.90",61,7,True,True
1612,"t=23.01,h=36.35,p=1011.90",62,6,True,True
1613,"t=22.99,h=36.39,p=1011.87",61,6,True,True
1614,"t=22.99,h=36.39,p=1011.87",62,4,True,True
1615,"t=22.99,h=36.39,p=1011.87",61,2,True,True
1616,"t=22.99,h=36.39,p=1011.87",62,2,True,True
1617,"t=22.99,h=36.39,p=1011.87",61,2,True,True
1618,"t=22.99,h=36.39,p=1011.87",62,2,True,True
1619,"t=22.99,h=36.39,p=1011.87",61,2,True,True
1620,"t=22.99,h=36.39,p=1011.87",62,2,True,True
1621,"t=22.99,h=36.39,p=1011.87",61,40,True,True
1622,"t=22.99,h=36.39,p=1011.87",99,8,True,True
1623,"t=23.01,h=36.39,p=1011.93",62,6,True,True
1624,"t=23.01,h=36.39,p=1011.93",62,6,True,True
1625,"t=23.01,h=36.39,p=1011.93",62,7,True,True
1626,"t=23.01,h=36.39,p=1011.93",61,6,True,True
1627,"t=23.01,h=36.39,p=1011.93",62,34,True,True
1628,"t=23.01,h=36.39,p=1011.93",62,6,True,True
1629,"t=23.01,h=36.39,p=1011.93",62,5,True,True
1630,"t=23.01,h=36.39,p=1011.93",61,6,True,True
1631,"t=23.01,h=36.39,p=1011.93",63,4,True,True
1632,"t=23.01,h=36.40,p=1011.95",61,4,True,True
1633,"t=23.01,h=36.40,p=1011.95",63,4,True,True
1634,"t=23.01,h=36.40,p=1011.95",61,4,True,True
1635,"t=23.01,h=36.40,p=1011.95",62,5,True,True
1636,"t=23.01,h=36.40,p=1011.95",61,4,True,True
1637,"t=23.01,h=36.40,p=1011.95",62,5,True,True
1638,"t=23.01,h=36.40,p=1011.95",61,4,True,True
1639,"t=23.01,h=36.40,p=1011.95",63,29,True,True
1640,"t=23.01,h=36.40,p=1011.95",70,10,True,True
1641,"t=23.01,h=36.40,p=1011.95",62,7,True,True
1642,"t=23.01,h=36.40,p=1011.93",60,7,True,True
1643,"t=23.01,h=36.40,p=1011.93",61,6,True,True
1644,"t=23.01,h=36.40,p=1011.93",59,7,True,True
1645,"t=23.01,h=36.40,p=1011.93",61,30,True,True
1646,"t=23.01,h=36.40,p=1011.93",61,2,True,True
1647,"t=23.01,h=36.40,p=1011.93",61,2,True,True
1648,"t=23.01,h=36.40,p=1011.93",60,2,True,True
1649,"t=23.01,h=36.40,p=1011.93",61,2,True,True
1650,"t=23.01,h=36.40,p=1011.93",60,2,True,True
1651,"t=23.01,h=36.40,p=1011.93",61,12,True,True
1652,"t=23.00,h=36.40,p=1011.88",61,5,True,True
1653,"t=23.00,h=36.40,p=1011.88",62,4,True,True
1654,"t=23.00,h=36.40,p=1011.88",61,7,True,True
1655,"t=23.00,h=36.40,p=1011.88",63,17,True,True
1656,"t=23.00,h=36.40,p=1011.88",62,2,True,True
1657,"t=23.00,h=36.40,p=1011.88",62,2,True,True
1658,"t=23.00,h=36.40,p=1011.88",61,2,True,True
1659,"t=23.00,h=36.40,p=1011.88",62,2,True,True
1660,"t=23.00,h=36.40,p=1011.88",61,2,True,True
1661,"t=23.00,h=36.40,p=1011.88",62,2,True,True
1662,"t=23.01,h=36.37,p=1011.94",61,2,True,True
1663,"t=23.01,h=36.37,p=1011.94",86,2,True,True
1664,"t=23.01,h=36.37,p=1011.94",61,2,True,True
1665,"t=23.01,h=36.37,p=1011.94",62,35,True,True
1666,"t=23.01,h=36.37,p=1011.94",62,4,True,True
1667,"t=23.01,h=36.37,p=1011.94",62,2,True,True
1668,"t=23.01,h=36.37,p=1011.94",61,2,True,True
1669,"t=23.01,h=36.37,p=1011.94",62,2,True,True
1670,"t=23.01,h=36.37,p=1011.94",61,2,True,True
1671,"t=23.02,h=36.39,p=1011.91",62,40,True,True
1672,"t=23.02,h=36.39,p=1011.91",62,7,True,True
1673,"t=23.02,h=36.39,p=1011.91",62,7,True,True
1674,"t=23.02,h=36.39,p=1011.91",61,7,True,True
1675,"t=23.02,h=36.39,p=1011.91",62,3,True,True
1676,"t=23.02,h=36.39,p=1011.91",61,2,True,True
1677,"t=23.02,h=36.39,p=1011.91",62,41,True,True
1678,"t=23.02,h=36.39,p=1011.91",62,7,True,True
1679,"t=23.02,h=36.39,p=1011.91",62,6,True,True
1680,"t=23.02,h=36.39,p=1011.91",61,8,True,True
1681,"t=22.99,h=36.39,p=1011.87",63,6,True,True
1682,"t=22.99,h=36.39,p=1011.87",61,6,True,True
1683,"t=22.99,h=36.39,p=1011.87",63,6,True,True
1684,"t=22.99,h=36.39,p=1011.87",61,6,True,True
1685,"t=22.99,h=36.39,p=1011.87",63,7,True,True
1686,"t=22.99,h=36.39,p=1011.87",61,6,True,True
