Block_Index,Frame_Bytes,HashTime_uS,VerifyTime_uS,PrevHash_OK,Valid
744,240,54,2,True,True
745,240,50,41,True,True
746,240,44,6,True,True
747,240,59,5,True,True
748,240,56,15,True,True
749,240,61,5,True,True
750,240,59,3,True,True
751,240,56,25,True,True
752,240,56,11,True,True
753,240,57,39,True,True
754,240,55,8,True,True
755,240,57,9,True,True
756,240,56,40,True,True
757,240,56,8,True,True
758,240,56,29,True,True
759,240,58,8,True,True
760,240,57,8,True,True
761,240,55,39,True,True
762,240,57,6,True,True
763,240,57,40,True,True
764,240,59,8,True,True
765,240,56,9,True,True
766,240,67,41,True,True
767,240,56,3,True,True
768,240,58,33,True,True
769,240,55,6,True,True
770,240,57,6,True,True
771,240,57,16,True,True
772,240,57,2,True,True
773,240,56,2,True,True
774,240,61,15,True,True
775,240,56,3,True,True
776,240,55,2,True,True
777,240,59,51,True,True
778,240,56,6,True,True
779,240,55,5,True,True
780,240,59,36,True,True
781,240,54,11,True,True
782,240,53,50,True,True
783,240,64,8,True,True
784,240,59,7,True,True
785,240,56,16,True,True
786,240,56,2,True,True
787,240,51,2,True,True
788,240,52,44,True,True
789,240,58,10,True,True
790,240,58,19,True,True
791,240,64,3,True,True
792,240,60,2,True,True
793,240,60,38,True,True
794,240,51,8,True,True
795,240,53,17,True,True
796,240,40,2,True,True
797,240,45,2,True,True
798,240,45,15,True,True
799,240,40,2,True,True
800,240,38,3,True,True
801,240,51,12,True,True
802,240,46,35,True,True
803,240,46,13,True,True
804,240,51,16,True,True
805,240,44,3,True,True
806,240,55,2,True,True
807,240,52,50,True,True
808,240,46,10,True,True
809,240,53,7,True,True
810,240,58,45,True,True
811,240,55,5,True,True
812,240,56,5,True,True
813,240,56,32,True,True
814,240,57,6,True,True
815,240,55,29,True,True
816,240,63,7,True,True
817,240,58,7,True,True
818,240,55,33,True,True
819,240,60,6,True,True
820,240,58,43,True,True
821,240,63,5,True,True
822,240,57,19,True,True
823,240,57,3,True,True
824,240,57,15,True,True
825,240,57,3,True,True
826,240,57,2,True,True
827,240,59,20,True,True
828,240,56,4,True,True
829,240,64,4,True,True
830,240,57,36,True,True
831,240,57,14,True,True
832,240,57,28,True,True
833,240,57,17,True,True
834,240,57,35,True,True
835,240,57,9,True,True
836,240,56,7,True,True
837,240,57,39,True,True
838,240,56,8,True,True
839,240,58,16,True,True
840,240,56,2,True,True
841,240,56,2,True,True
842,240,57,18,True,True
843,240,57,5,True,True
844,240,56,39,True,True
845,240,52,8,True,True
846,240,61,2,True,True
847,240,60,21,True,True
848,240,56,5,True,True
849,240,53,49,True,True
850,240,52,11,True,True
851,240,60,17,True,True
852,240,62,4,True,True
853,240,65,4,True,True
854,240,60,48,True,True
855,240,60,12,True,True
856,240,58,30,True,True
857,240,61,6,True,True
858,240,50,27,True,True
859,240,51,4,True,True
860,240,44,3,True,True
861,240,46,28,True,True
862,240,40,8,True,True
863,240,49,40,True,True
864,240,40,10,True,True
865,240,39,5,True,True
866,240,48,29,True,True
867,240,45,3,True,True
868,240,53,19,True,True
869,240,53,5,True,True
870,240,48,28,True,True
871,240,48,3,True,True
872,240,63,29,True,True
873,240,56,4,True,True
874,240,54,4,True,True
875,240,56,16,True,True
876,240,60,3,True,True
877,240,65,38,True,True
878,240,64,8,True,True
879,240,61,9,True,True
880,240,57,52,True,True
881,240,59,8,True,True
882,240,57,7,True,True
883,240,58,29,True,True
884,240,56,8,True,True
885,240,60,17,True,True
886,240,58,2,True,True
887,240,58,2,True,True
888,240,57,21,True,True
889,240,65,6,True,True
890,240,59,43,True,True
891,240,57,8,True,True
892,240,56,7,True,True
893,240,58,29,True,True
894,240,58,8,True,True
895,240,57,6,True,True
896,240,59,38,True,True
897,240,63,8,True,True
898,240,65,7,True,True
899,240,57,31,True,True
900,240,58,10,True,True
901,240,61,26,True,True
902,240,56,2,True,True
903,240,57,2,True,True
904,240,55,18,True,True
905,240,56,3,True,True
906,240,56,18,True,True
907,240,56,4,True,True
908,240,61,32,True,True
909,240,60,6,True,True
910,240,55,30,True,True
911,240,57,3,True,True
912,240,48,2,True,True
913,240,54,46,True,True
914,240,53,9,True,True
915,240,59,35,True,True
916,240,60,4,True,True
917,240,63,41,True,True
918,240,57,8,True,True
919,240,56,41,True,True
920,240,66,8,True,True
921,240,57,5,True,True
922,240,55,23,True,True
923,240,44,5,True,True
924,240,45,20,True,True
925,240,51,3,True,True
926,240,40,2,True,True
927,240,46,15,True,True
928,240,42,2,True,True
929,240,40,3,True,True
930,240,49,21,True,True
931,240,50,5,True,True
932,240,53,37,True,True
933,240,51,8,True,True
934,240,46,8,True,True
935,240,49,37,True,True
936,240,46,7,True,True
937,240,56,7,True,True
938,240,55,37,True,True
939,240,54,11,True,True
940,240,57,7,True,True
941,240,55,34,True,True
942,240,60,13,True,True
943,240,59,12,True,True
944,240,57,12,True,True
945,240,57,21,True,True
946,240,58,5,True,True
947,240,58,22,True,True
948,240,55,3,True,True
949,240,59,3,True,True
950,240,63,33,True,True
951,240,58,20,True,True
952,240,58,15,True,True
953,240,58,2,True,True
954,240,58,19,True,True
955,240,58,4,True,True
956,240,57,4,True,True
957,240,56,40,True,True
958,240,57,8,True,True
959,240,60,9,True,True
960,240,56,40,True,True
961,240,56,8,True,True
962,240,57,21,True,True
963,240,56,4,True,True
964,240,56,4,True,True
965,240,56,18,True,True
966,240,55,3,True,True
967,240,56,18,True,True
968,240,55,5,True,True
969,240,55,25,True,True
970,240,55,4,True,True
971,240,48,3,True,True
972,240,59,21,True,True
973,240,59,4,True,True
974,240,51,4,True,True
975,240,58,18,True,True
976,240,52,3,True,True
977,240,53,3,True,True
978,240,58,18,True,True
979,240,60,4,True,True
980,240,60,28,True,True
981,240,61,8,True,True
982,240,60,7,True,True
983,240,51,39,True,True
984,240,56,9,True,True
985,240,52,39,True,True
986,240,43,11,True,True
987,240,41,7,True,True
988,240,46,30,True,True
989,240,47,10,True,True
990,240,38,7,True,True
991,240,48,28,True,True
992,240,43,8,True,True
993,240,47,7,True,True
994,240,57,30,True,True
995,240,51,8,True,True
996,240,52,37,True,True
997,240,42,8,True,True
998,240,229,15,True,True
999,240,55,3,True,True
1000,240,55,2,True,True
1001,240,56,25,True,True
1002,240,56,5,True,True
1003,240,55,2,True,True
1004,240,55,30,True,True
1005,240,61,7,True,True
1006,240,56,27,True,True
1007,240,61,3,True,True
1008,240,57,2,True,True
1009,240,55,43,True,True
1010,240,55,8,True,True
1011,240,58,35,True,True
1012,240,59,6,True,True
1013,240,69,5,True,True
1014,240,57,50,True,True
1015,240,64,9,True,True
1016,240,56,25,True,True
1017,240,57,10,True,True
1018,240,55,38,True,True
1019,240,64,10,True,True
1020,240,55,29,True,True
1021,240,58,8,True,True
1022,240,56,7,True,True
1023,240,58,38,True,True
1024,240,56,9,True,True
1025,240,64,28,True,True
1026,240,58,8,True,True
1027,240,58,7,True,True
1028,240,58,16,True,True
1029,240,57,3,True,True
1030,240,57,2,True,True
1031,240,57,39,True,True
1032,240,56,7,True,True
1033,240,63,28,True,True
1034,240,60,9,True,True
1035,240,54,7,True,True
1036,240,50,5,True,True
1037,240,48,22,True,True
1038,240,46,6,True,True
1039,240,51,35,True,True
1040,240,51,13,True,True
1041,240,58,15,True,True
1042,240,48,2,True,True
1043,240,59,39,True,True
1044,240,60,10,True,True
1045,240,58,7,True,True
1046,240,57,18,True,True
1047,240,46,4,True,True
1048,240,48,4,True,True
1049,240,49,16,True,True
1050,240,42,3,True,True
1051,240,52,39,True,True
1052,240,40,8,True,True
1053,240,46,29,True,True
1054,240,49,9,True,True
1055,240,51,7,True,True
1056,240,62,35,True,True
1057,240,51,3,True,True
1058,240,44,2,True,True
1059,240,52,40,True,True
1060,240,47,8,True,True
1061,240,60,10,True,True
1062,240,60,39,True,True
1063,240,53,8,True,True
1064,240,60,31,True,True
1065,240,58,6,True,True
1066,240,55,31,True,True
1067,240,59,6,True,True
1068,240,55,5,True,True
1069,240,55,40,True,True
1070,240,57,8,True,True
1071,240,57,43,True,True
1072,240,57,5,True,True
1073,240,57,5,True,True
1074,240,57,29,True,True
1075,240,57,8,True,True
1076,240,57,41,True,True
1077,240,57,8,True,True
1078,240,56,43,True,True
1079,240,55,17,True,True
1080,240,57,3,True,True
1081,240,56,40,True,True
1082,240,57,8,True,True
1083,240,56,7,True,True
1084,240,56,38,True,True
1085,240,57,11,True,True
1086,240,58,12,True,True
1087,240,63,45,True,True
1088,240,57,12,True,True
1089,240,57,8,True,True
1090,240,56,21,True,True
1091,240,55,7,True,True
1092,240,57,5,True,True
1093,240,57,15,True,True
1094,240,58,3,True,True
1095,240,56,32,True,True
1096,240,47,13,True,True
1097,240,46,5,True,True
1098,240,62,18,True,True
1099,240,60,4,True,True
1100,240,52,24,True,True
1101,240,58,24,True,True
1102,240,53,9,True,True
1103,240,57,40,True,True
1104,240,54,7,True,True
1105,240,60,16,True,True
1106,240,60,2,True,True
1107,240,63,39,True,True
1108,240,60,8,True,True
1109,240,54,7,True,True
1110,240,48,41,True,True
1111,240,54,7,True,True
1112,240,47,41,True,True
1113,240,40,3,True,True
1114,240,49,38,True,True
1115,240,41,10,True,True
1116,240,49,27,True,True
1117,240,38,6,True,True
1118,240,40,5,True,True
1119,240,46,39,True,True
1120,240,49,10,True,True
1121,240,52,32,True,True
1122,240,52,6,True,True
1123,240,48,5,True,True
1124,240,48,29,True,True
1125,240,47,25,True,True
1126,240,58,17,True,True
1127,240,55,5,True,True
1128,240,57,19,True,True
1129,240,56,4,True,True
1130,240,55,38,True,True
1131,240,55,8,True,True
1132,240,59,7,True,True
1133,240,59,38,True,True
1134,240,57,8,True,True
1135,240,58,24,True,True
1136,240,68,4,True,True
1137,240,58,15,True,True
1138,240,66,2,True,True
1139,240,57,2,True,True
1140,240,60,16,True,True
1141,240,58,2,True,True
1142,240,59,43,True,True
1143,240,57,14,True,True
1144,240,58,7,True,True
1145,240,60,28,True,True
