Block_Index,Frame_Bytes,HashTime_uS,VerifyTime_uS,PrevHash_OK,Valid
1143,240,71,7,True,True
1144,240,63,28,True,True
1145,240,58,8,True,True
1146,240,55,16,True,True
1147,240,59,3,True,True
1148,240,60,2,True,True
1149,240,63,37,True,True
1150,240,57,8,True,True
1151,240,66,12,True,True
1152,240,65,54,True,True
1153,240,59,10,True,True
1154,240,71,18,True,True
1155,240,60,4,True,True
1156,240,61,3,True,True
1157,240,66,49,True,True
1158,240,62,9,True,True
1159,240,52,7,True,True
1160,240,50,31,True,True
1161,240,62,5,True,True
1162,240,67,43,True,True
1163,240,54,8,True,True
1164,240,55,2,True,True
1165,240,55,33,True,True
1166,240,54,8,True,True
1167,240,54,23,True,True
1168,240,54,6,True,True
1169,240,55,5,True,True
1170,240,56,40,True,True
1171,240,54,8,True,True
1172,240,53,43,True,True
1173,240,56,6,True,True
1174,240,62,28,True,True
1175,240,54,8,True,True
1176,240,55,7,True,True
1177,240,54,30,True,True
1178,240,55,8,True,True
1179,240,55,34,True,True
1180,240,56,14,True,True
1181,240,53,13,True,True
1182,240,58,17,True,True
1183,240,53,2,True,True
1184,240,52,2,True,True
1185,240,53,21,True,True
1186,240,45,6,True,True
1187,240,40,5,True,True
1188,240,50,20,True,True
1189,240,51,2,True,True
1190,240,55,39,True,True
1191,240,59,8,True,True
1192,240,57,9,True,True
1193,240,59,17,True,True
1194,240,57,4,True,True
1195,240,51,21,True,True
1196,240,54,5,True,True
1197,240,59,6,True,True
1198,240,45,15,True,True
1199,240,40,5,True,True
1200,240,35,2,True,True
1201,240,51,36,True,True
1202,240,40,9,True,True
1203,240,44,38,True,True
1204,240,37,8,True,True
1205,240,37,7,True,True
1206,240,43,34,True,True
1207,240,39,5,True,True
1208,240,36,5,True,True
1209,240,45,18,True,True
1210,240,39,4,True,True
1211,240,43,40,True,True
1212,240,40,8,True,True
1213,240,36,7,True,True
1214,240,44,28,True,True
1215,240,39,3,True,True
1216,240,39,4,True,True
1217,240,42,40,True,True
1218,240,39,8,True,True
1219,240,35,2,True,True
1220,240,54,2,True,True
1221,240,44,30,True,True
1222,240,40,2,True,True
1223,240,36,2,True,True
1224,240,43,18,True,True
1225,240,41,4,True,True
1226,240,33,3,True,True
1227,240,45,44,True,True
1228,240,39,9,True,True
1229,240,37,7,True,True
1230,240,40,37,True,True
1231,240,41,13,True,True
1232,240,44,2,True,True
1233,240,37,2,True,True
1234,240,42,29,True,True
1235,240,40,8,True,True
1236,240,38,8,True,True
1237,240,43,30,True,True
1238,240,39,4,True,True
1239,240,35,3,True,True
1240,240,38,19,True,True
1241,240,41,5,True,True
1242,240,37,4,True,True
1243,240,43,16,True,True
1244,240,50,2,True,True
1245,240,39,2,True,True
1246,240,42,19,True,True
1247,240,37,4,True,True
1248,240,38,4,True,True
1249,240,45,22,True,True
1250,240,39,5,True,True
1251,240,48,10,True,True
1252,240,40,2,True,True
1253,240,45,24,True,True
1254,240,39,6,True,True
1255,240,38,5,True,True
1256,240,42,31,True,True
1257,240,38,4,True,True
1258,240,36,3,True,True
1259,240,46,41,True,True
1260,240,38,8,True,True
1261,240,38,7,True,True
1262,240,45,38,True,True
1263,240,38,8,True,True
1264,240,50,42,True,True
1265,240,39,8,True,True
1266,240,38,7,True,True
1267,240,43,38,True,True
1268,240,40,8,True,True
1269,240,39,41,True,True
1270,240,59,8,True,True
1271,240,37,7,True,True
1272,240,41,38,True,True
1273,240,35,8,True,True
1274,240,41,10,True,True
1275,240,47,41,True,True
1276,240,56,3,True,True
1277,240,45,34,True,True
1278,240,39,14,True,True
1279,240,52,15,True,True
1280,240,46,28,True,True
1281,240,40,8,True,True
1282,240,35,7,True,True
1283,240,41,28,True,True
1284,240,38,9,True,True
1285,240,37,7,True,True
1286,240,42,16,True,True
1287,240,38,5,True,True
1288,240,36,5,True,True
1289,240,42,43,True,True
1290,240,38,11,True,True
1291,240,38,18,True,True
1292,240,41,12,True,True
1293,240,49,39,True,True
1294,240,40,11,True,True
1295,240,36,7,True,True
1296,240,41,28,True,True
1297,240,35,8,True,True
1298,240,36,7,True,True
1299,240,44,27,True,True
1300,240,37,6,True,True
1301,240,48,12,True,True
1302,240,43,7,True,True
1303,240,44,28,True,True
1304,240,39,10,True,True
1305,240,41,7,True,True
1306,240,41,39,True,True
1307,240,39,8,True,True
1308,240,44,30,True,True
1309,240,38,9,True,True
1310,240,36,7,True,True
1311,240,36,2,True,True
1312,240,44,29,True,True
1313,240,38,8,True,True
1314,240,36,8,True,True
1315,240,40,37,True,True
1316,240,40,8,True,True
1317,240,39,3,True,True
1318,240,46,42,True,True
1319,240,54,11,True,True
1320,240,55,27,True,True
1321,240,52,3,True,True
1322,240,51,2,True,True
1323,240,48,28,True,True
1324,240,40,5,True,True
1325,240,43,2,True,True
1326,240,47,46,True,True
1327,240,43,14,True,True
1328,240,44,15,True,True
1329,240,38,3,True,True
1330,240,37,2,True,True
1331,240,43,28,True,True
1332,240,39,8,True,True
1333,240,40,7,True,True
1334,240,47,29,True,True
1335,240,48,8,True,True
1336,240,51,7,True,True
1337,240,51,7,True,True
1338,240,52,11,True,True
1339,240,51,17,True,True
1340,240,55,15,True,True
1341,240,56,2,True,True
1342,240,54,41,True,True
1343,240,54,8,True,True
1344,240,55,9,True,True
1345,240,54,38,True,True
1346,240,53,8,True,True
1347,240,54,7,True,True
1348,240,54,35,True,True
1349,240,54,8,True,True
1350,240,53,38,True,True
1351,240,54,37,True,True
1352,240,55,6,True,True
1353,240,56,58,True,True
1354,240,55,14,True,True
1355,240,54,39,True,True
1356,240,55,8,True,True
1357,240,54,7,True,True
1358,240,55,37,True,True
1359,240,54,8,True,True
1360,240,54,27,True,True
1361,240,56,3,True,True
1362,240,57,2,True,True
1363,240,52,38,True,True
1364,240,53,5,True,True
1365,240,50,29,True,True
1366,240,45,8,True,True
1367,240,49,39,True,True
1368,240,48,11,True,True
1369,240,41,7,True,True
1370,240,52,39,True,True
1371,240,39,8,True,True
1372,240,37,7,True,True
1373,240,42,34,True,True
1374,240,38,5,True,True
1375,240,47,28,True,True
1376,240,38,8,True,True
1377,240,36,7,True,True
1378,240,42,23,True,True
1379,240,39,6,True,True
1380,240,37,5,True,True
1381,240,33,7,True,True
1382,240,46,32,True,True
1383,240,39,15,True,True
1384,240,39,21,True,True
1385,240,44,6,True,True
1386,240,52,5,True,True
1387,240,54,28,True,True
1388,240,54,8,True,True
1389,240,45,7,True,True
1390,240,53,34,True,True
1391,240,61,16,True,True
1392,240,52,9,True,True
1393,240,67,27,True,True
1394,240,52,6,True,True
1395,240,57,5,True,True
1396,240,60,29,True,True
1397,240,58,8,True,True
1398,240,51,9,True,True
1399,240,60,23,True,True
1400,240,56,6,True,True
1401,240,66,25,True,True
1402,240,64,10,True,True
1403,240,58,10,True,True
1404,240,61,37,True,True
1405,240,57,6,True,True
1406,240,58,27,True,True
1407,240,55,3,True,True
1408,240,51,4,True,True
1409,240,60,39,True,True
1410,240,63,8,True,True
1411,240,63,29,True,True
1412,240,55,8,True,True
1413,240,66,8,True,True
1414,240,70,39,True,True
1415,240,58,8,True,True
1416,240,61,40,True,True
1417,240,63,8,True,True
1418,240,58,10,True,True
1419,240,66,38,True,True
1420,240,54,8,True,True
1421,240,59,34,True,True
1422,240,54,6,True,True
1423,240,55,7,True,True
1424,240,59,16,True,True
1425,240,56,2,True,True
1426,240,67,32,True,True
1427,240,54,6,True,True
1428,240,56,14,True,True
1429,240,57,21,True,True
1430,240,54,6,True,True
1431,240,58,5,True,True
1432,240,88,28,True,True
1433,240,56,9,True,True
1434,240,54,7,True,True
1435,240,61,28,True,True
1436,240,56,8,True,True
1437,240,55,7,True,True
1438,240,60,49,True,True
1439,240,52,10,True,True
1440,240,66,5,True,True
1441,240,62,35,True,True
1442,240,60,19,True,True
1443,240,61,23,True,True
1444,240,54,6,True,True
1445,240,53,5,True,True
1446,240,63,22,True,True
1447,240,56,5,True,True
1448,240,52,5,True,True
1449,240,74,28,True,True
1450,240,56,8,True,True
1451,240,74,19,True,True
1452,240,56,4,True,True
1453,240,58,4,True,True
1454,240,65,23,True,True
1455,240,54,5,True,True
1456,240,59,29,True,True
1457,240,53,2,True,True
1458,240,55,2,True,True
1459,240,67,25,True,True
1460,240,58,2,True,True
1461,240,66,35,True,True
1462,240,53,6,True,True
1463,240,55,5,True,True
1464,240,57,21,True,True
1465,240,54,5,True,True
1466,240,58,44,True,True
1467,240,55,8,True,True
1468,240,65,32,True,True
1469,240,51,11,True,True
1470,240,53,38,True,True
1471,240,64,44,True,True
1472,240,67,3,True,True
1473,240,59,28,True,True
1474,240,60,8,True,True
1475,240,55,7,True,True
1476,240,53,8,True,True
1477,240,59,37,True,True
1478,240,54,8,True,True
1479,240,54,7,True,True
1480,240,57,21,True,True
1481,240,65,9,True,True
1482,240,54,7,True,True
1483,240,59,28,True,True
1484,240,55,8,True,True
1485,240,52,8,True,True
1486,240,58,38,True,True
1487,240,61,9,True,True
1488,240,55,7,True,True
1489,240,64,31,True,True
1490,240,57,6,True,True
1491,240,62,15,True,True
1492,240,53,2,True,True
1493,240,49,2,True,True
1494,240,60,15,True,True
1495,240,54,2,True,True
1496,240,50,3,True,True
1497,240,63,21,True,True
1498,240,55,5,True,True
1499,240,54,5,True,True
1500,240,59,18,True,True
1501,240,73,23,True,True
1502,240,65,29,True,True
1503,240,63,8,True,True
1504,240,60,18,True,True
1505,240,60,29,True,True
1506,240,60,10,True,True
1507,240,56,7,True,True
1508,240,60,26,True,True
1509,240,101,2,True,True
1510,240,54,2,True,True
1511,240,61,43,True,True
1512,240,55,8,True,True
1513,240,71,29,True,True
1514,240,61,8,True,True
1515,240,65,7,True,True
1516,240,65,41,True,True
1517,240,53,5,True,True
1518,240,54,39,True,True
1519,240,51,8,True,True
1520,240,58,10,True,True
1521,240,67,28,True,True
1522,240,56,2,True,True
1523,240,55,17,True,True
1524,240,43,3,True,True
1525,240,44,3,True,True
1526,240,48,30,True,True
1527,240,53,3,True,True
1528,240,46,44,True,True
1529,240,37,5,True,True
1530,240,39,3,True,True
1531,240,45,20,True,True
1532,240,39,4,True,True
1533,240,44,28,True,True
1534,240,41,6,True,True
1535,240,40,5,True,True
1536,240,45,31,True,True
1537,240,42,5,True,True
1538,240,48,31,True,True
1539,240,46,6,True,True
1540,240,55,40,True,True
1541,240,52,8,True,True
1542,240,49,7,True,True
1543,240,48,16,True,True
1544,240,63,2,True,True
1545,240,61,38,True,True
1546,240,53,8,True,True
1547,240,54,16,True,True
1548,240,59,5,True,True
1549,240,62,3,True,True
1550,240,53,38,True,True
1551,240,64,22,True,True
1552,240,54,22,True,True
1553,240,54,6,True,True
1554,240,58,7,True,True
1555,240,61,38,True,True
1556,240,55,6,True,True
1557,240,56,28,True,True
1558,240,53,5,True,True
1559,240,55,22,True,True
1560,240,54,2,True,True
1561,240,53,2,True,True
1562,240,53,39,True,True
1563,240,54,10,True,True
1564,240,54,29,True,True
1565,240,54,8,True,True
1566,240,52,2,True,True
1567,240,53,29,True,True
1568,240,39,5,True,True
1569,240,43,39,True,True
1570,240,39,8,True,True
1571,240,41,33,True,True
1572,240,43,6,True,True
1573,240,38,6,True,True
1574,240,43,17,True,True
1575,240,38,3,True,True
1576,240,42,2,True,True
1577,240,51,28,True,True
1578,240,39,9,True,True
1579,240,38,7,True,True
1580,240,43,22,True,True
1581,240,51,3,True,True
1582,240,41,28,True,True
1583,240,45,8,True,True
1584,240,37,7,True,True
1585,240,43,17,True,True
1586,240,44,2,True,True
1587,240,41,2,True,True
1588,240,45,27,True,True
1589,240,39,8,True,True
1590,240,38,8,True,True
1591,240,43,15,True,True
1592,240,37,2,True,True
1593,240,44,2,True,True
1594,240,45,28,True,True
1595,240,39,9,True,True
1596,240,40,7,True,True
1597,240,54,37,True,True
1598,240,41,8,True,True
1599,240,38,7,True,True
1600,240,52,16,True,True
1601,240,49,9,True,True
1602,240,42,2,True,True
1603,240,46,30,True,True
1604,240,39,4,True,True
1605,240,44,27,True,True
1606,240,37,11,True,True
1607,240,38,3,True,True
1608,240,42,25,True,True
1609,240,37,3,True,True
1610,240,38,4,True,True
1611,240,43,29,True,True
1612,240,39,7,True,True
1613,240,44,39,True,True
1614,240,47,8,True,True
1615,240,39,10,True,True
1616,240,45,43,True,True
1617,240,38,8,True,True
1618,240,33,7,True,True
1619,240,45,31,True,True
1620,240,41,5,True,True
1621,240,43,29,True,True
1622,240,38,6,True,True
1623,240,37,5,True,True
1624,240,43,28,True,True
1625,240,37,6,True,True
1626,240,38,2,True,True
1627,240,45,46,True,True
1628,240,38,4,True,True
1629,240,50,3,True,True
1630,240,47,35,True,True
1631,240,40,9,True,True
1632,240,41,29,True,True
1633,240,44,8,True,True
1634,240,40,7,True,True
1635,240,43,23,True,True
1636,240,40,2,True,True
1637,240,37,2,True,True
1638,240,45,15,True,True
1639,240,37,2,True,True
1640,240,42,2,True,True
1641,240,44,15,True,True
1642,240,36,2,True,True
1643,240,37,2,True,True
1644,240,43,15,True,True
1645,240,43,3,True,True
1646,240,43,2,True,True
1647,240,42,19,True,True
1648,240,37,4,True,True
1649,240,36,3,True,True
1650,240,47,15,True,True
1651,240,48,12,True,True
1652,240,41,6,True,True
1653,240,44,22,True,True
1654,240,38,5,True,True
1655,240,45,29,True,True
1656,240,37,8,True,True
1657,240,38,7,True,True
1658,240,44,37,True,True
1659,240,39,8,True,True
1660,240,48,28,True,True
1661,240,37,2,True,True
1662,240,44,2,True,True
1663,240,44,39,True,True
1664,240,39,8,True,True
1665,240,38,13,True,True
1666,240,42,45,True,True
1667,240,39,13,True,True
1668,240,40,36,True,True
1669,240,37,9,True,True
1670,240,36,8,True,True
1671,240,41,39,True,True
1672,240,43,7,True,True
1673,240,49,7,True,True
1674,240,42,38,True,True
1675,240,40,10,True,True
1676,240,45,28,True,True
1677,240,37,8,True,True
1678,240,36,7,True,True
1679,240,42,35,True,True
1680,240,40,9,True,True
1681,240,37,7,True,True
1682,240,41,39,True,True
1683,240,37,8,True,True
1684,240,41,26,True,True
1685,240,37,4,True,True
1686,240,38,3,True,True
1687,240,52,21,True,True
1688,240,41,6,True,True
1689,240,35,5,True,True
1690,240,45,15,True,True
1691,240,39,2,True,True
1692,240,38,2,True,True
1693,240,47,28,True,True
1694,240,40,10,True,True
1695,240,39,7,True,True
1696,240,40,16,True,True
1697,240,39,2,True,True
1698,240,43,20,True,True
1699,240,38,4,True,True
1700,240,38,3,True,True
1701,240,52,32,True,True
1702,240,40,13,True,True
1703,240,45,28,True,True
1704,240,36,9,True,True
1705,240,38,7,True,True
1706,240,43,37,True,True
1707,240,38,8,True,True
1708,240,42,41,True,True
1709,240,37,8,True,True
1710,240,38,5,True,True
1711,240,40,32,True,True
1712,240,38,6,True,True
1713,240,36,5,True,True
1714,240,41,34,True,True
1715,240,38,6,True,True
1716,240,46,33,True,True
1717,240,36,6,True,True
1718,240,36,5,True,True
1719,240,42,30,True,True
1720,240,37,8,True,True
1721,240,33,7,True,True
1722,240,44,40,True,True
1723,240,42,17,True,True
1724,240,35,4,True,True
1725,240,46,15,True,True
1726,240,39,3,True,True
1727,240,43,19,True,True
1728,240,49,3,True,True
1729,240,47,2,True,True
1730,240,50,28,True,True
1731,240,40,8,True,True
1732,240,46,9,True,True
1733,240,51,30,True,True
1734,240,47,4,True,True
1735,240,53,15,True,True
1736,240,50,3,True,True
1737,240,83,2,True,True
1738,240,58,2,True,True
1739,240,73,21,True,True
1740,240,56,5,True,True
1741,240,56,31,True,True
1742,240,51,9,True,True
1743,240,46,21,True,True
1744,240,44,6,True,True
1745,240,42,5,True,True
1746,240,56,22,True,True
1747,240,47,6,True,True
1748,240,47,5,True,True
1749,240,57,28,True,True
1750,240,54,3,True,True
1751,240,50,12,True,True
1752,240,45,24,True,True
1753,240,43,5,True,True
1754,240,44,29,True,True
1755,240,40,8,True,True
1756,240,42,7,True,True
1757,240,47,30,True,True
1758,240,46,8,True,True
1759,240,51,39,True,True
1760,240,48,3,True,True
1761,240,44,2,True,True
1762,240,47,31,True,True
1763,240,42,5,True,True
1764,240,36,5,True,True
1765,240,41,40,True,True
1766,240,42,8,True,True
1767,240,40,4,True,True
1768,240,43,40,True,True
1769,240,45,3,True,True
1770,240,43,22,True,True
1771,240,37,5,True,True
1772,240,39,7,True,True
1773,240,44,47,True,True
1774,240,38,14,True,True
1775,240,43,19,True,True
1776,240,38,3,True,True
1777,240,36,2,True,True
1778,240,47,39,True,True
1779,240,43,8,True,True
1780,240,36,9,True,True
1781,240,55,18,True,True
1782,240,38,5,True,True
1783,240,40,3,True,True
1784,240,46,15,True,True
1785,240,38,3,True,True
1786,240,46,34,True,True
1787,240,45,4,True,True
1788,240,39,3,True,True
1789,240,45,15,True,True
1790,240,38,3,True,True
1791,240,38,2,True,True
1792,240,45,30,True,True
1793,240,36,20,True,True
1794,240,38,13,True,True
1795,240,44,41,True,True
1796,240,38,11,True,True
1797,240,39,9,True,True
1798,240,43,18,True,True
1799,240,38,9,True,True
1800,240,37,14,True,True
1801,240,50,38,True,True
1802,240,40,8,True,True
1803,240,45,28,True,True
1804,240,37,8,True,True
1805,240,38,8,True,True
1806,240,45,39,True,True
1807,240,45,38,True,True
1808,240,40,8,True,True
1809,240,50,26,True,True
1810,240,45,29,True,True
1811,240,46,39,True,True
1812,240,45,37,True,True
1813,240,46,38,True,True
1814,240,46,4,True,True
1815,240,47,15,True,True
1816,240,45,38,True,True
1817,240,45,28,True,True
1818,240,69,23,True,True
1819,240,46,16,True,True
1820,240,44,15,True,True
1821,240,46,38,True,True
1822,240,47,34,True,True
1823,240,38,15,True,True
1824,240,44,21,True,True
1825,240,45,33,True,True
1826,240,45,15,True,True
1827,240,44,38,True,True
1828,240,54,17,True,True
1829,240,54,15,True,True
1830,240,54,2,True,True
1831,240,54,40,True,True
1832,240,66,29,True,True
1833,240,55,36,True,True
1834,240,54,42,True,True
1835,240,55,50,True,True
1836,240,54,10,True,True
1837,240,55,39,True,True
1838,240,55,32,True,True
1839,240,53,33,True,True
1840,240,53,30,True,True
1841,240,50,38,True,True
1842,240,55,40,True,True
1843,240,57,41,True,True
1844,240,57,39,True,True
1845,240,61,8,True,True
1846,240,44,38,True,True
1847,240,48,39,True,True
1848,240,47,41,True,True
1849,240,42,32,True,True
1850,240,49,39,True,True
1851,240,53,5,True,True
1852,240,45,15,True,True
1853,240,49,18,True,True
1854,240,73,34,True,True
1855,240,42,30,True,True
1856,240,39,8,True,True
1857,240,45,38,True,True
1858,240,47,42,True,True
1859,240,42,16,True,True
1860,240,41,2,True,True
1861,240,44,40,True,True
1862,240,44,15,True,True
1863,240,46,30,True,True
1864,240,45,27,True,True
1865,240,48,15,True,True
1866,240,40,2,True,True
1867,240,49,18,True,True
1868,240,47,23,True,True
1869,240,45,21,True,True
1870,240,44,18,True,True
1871,240,41,2,True,True
1872,240,44,29,True,True
1873,240,54,16,True,True
1874,240,47,28,True,True
1875,240,47,45,True,True
1876,240,45,39,True,True
1877,240,45,8,True,True
1878,240,48,35,True,True
1879,240,45,42,True,True
1880,240,48,21,True,True
1881,240,58,38,True,True
1882,240,59,40,True,True
1883,240,69,33,True,True
1884,240,68,31,True,True
1885,240,64,8,True,True
1886,240,67,39,True,True
1887,240,70,17,True,True
1888,240,66,40,True,True
1889,240,62,6,True,True
1890,240,67,39,True,True
1891,240,66,39,True,True
1892,240,77,56,True,True
1893,240,64,9,True,True
1894,240,67,40,True,True
1895,240,71,29,True,True
1896,240,47,8,True,True
1897,240,52,32,True,True
1898,240,51,41,True,True
1899,240,39,8,True,True
1900,240,44,22,True,True
1901,240,51,17,True,True
1902,240,55,15,True,True
1903,240,52,40,True,True
1904,240,52,41,True,True
1905,240,53,8,True,True
1906,240,54,41,True,True
1907,240,55,40,True,True
1908,240,55,29,True,True
1909,240,53,40,True,True
1910,240,54,28,True,True
1911,240,69,8,True,True
1912,240,54,34,True,True
1913,240,54,39,True,True
1914,240,53,23,True,True
1915,240,53,30,True,True
1916,240,51,37,True,True
1917,240,62,8,True,True
1918,240,61,30,True,True
1919,240,49,19,True,True
1920,240,45,24,True,True
1921,240,44,17,True,True
1922,240,42,3,True,True
1923,240,43,17,True,True
1924,240,48,19,True,True
1925,240,45,17,True,True
1926,240,43,17,True,True
1927,240,44,29,True,True
1928,240,42,33,True,True
1929,240,47,44,True,True
1930,240,45,43,True,True
1931,240,41,6,True,True
1932,240,50,26,True,True
1933,240,45,30,True,True
1934,240,45,36,True,True
1935,240,46,17,True,True
1936,240,46,17,True,True
1937,240,47,34,True,True
1938,240,45,22,True,True
1939,240,47,30,True,True
1940,240,41,2,True,True
1941,240,52,40,True,True
1942,240,46,40,True,True
1943,240,48,39,True,True
1944,240,47,30,True,True
1945,240,52,38,True,True
1946,240,45,33,True,True
1947,240,45,34,True,True
1948,240,39,6,True,True
1949,240,45,43,True,True
1950,240,48,48,True,True
1951,240,56,21,True,True
1952,240,45,38,True,True
1953,240,45,50,True,True
1954,240,43,9,True,True
1955,240,51,17,True,True
1956,240,45,17,True,True
1957,240,51,18,True,True
1958,240,46,19,True,True
1959,240,46,18,True,True
1960,240,43,4,True,True
1961,240,53,18,True,True
1962,240,46,21,True,True
1963,240,43,19,True,True
1964,240,40,4,True,True
1965,240,47,38,True,True
1966,240,44,15,True,True
1967,240,43,35,True,True
1968,240,44,16,True,True
1969,240,44,15,True,True
1970,240,49,15,True,True
1971,240,47,15,True,True
1972,240,49,47,True,True
1973,240,42,4,True,True
1974,240,43,41,True,True
1975,240,51,19,True,True
1976,240,45,45,True,True
1977,240,48,51,True,True
1978,240,47,26,True,True
1979,240,46,38,True,True
1980,240,46,30,True,True
1981,240,44,16,True,True
1982,240,45,39,True,True
1983,240,50,40,True,True
1984,240,45,8,True,True
1985,240,48,43,True,True
1986,240,44,21,True,True
1987,240,57,38,True,True
1988,240,56,38,True,True
1989,240,53,31,True,True
1990,240,60,17,True,True
1991,240,51,33,True,True
1992,240,45,40,True,True
1993,240,49,35,True,True
1994,240,63,50,True,True
1995,240,59,29,True,True
1996,240,51,7,True,True
1997,240,53,18,True,True
1998,240,54,39,True,True
1999,240,52,31,True,True
2000,240,65,32,True,True
2001,240,64,40,True,True
2002,240,54,15,True,True
2003,240,54,17,True,True
2004,240,63,30,True,True
2005,240,54,37,True,True
2006,240,54,8,True,True
2007,240,54,39,True,True
2008,240,62,38,True,True
2009,240,52,33,True,True
2010,240,47,24,True,True
2011,240,46,29,True,True
2012,240,46,15,True,True
2013,240,45,28,True,True
2014,240,48,34,True,True
2015,240,41,13,True,True
2016,240,44,38,True,True
2017,240,48,42,True,True
2018,240,45,44,True,True
2019,240,45,31,True,True
2020,240,44,25,True,True
2021,240,41,8,True,True
2022,240,45,15,True,True
2023,240,48,21,True,True
2024,240,45,16,True,True
2025,240,48,15,True,True
2026,240,44,14,True,True
2027,240,45,39,True,True
2028,240,49,48,True,True
2029,240,42,13,True,True
2030,240,45,37,True,True
2031,240,45,40,True,True
2032,240,46,40,True,True
2033,240,43,40,True,True
2034,240,45,34,True,True
2035,240,45,39,True,True
2036,240,44,38,True,True
2037,240,48,39,True,True
2038,240,44,22,True,True
2039,240,41,10,True,True
2040,240,43,38,True,True
2041,240,45,25,True,True
2042,240,50,39,True,True
2043,240,49,39,True,True
2044,240,50,37,True,True
2045,240,43,25,True,True
2046,240,56,40,True,True
2047,240,45,22,True,True
2048,240,45,5,True,True
2049,240,45,31,True,True
2050,240,47,29,True,True
2051,240,51,41,True,True
2052,240,45,13,True,True
2053,240,48,38,True,True
2054,240,47,30,True,True
2055,240,43,41,True,True
2056,240,71,26,True,True
2057,240,47,39,True,True
2058,240,45,39,True,True
2059,240,39,8,True,True
2060,240,46,20,True,True
2061,240,51,40,True,True
2062,240,45,16,True,True
2063,240,51,15,True,True
2064,240,41,2,True,True
2065,240,45,41,True,True
2066,240,48,28,True,True
2067,240,51,8,True,True
2068,240,44,33,True,True
2069,240,46,39,True,True
2070,240,45,31,True,True
2071,240,45,42,True,True
2072,240,51,15,True,True
2073,240,53,2,True,True
2074,240,52,28,True,True
2075,240,59,20,True,True
2076,240,54,28,True,True
2077,240,64,8,True,True
2078,240,56,40,True,True
2079,240,53,32,True,True
2080,240,46,39,True,True
2081,240,49,28,True,True
2082,240,45,29,True,True
2083,240,49,28,True,True
2084,240,58,40,True,True
2085,240,58,43,True,True
2086,240,53,29,True,True
2087,240,50,38,True,True
2088,240,45,8,True,True
2089,240,45,38,True,True
2090,240,45,47,True,True
2091,240,45,41,True,True
2092,240,49,39,True,True
2093,240,60,39,True,True
2094,240,65,40,True,True
2095,240,67,36,True,True
2096,240,68,39,True,True
2097,240,73,33,True,True
2098,240,63,6,True,True
2099,240,68,29,True,True
2100,240,74,24,True,True
2101,240,74,39,True,True
2102,240,69,27,True,True
2103,240,69,25,True,True
2104,240,68,23,True,True
2105,240,67,43,True,True
2106,240,77,33,True,True
2107,240,77,39,True,True
2108,240,71,40,True,True
2109,240,66,29,True,True
2110,240,67,44,True,True
2111,240,75,5,True,True
2112,240,67,37,True,True
2113,240,68,15,True,True
2114,240,68,15,True,True
2115,240,65,47,True,True
2116,240,60,9,True,True
2117,240,71,29,True,True
2118,240,68,15,True,True
2119,240,76,38,True,True
2120,240,68,42,True,True
2121,240,65,22,True,True
2122,240,70,6,True,True
2123,240,66,32,True,True
2124,240,70,17,True,True
2125,240,70,49,True,True
2126,240,76,29,True,True
2127,240,65,37,True,True
2128,240,68,28,True,True
2129,240,56,8,True,True
2130,240,55,33,True,True
2131,240,55,41,True,True
2132,240,54,40,True,True
2133,240,54,39,True,True
2134,240,55,26,True,True
2135,240,54,35,True,True
2136,240,53,29,True,True
2137,240,55,39,True,True
2138,240,53,15,True,True
2139,240,50,29,True,True
2140,240,50,43,True,True
2141,240,54,16,True,True
2142,240,58,39,True,True
2143,240,60,3,True,True
2144,240,56,27,True,True
2145,240,46,50,True,True
2146,240,47,39,True,True
2147,240,42,26,True,True
2148,240,46,39,True,True
2149,240,46,45,True,True
2150,240,53,43,True,True
2151,240,56,39,True,True
2152,240,46,39,True,True
2153,240,47,29,True,True
2154,240,52,29,True,True
2155,240,47,29,True,True
2156,240,48,7,True,True
2157,240,46,55,True,True
2158,240,45,21,True,True
2159,240,44,43,True,True
2160,240,49,38,True,True
2161,240,46,37,True,True
2162,240,51,21,True,True
2163,240,45,26,True,True
2164,240,44,26,True,True
2165,240,44,47,True,True
2166,240,41,13,True,True
2167,240,43,21,True,True
2168,240,45,38,True,True
2169,240,46,28,True,True
2170,240,41,13,True,True
2171,240,45,22,True,True
2172,240,51,29,True,True
2173,240,46,38,True,True
2174,240,43,19,True,True
2175,240,45,37,True,True
2176,240,49,37,True,True
2177,240,42,8,True,True
2178,240,49,29,True,True
2179,240,45,30,True,True
2180,240,48,39,True,True
2181,240,41,8,True,True
2182,240,45,41,True,True
2183,240,53,38,True,True
2184,240,45,32,True,True
2185,240,47,25,True,True
2186,240,46,37,True,True
2187,240,43,29,True,True
2188,240,71,16,True,True
2189,240,45,31,True,True
2190,240,44,27,True,True
2191,240,43,38,True,True
2192,240,43,27,True,True
2193,240,42,2,True,True
2194,240,44,29,True,True
2195,240,44,50,True,True
2196,240,47,39,True,True
2197,240,43,40,True,True
2198,240,50,29,True,True
2199,240,46,33,True,True
2200,240,44,16,True,True
2201,240,52,100,True,True
2202,240,44,18,True,True
2203,240,49,2,True,True
2204,240,44,25,True,True
2205,240,44,29,True,True
2206,240,51,39,True,True
2207,240,44,35,True,True
2208,240,42,40,True,True
2209,240,46,27,True,True
2210,240,45,34,True,True
2211,240,46,15,True,True
2212,240,44,33,True,True
2213,240,49,15,True,True
2214,240,46,39,True,True
2215,240,41,8,True,True
