Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
492,4096,22900,33551.60,True
493,4096,18834,34123.10,True
494,4096,19170,36599.80,True
495,4096,23034,38178.50,True
496,4096,19514,36223.50,True
497,4096,19220,35029.80,True
498,4096,18748,35449.30,True
499,4096,19852,36353.10,True
500,4096,20154,36104.50,True
501,4096,21461,36226.50,True
502,4096,22328,36015.50,True
503,4096,19032,36970.00,True
504,4096,19431,36360.10,True
505,4096,22776,35828.20,True
506,4096,22229,37683.50,True
507,4096,20452,37535.20,True
508,4096,17804,34074.90,True
509,4096,18936,37737.30,True
510,4096,22535,35947.10,True
511,4096,18986,37624.60,True
512,4096,20167,35866.80,True
513,4096,19266,34471.80,True
514,4096,22066,36618.10,True
515,4096,19530,37400.00,True
516,4096,19982,35217.00,True
517,4096,19090,38227.40,True
518,4096,20540,36604.80,True
519,4096,19123,36022.50,True
520,4096,19393,37393.80,True
521,4096,21452,34756.20,True
522,4096,23215,35047.10,True
523,4096,18934,35844.90,True
524,4096,19039,35190.90,True
525,4096,24007,38960.20,True
526,4096,20911,36586.20,True
527,4096,18797,36392.60,True
528,4096,20408,37391.20,True
529,4096,19069,34985.30,True
530,4096,20334,37466.50,True
531,4096,18317,35550.60,True
532,4096,19435,35627.80,True
533,4096,18964,36911.00,True
534,4096,19279,35994.30,True
535,4096,20580,36629.30,True
536,4096,19591,38450.70,True
537,4096,18556,37204.70,True
538,4096,19146,35281.90,True
539,4096,19363,36369.80,True
540,4096,18061,36944.50,True
541,4096,18587,35339.20,True
542,4096,22295,35112.20,True
543,4096,23893,36896.00,True
544,4096,19025,34337.50,True
545,4096,19959,35853.00,True
546,4096,21351,35388.70,True
547,4096,19237,36719.70,True
548,4096,19468,37981.90,True
549,4096,18904,35032.30,True
550,4096,24332,36448.10,True
551,4096,22159,36705.10,True
552,4096,21051,36611.90,True
553,4096,18953,36356.20,True
554,4096,22874,36789.00,True
555,4096,22855,35625.80,True
556,4096,19659,35169.40,True
557,4096,19621,37131.30,True
558,4096,23702,36743.30,True
559,4096,20219,35350.90,True
560,4096,20211,35262.80,True
561,4096,19131,36537.40,True
562,4096,19854,35047.60,True
563,4096,19593,35984.60,True
564,4096,18520,36217.80,True
565,4096,20397,34542.30,True
566,4096,19845,35532.50,True
567,4096,19374,36515.70,True
568,4096,19402,35459.40,True
569,4096,18907,37882.30,True
570,4096,23443,35390.10,True
571,4096,22436,35954.70,True
572,4096,19476,36147.30,True
573,4096,17991,35631.80,True
574,4096,23163,35842.50,True
575,4096,19875,37376.30,True
576,4096,19312,35356.90,True
577,4096,19175,35756.90,True
578,4096,24337,35060.70,True
579,4096,20780,35186.50,True
580,4096,18392,36947.40,True
581,4096,21096,37021.60,True
582,4096,23748,34326.10,True
583,4096,18984,37197.50,True
584,4096,18068,36175.30,True
585,4096,18820,36665.00,True
586,4096,20597,34907.20,True
587,4096,19555,35481.00,True
588,4096,19051,34614.90,True
589,4096,19022,36403.80,True
590,4096,19842,35688.80,True
591,4096,19837,37007.40,True
592,4096,17679,36910.80,True
593,4096,18384,37690.20,True
594,4096,19166,36853.60,True
595,4096,19406,37632.50,True
596,4096,18208,37139.50,True
597,4096,20523,36200.70,True
598,4096,19397,36427.90,True
599,4096,18935,35121.30,True
600,4096,18191,37068.90,True
601,4096,18938,36860.90,True
602,4096,21730,37551.80,True
603,4096,17814,37260.50,True
604,4096,18240,37806.80,True
605,4096,18663,36019.00,True
606,4096,21286,35740.00,True
607,4096,19572,36171.60,True
608,4096,18350,36049.50,True
609,4096,17725,36016.90,True
610,4096,23384,35273.90,True
611,4096,17910,35828.90,True
612,4096,20357,36618.20,True
613,4096,18937,36923.20,True
614,4096,19091,36324.70,True
615,4096,21879,37159.80,True
616,4096,19233,37082.30,True
617,4096,18464,36199.90,True
618,4096,18824,34417.80,True
619,4096,19301,38245.10,True
620,4096,19282,36430.60,True
621,4096,19386,35283.40,True
622,4096,20237,36135.70,True
623,4096,19709,36763.00,True
624,4096,18221,36331.30,True
625,4096,19473,35274.00,True
626,4096,18503,35806.80,True
627,4096,19918,34913.70,True
628,4096,18330,35371.60,True
629,4096,22499,36920.90,True
630,4096,22504,37428.90,True
631,4096,18856,34908.10,True
632,4096,17958,35772.50,True
633,4096,17381,36661.10,True
634,4096,21476,36912.20,True
635,4096,18423,36824.40,True
636,4096,18202,34916.60,True
637,4096,19754,35607.20,True
638,4096,22474,36289.40,True
639,4096,18826,37470.70,True
640,4096,19191,34977.40,True
641,4096,18301,37995.00,True
642,4096,21639,36368.30,True
643,4096,21425,34957.30,True
644,4096,20331,34210.80,True
645,4096,19403,35842.30,True
646,4096,19422,34709.10,True
647,4096,18876,36217.70,True
648,4096,18762,36154.20,True
649,4096,19490,37038.80,True
650,4096,20395,37022.70,True
651,4096,19414,37080.10,True
652,4096,19149,36868.60,True
653,4096,19956,36990.50,True
654,4096,21246,33487.20,True
655,4096,18618,37548.80,True
656,4096,19913,35970.10,True
657,4096,18487,36837.80,True
658,4096,19498,35749.60,True
659,4096,18422,34658.00,True
660,4096,19463,35243.00,True
661,4096,19168,37922.40,True
662,4096,17983,40846.80,True
663,4096,18335,38755.40,True
664,4096,18349,35441.40,True
665,4096,18594,35448.80,True
666,4096,19881,33330.60,True
667,4096,18382,33666.60,True
668,4096,18879,34513.40,True
669,4096,19083,36770.90,True
670,4096,23009,36127.10,True
671,4096,18864,36951.60,True
672,4096,19217,34780.10,True
673,4096,18045,34884.60,True
674,4096,25585,34905.20,True
675,4096,20902,37010.50,True
676,4096,18098,34639.90,True
677,4096,19283,37106.50,True
678,4096,21231,36028.00,True
679,4096,26729,36170.90,True
680,4096,18571,36657.80,True
681,4096,20001,36034.20,True
682,4096,22362,34626.60,True
683,4096,19606,35851.10,True
684,4096,18634,35420.50,True
685,4096,19443,34889.70,True
686,4096,18932,37422.30,True
687,4096,17830,36739.90,True
688,4096,19651,35521.40,True
689,4096,18241,38603.50,True
690,4096,22873,35057.00,True
691,4096,18707,36524.70,True
692,4096,18065,36691.90,True
693,4096,18584,35280.80,True
694,4096,21724,34420.50,True
695,4096,18403,37935.70,True
696,4096,17972,35411.40,True
697,4096,20023,36920.90,True
698,4096,24584,36434.70,True
699,4096,19181,37148.80,True
700,4096,18432,35186.10,True
701,4096,23426,37251.90,True
702,4096,22031,36332.50,True
703,4096,18707,37921.80,True
704,4096,19315,36869.40,True
705,4096,19054,35613.90,True
706,4096,22093,36966.70,True
707,4096,18738,35513.20,True
708,4096,18895,37631.30,True
709,4096,18344,34411.60,True
710,4096,20790,35213.70,True
711,4096,19559,36173.70,True
712,4096,18631,35988.30,True
713,4096,19253,36824.90,True
714,4096,20332,36708.70,True
715,4096,21454,36956.10,True
716,4096,18511,35291.10,True
717,4096,20002,38187.50,True
718,4096,23052,35522.80,True
719,4096,22609,38195.50,True
720,4096,23776,34765.90,True
721,4096,21627,36313.70,True
722,4096,21059,37102.10,True
723,4096,17243,35657.80,True
724,4096,18488,37132.10,True
725,4096,19914,36984.50,True
726,4096,19703,34169.30,True
727,4096,19060,36398.80,True
728,4096,18770,34666.00,True
729,4096,19136,35339.70,True
730,4096,24236,35520.30,True
731,4096,17887,38055.00,True
732,4096,19061,35959.90,True
733,4096,19051,35054.60,True
734,4096,21849,37139.40,True
735,4096,19259,37957.80,True
736,4096,20340,35304.50,True
737,4096,19852,37261.20,True
738,4096,19929,34719.30,True
739,4096,19733,38366.00,True
740,4096,19659,35698.90,True
741,4096,18343,35762.20,True
742,4096,20077,36051.50,True
743,4096,19682,37506.70,True
744,4096,18468,35191.60,True
745,4096,18542,35228.00,True
746,4096,22153,35932.00,True
747,4096,19470,35497.60,True
748,4096,18037,35624.20,True
749,4096,18807,36225.10,True
750,4096,20261,35532.70,True
751,4096,17820,38647.80,True
752,4096,19350,35976.90,True
753,4096,19135,35368.30,True
754,4096,22086,36207.80,True
755,4096,19576,37999.40,True
756,4096,18588,35851.10,True
757,4096,19165,37601.80,True
758,4096,22892,35665.80,True
759,4096,19957,36025.50,True
760,4096,19087,37622.60,True
761,4096,19078,34849.20,True
762,4096,19514,35516.80,True
763,4096,18689,36399.70,True
764,4096,19331,37592.30,True
765,4096,18612,37598.20,True
766,4096,21849,35383.80,True
767,4096,19417,36974.00,True
768,4096,20316,35127.00,True
769,4096,18991,37740.40,True
770,4096,22996,35465.80,True
771,4096,20294,35309.70,True
772,4096,18880,35427.40,True
773,4096,17937,36258.30,True
774,4096,22926,35508.30,True
775,4096,18462,36237.90,True
776,4096,18915,35838.20,True
777,4096,18235,36084.70,True
778,4096,20661,35183.00,True
779,4096,19612,35720.20,True
780,4096,19042,36082.00,True
781,4096,17693,37444.40,True
782,4096,23027,35977.80,True
783,4096,19469,35605.40,True
784,4096,19759,36884.90,True
785,4096,18378,35533.90,True
786,4096,18583,37771.30,True
787,4096,18621,35437.30,True
788,4096,19542,37353.80,True
789,4096,18764,36234.70,True
790,4096,23426,36836.00,True
791,4096,19779,34125.00,True
792,4096,18327,37971.10,True
793,4096,22656,35389.90,True
794,4096,20070,35301.30,True
795,4096,19138,36039.80,True
796,4096,21273,37328.80,True
797,4096,19948,35873.30,True
798,4096,22241,34778.00,True
799,4096,20992,37366.90,True
800,4096,18706,36102.30,True
801,4096,19797,37734.50,True
802,4096,21372,35852.60,True
803,4096,18757,36132.50,True
804,4096,19577,37083.50,True
805,4096,17989,38033.20,True
806,4096,27789,36039.20,True
807,4096,19479,45939.70,True
808,4096,20061,35720.40,True
809,4096,18342,36243.90,True
810,4096,23847,37197.60,True
811,4096,19693,35072.50,True
812,4096,19351,36327.80,True
813,4096,18725,34448.50,True
814,4096,19945,36493.90,True
815,4096,19276,36904.00,True
816,4096,18524,36480.50,True
817,4096,18246,35582.70,True
818,4096,19388,35052.50,True
819,4096,21691,36829.10,True
820,4096,19635,37307.20,True
821,4096,19266,37863.20,True
822,4096,21355,37959.10,True
823,4096,18919,37039.60,True
824,4096,19061,38250.30,True
825,4096,19389,36258.40,True
826,4096,22610,36772.70,True
827,4096,18494,36934.00,True
828,4096,19207,36193.00,True
829,4096,18668,37283.90,True
830,4096,22656,37842.70,True
831,4096,19562,35962.10,True
832,4096,19734,37458.30,True
833,4096,18561,37259.70,True
834,4096,20494,35838.10,True
835,4096,20137,35829.60,True
836,4096,18022,34038.30,True
837,4096,19174,35877.30,True
838,4096,20516,36133.30,True
839,4096,19305,36625.40,True
840,4096,18012,35695.40,True
841,4096,18934,34010.60,True
842,4096,19905,34656.60,True
843,4096,18561,35974.70,True
844,4096,19923,35696.60,True
845,4096,20350,39807.60,True
846,4096,21690,35369.80,True
847,4096,19175,36698.80,True
848,4096,19458,34190.50,True
849,4096,19574,38121.70,True
850,4096,19258,36036.00,True
851,4096,18537,37964.00,True
852,4096,19008,33920.10,True
853,4096,20205,35959.10,True
854,4096,20394,36302.00,True
855,4096,18647,35390.00,True
856,4096,18003,36410.70,True
857,4096,22402,35026.80,True
858,4096,18617,37083.60,True
859,4096,19510,37414.80,True
860,4096,18956,37192.40,True
861,4096,18581,36589.80,True
862,4096,26250,36623.30,True
863,4096,19750,35610.20,True
864,4096,20749,35629.90,True
865,4096,18697,35111.80,True
866,4096,19952,33776.00,True
867,4096,20955,37716.50,True
868,4096,19640,36377.90,True
869,4096,19655,36256.20,True
870,4096,20479,36654.70,True
871,4096,17623,36079.30,True
872,4096,19153,33999.10,True
873,4096,19359,37366.50,True
874,4096,20573,36966.70,True
875,4096,18174,37114.70,True
876,4096,20100,37183.90,True
877,4096,18302,36272.60,True
878,4096,20326,35630.50,True
879,4096,21736,37998.90,True
880,4096,19318,35554.40,True
881,4096,19755,36476.30,True
882,4096,21189,35944.20,True
883,4096,18713,37766.70,True
884,4096,19260,35996.70,True
885,4096,19774,34782.20,True
886,4096,19223,35449.50,True
887,4096,17980,36872.70,True
888,4096,19571,36037.30,True
889,4096,18648,33677.40,True
890,4096,23302,37932.70,True
891,4096,18214,36593.40,True
892,4096,18543,37226.30,True
893,4096,18695,36639.80,True
894,4096,24501,34911.40,True
895,4096,19144,35313.50,True
896,4096,18846,36184.50,True
897,4096,19080,37024.50,True
898,4096,23799,35999.60,True
899,4096,19428,36078.80,True
900,4096,18579,36119.30,True
901,4096,19511,38205.00,True
902,4096,20087,36382.70,True
903,4096,24417,37445.40,True
904,4096,19110,35772.90,True
905,4096,18680,36675.60,True
906,4096,21006,34017.20,True
907,4096,19183,34481.10,True
908,4096,24938,35413.60,True
909,4096,18782,35919.90,True
910,4096,20285,34900.70,True
911,4096,19828,37350.60,True
912,4096,17720,34945.20,True
913,4096,18709,36511.20,True
914,4096,22068,35166.90,True
915,4096,19963,36777.20,True
916,4096,19619,34086.30,True
917,4096,18299,35933.20,True
918,4096,20162,35120.40,True
919,4096,17785,37073.20,True
920,4096,18479,37120.40,True
921,4096,17949,37407.00,True
922,4096,23787,36228.20,True
923,4096,18165,36650.50,True
924,4096,18782,35798.40,True
925,4096,18512,34909.20,True
