Chunk_ID,Size_Bytes,HashTime_uS,VerifyTime_uS,Valid
78,4096,22322,35826.50,True
79,4096,19462,35912.40,True
80,4096,18483,37179.40,True
81,4096,23860,37485.80,True
82,4096,22074,37942.30,True
83,4096,19854,38305.10,True
84,4096,20430,36081.00,True
85,4096,21000,36519.50,True
86,4096,23705,37505.30,True
87,4096,19611,39239.00,True
88,4096,19722,36099.30,True
89,4096,19541,37437.10,True
90,4096,18603,36707.50,True
91,4096,20274,35515.30,True
92,4096,18232,36134.70,True
93,4096,21121,37465.90,True
94,4096,18008,36119.20,True
95,4096,18723,37994.60,True
96,4096,18753,36318.20,True
97,4096,19355,36930.10,True
98,4096,20180,35447.80,True
99,4096,20080,37263.80,True
100,4096,19063,37825.00,True
101,4096,19151,39742.00,True
102,4096,20756,38756.90,True
103,4096,21925,38082.70,True
104,4096,22504,35496.40,True
105,4096,26065,37947.50,True
106,4096,21554,37072.00,True
107,4096,22001,37008.40,True
108,4096,18520,35924.50,True
109,4096,24021,35488.50,True
110,4096,20191,35453.80,True
111,4096,19134,37438.90,True
112,4096,19041,36519.70,True
113,4096,22234,36052.60,True
114,4096,19407,36450.30,True
115,4096,19136,36383.60,True
116,4096,18957,35605.60,True
117,4096,22578,38604.10,True
118,4096,19536,36272.10,True
119,4096,19613,35509.20,True
120,4096,18494,37389.30,True
121,4096,21815,36839.80,True
122,4096,19302,36455.00,True
123,4096,18582,36496.80,True
124,4096,19432,37998.90,True
125,4096,20424,35653.50,True
126,4096,19119,38680.40,True
127,4096,19768,35424.40,True
128,4096,19289,37534.40,True
129,4096,19876,36743.70,True
130,4096,20149,36856.90,True
131,4096,19623,36868.30,True
132,4096,23539,38573.80,True
133,4096,21100,36276.30,True
134,4096,18646,37934.10,True
135,4096,19499,38111.30,True
136,4096,19376,37693.40,True
137,4096,20257,35618.00,True
138,4096,18872,35238.40,True
139,4096,18084,36182.40,True
140,4096,18985,34651.50,True
141,4096,20342,36484.30,True
142,4096,18547,37673.60,True
143,4096,18551,36779.60,True
144,4096,18437,36840.90,True
145,4096,20560,36798.70,True
146,4096,18833,36758.40,True
147,4096,18739,37463.80,True
148,4096,19696,37567.60,True
149,4096,22587,35354.90,True
150,4096,19366,37769.50,True
151,4096,18300,36258.70,True
152,4096,18706,36739.60,True
153,4096,23219,35778.70,True
154,4096,20989,36396.50,True
155,4096,19046,36402.70,True
156,4096,18922,36110.30,True
157,4096,20745,36496.50,True
158,4096,18995,37251.20,True
159,4096,20156,38869.10,True
160,4096,19720,37051.80,True
161,4096,19929,37632.70,True
162,4096,23189,36842.10,True
163,4096,20601,37789.90,True
164,4096,18571,35480.00,True
165,4096,20486,36913.60,True
166,4096,20288,36617.30,True
167,4096,19387,36763.60,True
168,4096,19396,37065.30,True
169,4096,20364,37373.80,True
170,4096,21105,37494.30,True
171,4096,18606,39185.10,True
172,4096,19609,36321.70,True
173,4096,19985,36210.10,True
174,4096,19660,37763.50,True
175,4096,23297,35142.70,True
176,4096,19938,36370.20,True
177,4096,18687,37758.00,True
178,4096,18606,35684.20,True
179,4096,19534,35974.60,True
180,4096,17565,35314.00,True
181,4096,25633,35898.80,True
182,4096,23192,35452.20,True
183,4096,19468,37615.20,True
184,4096,18496,35582.30,True
185,4096,24536,36951.50,True
186,4096,19484,35917.40,True
187,4096,23016,33338.10,True
188,4096,17818,35277.40,True
189,4096,22158,35684.70,True
190,4096,22439,35620.30,True
191,4096,19415,36470.60,True
192,4096,19320,37125.00,True
193,4096,21579,36994.60,True
194,4096,18201,37721.60,True
195,4096,19583,37203.60,True
196,4096,20036,38522.20,True
197,4096,19881,37512.00,True
198,4096,18993,35667.30,True
199,4096,19961,39583.00,True
200,4096,18723,37165.10,True
201,4096,19466,38025.00,True
202,4096,18726,36945.20,True
203,4096,19943,36549.60,True
204,4096,19015,35343.00,True
205,4096,23659,37731.10,True
206,4096,21527,36974.10,True
207,4096,20458,37845.70,True
208,4096,18612,35994.10,True
209,4096,22183,35828.90,True
210,4096,17914,36282.70,True
211,4096,18613,37350.50,True
212,4096,18967,37454.90,True
213,4096,23524,39217.40,True
214,4096,18755,36656.10,True
215,4096,21599,37059.20,True
216,4096,19942,37859.40,True
217,4096,20710,36943.00,True
218,4096,20038,39346.70,True
219,4096,19475,36529.10,True
220,4096,20981,37551.50,True
221,4096,20919,38683.30,True
222,4096,18177,36655.90,True
223,4096,19144,37267.10,True
224,4096,19743,38177.90,True
225,4096,19082,36890.00,True
226,4096,20782,38427.30,True
227,4096,19288,36254.90,True
228,4096,18071,37659.20,True
229,4096,19537,38459.70,True
230,4096,20115,37137.20,True
231,4096,18626,37614.70,True
232,4096,18521,36904.90,True
233,4096,18671,39025.20,True
234,4096,18420,37071.10,True
235,4096,17904,38432.50,True
236,4096,19456,37825.10,True
237,4096,22736,36535.30,True
238,4096,20753,37353.50,True
239,4096,18488,36205.90,True
240,4096,20035,36067.70,True
241,4096,21398,38588.40,True
242,4096,18402,37215.40,True
243,4096,22031,42574.30,True
244,4096,21549,40549.60,True
245,4096,19693,37005.20,True
246,4096,20553,35803.20,True
247,4096,21708,36684.50,True
248,4096,20078,34711.40,True
249,4096,20590,36095.00,True
250,4096,19137,35548.40,True
251,4096,21596,36331.70,True
252,4096,22395,37867.50,True
253,4096,19045,36387.30,True
254,4096,25455,35617.50,True
255,4096,21074,36352.80,True
256,4096,21854,36055.60,True
257,4096,19223,34076.90,True
258,4096,22809,37261.40,True
259,4096,21100,36872.80,True
260,4096,18994,36192.50,True
261,4096,18837,37491.20,True
262,4096,22088,41967.00,True
263,4096,21318,39173.30,True
264,4096,19089,37562.10,True
265,4096,22095,38156.00,True
266,4096,18526,38206.00,True
267,4096,19282,38984.30,True
268,4096,20541,36253.60,True
269,4096,21592,38370.70,True
270,4096,19358,36727.10,True
271,4096,17999,38174.30,True
272,4096,20007,36106.60,True
273,4096,21117,35125.70,True
274,4096,19826,37637.50,True
275,4096,20026,35736.20,True
276,4096,19655,36552.30,True
277,4096,20314,37610.00,True
278,4096,19344,35228.80,True
279,4096,19026,37429.60,True
280,4096,18178,34913.70,True
281,4096,20619,36919.30,True
282,4096,18800,36247.20,True
283,4096,19703,37678.80,True
284,4096,19171,36967.30,True
285,4096,19421,35004.10,True
286,4096,19323,35476.80,True
287,4096,20711,35339.40,True
288,4096,18773,37680.00,True
289,4096,19850,38700.90,True
290,4096,18158,36309.50,True
291,4096,21365,35850.30,True
292,4096,24540,35358.80,True
293,4096,18388,35388.20,True
294,4096,17770,34884.60,True
295,4096,18517,36264.40,True
296,4096,22339,35796.90,True
297,4096,19637,37218.80,True
298,4096,19512,36450.90,True
299,4096,18517,35766.10,True
300,4096,18295,36357.50,True
301,4096,28664,38136.90,True
302,4096,18104,36776.00,True
303,4096,18712,36881.50,True
304,4096,19959,36042.40,True
305,4096,20669,36425.00,True
306,4096,18228,36459.50,True
307,4096,19413,36943.70,True
308,4096,18549,36061.80,True
309,4096,23853,34183.50,True
310,4096,19647,37722.40,True
311,4096,18648,35199.80,True
312,4096,18391,35449.50,True
313,4096,20537,36512.90,True
314,4096,18522,34983.20,True
315,4096,18273,35964.50,True
316,4096,18180,37026.40,True
317,4096,22219,37264.60,True
318,4096,18386,35404.20,True
319,4096,19244,37049.40,True
320,4096,19113,34511.20,True
321,4096,21699,37362.50,True
322,4096,19250,36182.20,True
323,4096,18860,36514.70,True
324,4096,19505,35898.30,True
325,4096,20106,35638.30,True
326,4096,18749,38829.20,True
327,4096,17719,36179.90,True
328,4096,18597,37382.50,True
329,4096,20216,37541.40,True
330,4096,18012,34773.00,True
331,4096,20232,38480.10,True
332,4096,19717,36319.10,True
333,4096,19523,36054.90,True
334,4096,18351,36210.70,True
335,4096,17757,35602.90,True
336,4096,18409,35176.30,True
337,4096,21505,37129.60,True
338,4096,19305,36691.70,True
339,4096,18042,37075.70,True
340,4096,19562,36166.80,True
341,4096,20008,36291.40,True
342,4096,19044,36713.90,True
343,4096,18098,36923.30,True
344,4096,17352,34959.60,True
345,4096,19575,36459.20,True
346,4096,19412,35221.80,True
347,4096,18709,36058.20,True
348,4096,17457,36487.20,True
349,4096,21270,36189.30,True
350,4096,18614,37273.40,True
351,4096,18789,36473.60,True
352,4096,18128,36105.10,True
353,4096,22382,36715.00,True
354,4096,19767,35542.00,True
355,4096,18350,36281.90,True
356,4096,18619,35461.20,True
357,4096,22972,36002.60,True
358,4096,18343,35470.40,True
359,4096,19158,35714.20,True
360,4096,18637,33581.50,True
361,4096,19438,36975.60,True
362,4096,19193,35506.20,True
363,4096,18700,34922.00,True
364,4096,20641,37047.00,True
365,4096,21279,36372.30,True
366,4096,18545,36559.50,True
367,4096,18943,36025.10,True
368,4096,18635,37417.20,True
369,4096,19833,35704.60,True
370,4096,19015,36925.30,True
371,4096,20874,37054.80,True
372,4096,19976,36486.10,True
373,4096,23117,36133.90,True
374,4096,20714,34068.30,True
375,4096,18246,36522.00,True
376,4096,18144,35429.00,True
377,4096,23667,36680.20,True
378,4096,18431,36041.20,True
379,4096,18957,36069.70,True
380,4096,18269,35999.20,True
381,4096,20856,36171.10,True
382,4096,18897,37309.40,True
383,4096,18818,36258.80,True
384,4096,18315,36233.70,True
385,4096,25917,34740.70,True
386,4096,19256,35323.30,True
387,4096,20062,36704.00,True
388,4096,19163,34560.50,True
389,4096,19651,37891.70,True
390,4096,19532,35737.00,True
391,4096,21334,37706.70,True
392,4096,18446,35458.50,True
393,4096,19678,37767.00,True
394,4096,18298,34653.40,True
395,4096,19026,34457.40,True
396,4096,20077,35829.40,True
397,4096,19183,36320.30,True
398,4096,18340,36807.00,True
399,4096,19223,36079.30,True
400,4096,18303,35752.90,True
401,4096,23452,34728.70,True
402,4096,18813,34616.30,True
403,4096,18369,37439.10,True
404,4096,18237,37201.00,True
405,4096,20058,36367.00,True
406,4096,22397,35636.00,True
407,4096,20639,34640.20,True
408,4096,20644,35283.40,True
409,4096,22525,37471.30,True
410,4096,19405,36758.80,True
411,4096,19843,36301.60,True
412,4096,20552,36548.70,True
413,4096,20215,38126.00,True
414,4096,18493,39032.80,True
415,4096,19119,39033.80,True
416,4096,18966,36367.20,True
417,4096,18821,37273.50,True
418,4096,18522,34263.90,True
419,4096,18229,36385.90,True
420,4096,18829,35346.30,True
421,4096,19741,37615.10,True
422,4096,18856,37164.40,True
423,4096,18796,38562.90,True
424,4096,19314,37687.80,True
425,4096,18774,38144.90,True
426,4096,18683,36329.60,True
427,4096,22458,36005.70,True
428,4096,17624,37929.40,True
429,4096,19818,35819.30,True
430,4096,19864,34275.30,True
431,4096,18797,36020.10,True
432,4096,19312,37041.30,True
433,4096,18456,36095.30,True
434,4096,18599,35155.80,True
435,4096,18452,36574.50,True
436,4096,20268,36512.80,True
437,4096,20838,37660.00,True
438,4096,18001,36096.60,True
439,4096,18458,35829.70,True
440,4096,17625,35964.20,True
441,4096,22966,36461.40,True
442,4096,23531,35153.20,True
443,4096,24442,36461.60,True
444,4096,20865,37672.00,True
445,4096,20122,36266.30,True
446,4096,20394,36488.40,True
447,4096,20454,38838.10,True
448,4096,17944,35602.40,True
449,4096,19849,37912.90,True
450,4096,19374,37002.50,True
451,4096,20578,34985.10,True
452,4096,20908,35925.40,True
453,4096,20209,35697.90,True
454,4096,20812,34923.60,True
455,4096,23082,34503.80,True
456,4096,19493,35034.60,True
457,4096,20212,34783.60,True
458,4096,19974,36132.30,True
459,4096,19036,37176.50,True
460,4096,19632,37226.90,True
461,4096,20405,36268.80,True
462,4096,20575,38467.90,True
463,4096,19601,38012.50,True
464,4096,19139,35375.00,True
465,4096,24982,35692.10,True
466,4096,21381,34983.40,True
467,4096,20080,37482.80,True
468,4096,18679,37233.70,True
469,4096,22077,35133.80,True
470,4096,22972,35979.70,True
471,4096,20019,34578.90,True
472,4096,18240,36839.20,True
473,4096,19682,35859.20,True
474,4096,20165,36747.90,True
475,4096,18258,35890.50,True
476,4096,20617,35923.40,True
477,4096,20910,34821.90,True
478,4096,19550,35951.60,True
479,4096,18341,35394.70,True
480,4096,19788,36937.70,True
481,4096,21381,36174.80,True
482,4096,18618,35686.70,True
483,4096,18444,36449.00,True
484,4096,17707,34784.20,True
485,4096,20311,33569.30,True
486,4096,19044,34815.10,True
487,4096,19384,36448.40,True
488,4096,19119,35052.20,True
489,4096,23789,36822.30,True
490,4096,17817,34452.90,True
491,4096,23520,34991.40,True
492,4096,18206,32800.80,True
493,4096,19868,35918.50,True
494,4096,18916,35765.40,True
495,4096,22107,36138.20,True
496,4096,18800,35101.10,True
497,4096,24591,36767.60,True
498,4096,19676,36513.00,True
499,4096,21894,37818.20,True
500,4096,21099,37491.10,True
501,4096,20104,38042.10,True
502,4096,19674,35312.40,True
503,4096,24659,34892.70,True
504,4096,19025,36120.50,True
505,4096,27601,36594.00,True
506,4096,18436,36373.50,True
507,4096,19447,35268.80,True
508,4096,18777,35726.60,True
509,4096,20389,35160.80,True
510,4096,19899,37120.90,True
511,4096,19810,36035.40,True
512,4096,18953,37489.30,True
513,4096,23382,37330.60,True
514,4096,22796,36688.60,True
515,4096,19116,35921.20,True
516,4096,18435,35880.70,True
517,4096,24487,36381.90,True
518,4096,20166,36462.80,True
519,4096,19193,37478.40,True
520,4096,18962,35732.00,True
521,4096,25933,36209.90,True
522,4096,21886,37202.70,True
523,4096,18541,38427.00,True
524,4096,19503,37516.40,True
525,4096,21946,36445.80,True
526,4096,19055,36381.30,True
527,4096,18283,37056.70,True
528,4096,20279,34586.80,True
529,4096,21739,36457.20,True
530,4096,18907,36131.50,True
531,4096,20577,34990.60,True
532,4096,19169,34947.90,True
533,4096,21041,36867.90,True
534,4096,25343,37038.90,True
535,4096,19657,37266.90,True
536,4096,19269,37662.80,True
537,4096,19883,37834.40,True
538,4096,18253,35538.00,True
539,4096,19004,36870.40,True
540,4096,19287,36300.30,True
541,4096,19891,35626.20,True
542,4096,19082,36631.50,True
543,4096,18848,36756.70,True
544,4096,18000,35137.70,True
545,4096,27335,35058.30,True
546,4096,20819,35563.60,True
547,4096,19383,35732.60,True
548,4096,19338,34977.50,True
549,4096,23551,36999.90,True
550,4096,18795,36511.10,True
551,4096,19052,37625.90,True
552,4096,18843,38469.00,True
553,4096,20452,34955.90,True
554,4096,20042,37697.60,True
555,4096,18496,35224.00,True
556,4096,19552,35754.90,True
557,4096,21051,34660.70,True
558,4096,21311,35403.00,True
559,4096,19085,35713.00,True
560,4096,18185,36105.30,True
561,4096,20042,36219.00,True
562,4096,18350,36144.20,True
563,4096,19279,35998.00,True
564,4096,19849,35046.10,True
565,4096,20326,35187.90,True
566,4096,18726,34677.90,True
567,4096,18781,37749.80,True
568,4096,19146,35156.20,True
569,4096,20269,35549.70,True
570,4096,18498,35672.40,True
571,4096,18089,36295.00,True
572,4096,17761,35821.60,True
573,4096,19780,35672.00,True
574,4096,18432,36063.50,True
575,4096,19391,35963.20,True
576,4096,18567,35448.10,True
577,4096,21176,34070.10,True
578,4096,19898,38986.30,True
579,4096,19578,36320.70,True
580,4096,18868,34062.60,True
581,4096,20673,35684.60,True
582,4096,18577,35424.20,True
583,4096,18478,35227.40,True
584,4096,19486,37612.10,True
585,4096,20468,37442.70,True
586,4096,18877,35393.90,True
587,4096,19554,37621.40,True
588,4096,19209,34854.40,True
589,4096,18993,36788.90,True
590,4096,19106,36342.90,True
591,4096,17817,37252.80,True
592,4096,17805,36675.10,True
593,4096,19653,37091.30,True
594,4096,19130,37413.20,True
595,4096,18494,36647.70,True
596,4096,18929,36131.10,True
597,4096,22697,34649.40,True
598,4096,18501,37295.30,True
599,4096,19354,36842.00,True
600,4096,22857,34586.80,True
601,4096,22485,36917.60,True
602,4096,18740,34575.00,True
603,4096,18922,35477.30,True
604,4096,20105,36174.40,True
605,4096,20241,37005.70,True
606,4096,22636,35461.00,True
607,4096,21820,38228.70,True
608,4096,21606,36749.80,True
609,4096,23683,36110.60,True
610,4096,20565,35247.40,True
611,4096,18992,36351.00,True
612,4096,22983,34213.60,True
613,4096,19130,35070.80,True
614,4096,18607,36453.40,True
615,4096,18501,35304.40,True
616,4096,18068,37908.70,True
617,4096,20197,36100.30,True
618,4096,19311,37611.50,True
619,4096,20417,37568.10,True
620,4096,19870,36836.20,True
621,4096,19612,34893.80,True
622,4096,18500,36791.00,True
623,4096,19726,36285.10,True
624,4096,19039,36821.00,True
625,4096,22545,36885.80,True
626,4096,23038,37071.50,True
627,4096,18935,39815.80,True
628,4096,19160,35004.30,True
629,4096,21332,36048.50,True
630,4096,22768,37393.30,True
631,4096,23471,36871.30,True
632,4096,18870,34457.70,True
633,4096,19578,34717.10,True
634,4096,19733,35257.60,True
635,4096,19392,37050.70,True
636,4096,19080,35494.10,True
637,4096,20182,34809.20,True
638,4096,19678,35010.20,True
639,4096,19908,35971.70,True
640,4096,19433,35772.00,True
641,4096,19518,35342.30,True
642,4096,19974,35506.30,True
643,4096,18540,34245.60,True
644,4096,19518,36617.10,True
645,4096,23679,36161.50,True
646,4096,19319,36409.50,True
647,4096,19381,34834.60,True
648,4096,18305,34326.60,True
649,4096,20177,35372.30,True
650,4096,18937,34164.50,True
651,4096,18779,34840.30,True
652,4096,19574,35656.40,True
653,4096,23675,35542.60,True
654,4096,19247,35036.90,True
655,4096,18768,34963.30,True
656,4096,21087,35929.80,True
657,4096,18792,36103.20,True
658,4096,19019,34607.80,True
659,4096,18936,38189.00,True
660,4096,19470,33247.40,True
661,4096,19988,36713.20,True
662,4096,19959,36466.40,True
663,4096,18855,36916.50,True
664,4096,18790,37275.30,True
665,4096,20242,35854.80,True
666,4096,19281,36669.80,True
667,4096,20056,35986.80,True
668,4096,19524,34674.00,True
669,4096,19301,34847.90,True
670,4096,18678,37929.60,True
671,4096,19108,37452.40,True
672,4096,17748,37621.30,True
673,4096,19766,35736.90,True
674,4096,19517,35278.60,True
675,4096,21995,36809.30,True
676,4096,19085,36484.00,True
677,4096,22014,37238.90,True
678,4096,19166,35082.40,True
679,4096,19011,36010.80,True
680,4096,19455,36482.20,True
681,4096,19815,37040.60,True
682,4096,18588,36637.00,True
683,4096,18844,38703.70,True
684,4096,18297,36586.10,True
685,4096,20172,38594.90,True
686,4096,19171,36183.50,True
687,4096,18312,34201.90,True
688,4096,18861,35814.30,True
689,4096,25563,36534.00,True
690,4096,20194,34921.00,True
691,4096,19487,37089.60,True
692,4096,24282,36428.00,True
693,4096,21216,36783.10,True
694,4096,22718,43477.40,True
695,4096,21776,41172.70,True
696,4096,19404,35396.70,True
697,4096,22840,35588.80,True
698,4096,21851,35783.30,True
699,4096,22396,36536.20,True
700,4096,19135,36639.20,True
701,4096,19671,38876.00,True
702,4096,19912,37624.60,True
703,4096,19172,36317.20,True
704,4096,20032,37170.60,True
705,4096,21619,38344.00,True
706,4096,24245,36475.40,True
707,4096,19164,35914.70,True
708,4096,21119,35193.80,True
709,4096,23883,36785.30,True
710,4096,20197,36610.30,True
711,4096,19570,34832.00,True
712,4096,22500,36168.10,True
713,4096,21454,36674.90,True
714,4096,19205,34226.20,True
715,4096,19429,38890.10,True
716,4096,20108,35803.20,True
717,4096,18498,37620.50,True
718,4096,21858,35346.40,True
719,4096,26426,36149.10,True
720,4096,22203,35710.70,True
721,4096,20486,36914.30,True
722,4096,18070,36565.30,True
723,4096,22303,37934.00,True
724,4096,22230,35486.10,True
725,4096,19527,35496.50,True
726,4096,19842,36035.00,True
727,4096,18692,36494.30,True
728,4096,19653,36884.20,True
729,4096,18366,38129.30,True
730,4096,19936,35632.70,True
731,4096,20218,37059.50,True
732,4096,21857,36552.40,True
733,4096,18440,36945.70,True
734,4096,18791,35484.10,True
735,4096,20570,38381.10,True
736,4096,18501,36636.70,True
737,4096,21135,36981.50,True
738,4096,19326,33851.50,True
739,4096,18548,34896.10,True
740,4096,18928,38353.20,True
741,4096,22951,35430.40,True
742,4096,19915,37488.70,True
743,4096,19394,38523.90,True
744,4096,18046,34390.30,True
745,4096,21790,35291.90,True
746,4096,18710,37422.70,True
747,4096,19443,36590.10,True
748,4096,19805,38118.50,True
749,4096,21967,34630.90,True
750,4096,20332,36939.20,True
751,4096,18964,35353.80,True
752,4096,20433,36301.30,True
753,4096,20716,36303.70,True
754,4096,18557,36681.60,True
755,4096,18602,36174.90,True
756,4096,19893,34569.70,True
757,4096,20404,37351.70,True
758,4096,18563,34224.00,True
759,4096,18659,35260.10,True
760,4096,18704,35682.40,True
761,4096,20251,35743.90,True
762,4096,18839,34759.50,True
763,4096,18924,36075.80,True
764,4096,20330,36190.90,True
765,4096,23584,35574.70,True
766,4096,19045,39541.20,True
767,4096,20000,36634.60,True
768,4096,19931,36574.50,True
769,4096,22141,36152.80,True
770,4096,20013,37494.10,True
771,4096,19042,34594.90,True
772,4096,18930,36557.40,True
773,4096,22010,36960.80,True
774,4096,19558,37364.40,True
775,4096,18969,37626.60,True
776,4096,18292,36299.70,True
777,4096,20132,35782.90,True
778,4096,20217,34403.00,True
779,4096,19207,35371.50,True
780,4096,20645,36441.80,True
781,4096,19455,36074.40,True
782,4096,18932,34443.40,True
783,4096,19486,37880.40,True
784,4096,18831,34847.60,True
785,4096,20696,34858.30,True
786,4096,19300,34814.60,True
787,4096,19099,35712.50,True
788,4096,18079,36183.40,True
789,4096,18982,36292.10,True
790,4096,18855,36962.40,True
791,4096,19626,36414.00,True
792,4096,19532,35438.90,True
793,4096,20304,35886.90,True
794,4096,20565,35373.30,True
795,4096,17915,36960.10,True
796,4096,19190,36494.40,True
797,4096,22838,37457.20,True
798,4096,19155,35080.40,True
799,4096,18789,37623.80,True
800,4096,23157,35701.70,True
801,4096,19094,37613.20,True
802,4096,19289,37175.50,True
803,4096,20508,37074.80,True
804,4096,19438,37389.50,True
805,4096,18443,37620.20,True
806,4096,18957,34640.40,True
807,4096,19037,36032.00,True
808,4096,19067,34133.90,True
809,4096,21863,37071.40,True
810,4096,19227,35668.00,True
811,4096,19400,35937.40,True
812,4096,21171,35311.80,True
813,4096,23627,33828.90,True
814,4096,19546,35508.10,True
815,4096,21357,37211.40,True
816,4096,19641,35291.00,True
817,4096,20698,35665.20,True
818,4096,20483,36729.20,True
819,4096,20416,37159.50,True
820,4096,19221,35185.90,True
821,4096,20394,35865.60,True
822,4096,21998,33238.10,True
823,4096,20064,35175.50,True
824,4096,18282,34206.30,True
825,4096,22525,36319.80,True
826,4096,22269,38090.90,True
827,4096,21441,35414.20,True
828,4096,18588,35674.10,True
829,4096,23840,37969.20,True
830,4096,20015,36693.50,True
831,4096,19664,36263.10,True
832,4096,20370,35020.40,True
833,4096,21494,34638.80,True
834,4096,18585,35893.00,True
835,4096,18651,37744.20,True
836,4096,19397,36980.30,True
837,4096,24116,35608.40,True
838,4096,18347,36818.50,True
839,4096,22890,36561.80,True
840,4096,18754,35372.80,True
841,4096,19424,36156.20,True
842,4096,19405,35394.30,True
843,4096,20606,36577.30,True
844,4096,21675,37101.00,True
845,4096,18837,35290.60,True
846,4096,23909,36225.80,True
847,4096,19657,34811.50,True
848,4096,18466,37194.30,True
849,4096,20380,36688.00,True
850,4096,19200,34476.80,True
851,4096,19833,37426.40,True
852,4096,19632,35874.70,True
853,4096,18945,36763.10,True
854,4096,24104,35571.10,True
855,4096,18648,35580.90,True
856,4096,18576,37622.60,True
857,4096,18556,36448.80,True
858,4096,19276,38632.10,True
859,4096,18131,37144.00,True
860,4096,18725,36161.10,True
861,4096,22997,35042.10,True
862,4096,19612,37672.40,True
863,4096,18875,35363.90,True
864,4096,21167,36228.60,True
865,4096,23152,36952.20,True
866,4096,20688,36988.20,True
867,4096,18271,36317.00,True
868,4096,19954,36258.40,True
869,4096,22181,35090.90,True
870,4096,22212,35742.80,True
871,4096,19003,36024.70,True
872,4096,20009,34262.10,True
873,4096,20884,37056.70,True
874,4096,19419,35028.60,True
875,4096,19606,34461.50,True
876,4096,19374,36628.40,True
877,4096,19273,36358.40,True
878,4096,20014,35491.90,True
879,4096,19577,36328.70,True
880,4096,18179,38636.30,True
881,4096,22628,34232.60,True
882,4096,19154,35191.80,True
883,4096,22927,36488.80,True
884,4096,18463,35416.20,True
885,4096,23604,35034.30,True
886,4096,19519,35772.10,True
887,4096,18574,36173.70,True
888,4096,18768,38059.50,True
889,4096,20398,36512.80,True
890,4096,18303,37054.70,True
891,4096,18461,35834.80,True
892,4096,21759,35593.00,True
893,4096,22148,35794.60,True
894,4096,18558,36343.40,True
895,4096,19633,35292.40,True
896,4096,19893,35875.00,True
897,4096,20381,37410.00,True
898,4096,20709,35871.60,True
899,4096,18994,36855.40,True
900,4096,19315,36839.10,True
901,4096,20840,38725.90,True
902,4096,19021,37016.00,True
903,4096,18095,35702.50,True
904,4096,20698,37714.60,True
905,4096,19864,35208.10,True
906,4096,18686,36983.90,True
907,4096,20334,36828.90,True
908,4096,19075,35639.30,True
909,4096,20642,37350.10,True
910,4096,18476,36789.10,True
911,4096,19296,35743.40,True
912,4096,17884,34882.50,True
913,4096,19889,36103.80,True
914,4096,20175,36083.50,True
915,4096,18087,37714.60,True
916,4096,19642,36138.70,True
917,4096,18224,34628.50,True
918,4096,19018,36865.00,True
919,4096,18264,38381.80,True
920,4096,19138,35560.30,True
921,4096,17936,37291.80,True
922,4096,19147,35366.90,True
923,4096,19673,34521.40,True
924,4096,18400,36703.10,True
925,4096,21409,38183.20,True
926,4096,19530,35428.80,True
927,4096,19011,36241.10,True
928,4096,19519,36363.90,True
