Chunk_ID,Sequence_ID,Size_Bytes,DeviceTime_uS,HashTime_uS,VerifyTime_uS,CID_Valid,Published
1,942878257,21,487,54513.60,54312.90,True,True
2,942878257,21,503,56383.30,55531.20,True,True
3,942878257,21,483,55172.40,55521.20,True,True
4,942878257,21,476,56689.80,53327.40,True,True
5,942878257,21,496,56273.10,54926.50,True,True
6,825503281,21,442,55440.60,53111.90,True,True
7,825503281,21,440,54072.90,55829.90,True,True
8,825503281,21,476,55809.60,56655.50,True,True
9,825503281,21,454,55359.70,55919.40,True,True
10,825503281,21,455,58465.80,54696.30,True,True
11,825503281,21,440,55930.50,54731.50,True,True
12,825503281,21,430,55808.40,54200.40,True,True
13,825503281,21,439,57540.00,57531.40,True,True
14,825503281,21,442,56522.90,52923.70,True,True
15,842280497,21,442,55060.90,56043.30,True,True
16,842280497,21,437,56828.90,57574.10,True,True
17,842280497,21,441,53928.90,54360.50,True,True
18,842280497,21,446,56010.50,57491.00,True,True
19,842280497,21,442,56562.50,56165.00,True,True
20,842280497,21,428,56713.80,53548.70,True,True
21,842280497,21,440,55532.20,57039.30,True,True
22,842280497,21,427,57039.00,54923.40,True,True
23,825503281,21,456,57412.60,55358.70,True,True
24,825503281,21,434,57338.40,55483.10,True,True
25,825503281,21,442,55923.50,53343.40,True,True
26,825503281,21,434,53943.90,55028.10,True,True
27,825503281,21,456,54265.90,53428.30,True,True
28,825503281,21,430,56400.70,53731.70,True,True
29,825503281,21,441,55722.60,57094.60,True,True
30,825503281,21,433,55788.80,56662.10,True,True
31,825503281,21,440,54025.20,53040.20,True,True
32,808726065,21,443,55316.20,58271.30,True,True
33,808726065,21,443,56527.00,56188.20,True,True
34,808726065,21,436,54442.60,54941.20,True,True
35,808726065,21,441,55743.60,54638.20,True,True
36,808726065,21,443,54751.80,53236.70,True,True
37,808726065,21,446,54344.20,55126.80,True,True
38,808726065,21,433,55440.40,54963.70,True,True
39,808726065,21,441,55840.70,54598.40,True,True
40,808726065,21,437,55577.70,55678.80,True,True
41,825503281,21,451,54508.30,56195.50,True,True
42,825503281,21,437,54255.00,54770.40,True,True
43,825503281,21,444,56534.00,57276.80,True,True
44,825503281,21,480,55039.20,54796.70,True,True
45,825503281,21,452,53416.40,55750.90,True,True
46,825503281,21,433,53253.50,54523.90,True,True
47,825503281,21,440,55987.80,54805.30,True,True
48,825503281,21,459,57265.60,54960.80,True,True
49,825503281,21,440,55677.20,57203.90,True,True
50,842280497,21,442,54416.10,57180.60,True,True
51,842280497,21,444,53003.20,57669.10,True,True
52,842280497,21,438,55490.50,55005.20,True,True
53,842280497,21,440,56040.10,56541.30,True,True
54,842280497,21,442,53724.60,56506.50,True,True
55,842280497,21,442,54503.30,54649.00,True,True
56,842280497,21,435,55260.10,55940.80,True,True
57,842280497,21,439,54813.20,52954.30,True,True
58,842280497,21,434,54932.70,57773.90,True,True
59,808726065,21,450,56770.40,53145.60,True,True
60,808726065,21,438,57942.40,56459.10,True,True
61,808726065,21,441,54172.10,55272.80,True,True
62,808726065,21,432,54721.50,54711.90,True,True
63,808726065,21,451,58334.20,55549.00,True,True
64,808726065,21,437,55855.60,57746.30,True,True
65,808726065,21,517,54232.80,56304.70,True,True
66,808726065,21,433,55163.30,56718.40,True,True
67,859057713,21,490,55004.60,55051.40,True,True
68,859057713,21,428,55205.20,56065.50,True,True
69,859057713,21,440,55722.30,55493.10,True,True
70,859057713,21,429,53334.90,58383.60,True,True
71,859057713,21,440,53487.90,56287.90,True,True
72,859057713,21,428,56453.60,57316.40,True,True
73,859057713,21,440,55550.50,58111.60,True,True
74,859057713,21,436,69728.80,54653.90,True,True
75,859057713,21,445,59175.30,57003.20,True,True
76,859057713,21,462,55357.60,56602.80,True,True
77,859057713,21,441,56123.00,55287.30,True,True
78,859057713,21,444,54319.20,56700.00,True,True
79,859057713,21,446,55010.20,56767.30,True,True
80,859057713,21,433,56552.00,54340.10,True,True
81,859057713,21,442,54350.40,55691.40,True,True
82,859057713,21,437,54446.90,55425.90,True,True
83,859057713,21,452,54722.40,56426.70,True,True
84,859057713,21,434,55285.00,53914.40,True,True
85,959655473,21,440,54294.80,52291.50,True,True
86,959655473,21,508,53440.80,54172.60,True,True
87,959655473,21,452,57298.60,58060.40,True,True
88,959655473,21,433,54747.50,55120.80,True,True
89,959655473,21,442,54089.50,55981.90,True,True
90,959655473,21,435,56591.90,56686.40,True,True
91,959655473,21,440,58653.10,57827.10,True,True
92,959655473,21,443,55684.50,56163.80,True,True
93,959655473,21,446,55459.80,56185.30,True,True
94,942878257,21,436,53638.00,55636.10,True,True
95,942878257,21,441,55908.70,54043.40,True,True
96,942878257,21,432,55602.90,56609.40,True,True
97,942878257,21,451,54921.40,56184.40,True,True
98,942878257,21,437,55588.10,54468.20,True,True
99,942878257,21,441,54614.00,57256.70,True,True
100,942878257,21,432,52475.50,56404.70,True,True
101,942878257,21,451,57370.60,57362.50,True,True
102,942878257,21,437,55864.90,53385.30,True,True
103,959655473,21,449,57621.80,54468.20,True,True
104,959655473,21,433,56992.10,55332.90,True,True
105,959655473,21,445,54581.60,54694.20,True,True
106,959655473,21,443,58559.20,56076.40,True,True
107,959655473,21,442,53868.50,58529.80,True,True
108,959655473,21,433,57148.80,55284.60,True,True
109,959655473,21,440,54444.60,55884.80,True,True
110,959655473,21,443,55700.40,55160.60,True,True
111,959655473,21,442,55197.50,54407.60,True,True
112,942878257,21,435,57554.60,56846.60,True,True
113,942878257,21,441,57082.40,55074.40,True,True
114,942878257,21,431,56234.80,54718.20,True,True
115,942878257,21,455,57129.00,56107.50,True,True
116,942878257,21,428,55375.40,53538.70,True,True
117,942878257,21,436,55378.60,55951.80,True,True
118,942878257,21,434,57108.30,56780.10,True,True
119,942878257,21,450,56280.90,54036.00,True,True
120,892546609,21,436,56511.40,54398.00,True,True
121,892546609,21,440,55263.10,54877.90,True,True
122,892546609,21,432,55911.20,56230.10,True,True
123,892546609,21,441,55991.10,56965.40,True,True
124,892546609,21,436,54742.00,55476.20,True,True
125,892546609,21,441,56209.00,54376.10,True,True
126,892546609,21,432,54919.00,54934.50,True,True
127,892546609,21,442,55829.80,56772.60,True,True
128,892546609,21,436,56199.10,55140.80,True,True
129,909323825,21,442,56831.20,54321.30,True,True
130,909323825,21,433,54337.10,55665.50,True,True
131,909323825,21,443,54175.50,55375.70,True,True
132,909323825,21,501,56875.70,54188.10,True,True
133,909323825,21,451,54457.40,54982.00,True,True
134,909323825,21,435,54331.10,54068.40,True,True
135,909323825,21,442,56235.50,54560.00,True,True
136,909323825,21,436,56075.20,56013.20,True,True
137,909323825,21,441,56721.40,54561.70,True,True
138,926101041,21,432,54663.10,55423.70,True,True
139,926101041,21,471,55494.00,55940.50,True,True
140,926101041,21,436,56767.50,56382.90,True,True
141,926101041,21,453,54465.80,56706.80,True,True
142,926101041,21,433,54734.50,54280.20,True,True
143,926101041,21,455,55695.90,55501.80,True,True
144,926101041,21,460,56669.10,55556.00,True,True
145,926101041,21,440,56425.70,55701.10,True,True
146,926101041,21,501,57424.70,55649.00,True,True
147,825503281,21,455,55093.10,58077.80,True,True
