Chunk_ID,Size_Bytes,DeviceTime_uS,HashTime_uS,VerifyTime_uS,CID_Valid,Published
1261,25,448,55146.30,57669.50,True,True
1262,25,443,55195.30,56205.50,True,True
1263,25,449,55685.30,56642.60,True,True
1264,25,470,54427.50,56886.00,True,True
1265,25,449,55943.30,54735.20,True,True
1266,25,451,55133.40,55107.30,True,True
1267,25,447,55184.70,55040.50,True,True
1268,25,442,57087.00,56022.30,True,True
1269,25,448,52808.00,54588.40,True,True
1270,25,442,54314.40,55181.80,True,True
1271,25,454,52802.00,55719.60,True,True
1272,25,442,54246.10,55412.30,True,True
1273,25,447,55312.40,54788.50,True,True
1274,25,442,53846.50,54838.40,True,True
1275,25,449,56619.90,57260.50,True,True
1276,25,440,55629.90,54628.70,True,True
1277,25,456,54920.40,54982.30,True,True
1278,25,441,55200.60,55007.10,True,True
1279,25,448,55582.50,54446.60,True,True
1280,25,479,55726.70,55984.70,True,True
1281,25,449,54223.00,56678.90,True,True
1282,25,504,55699.80,58340.30,True,True
1283,25,447,55484.80,54262.60,True,True
1284,25,442,53366.00,58369.30,True,True
1285,25,449,56971.90,54443.20,True,True
1286,25,442,56298.70,54770.70,True,True
1287,25,448,56101.10,55987.40,True,True
1288,25,443,53951.30,53964.70,True,True
1289,25,447,56493.30,54069.10,True,True
1290,25,444,55853.90,55168.60,True,True
1291,25,449,55759.50,54505.30,True,True
1292,25,446,55933.20,55382.90,True,True
1293,25,450,55740.90,59385.20,True,True
1294,25,455,54757.50,54686.20,True,True
1295,25,459,53703.10,54967.60,True,True
1296,25,442,58401.30,55087.10,True,True
1297,25,448,55140.80,53913.00,True,True
1298,25,443,55161.20,55984.90,True,True
1299,25,448,54501.30,54105.70,True,True
1300,25,445,55153.90,55082.40,True,True
1301,25,450,57468.40,56736.30,True,True
1302,25,443,55172.60,56478.30,True,True
1303,25,448,53208.30,55539.00,True,True
1304,25,443,54618.50,56447.80,True,True
1305,25,449,55029.90,55298.00,True,True
1306,25,442,57043.30,55828.50,True,True
1307,25,448,56721.30,56582.30,True,True
1308,25,443,57268.40,55247.20,True,True
1309,25,449,55841.70,54731.60,True,True
1310,25,444,55671.60,55724.60,True,True
1311,25,451,54026.10,55471.30,True,True
1312,25,442,56648.80,57997.10,True,True
1313,25,450,55375.40,54648.70,True,True
1314,25,445,57932.40,56776.60,True,True
1315,25,448,57618.20,54057.50,True,True
1316,25,442,54706.60,55996.10,True,True
1317,25,450,55982.50,52269.80,True,True
1318,25,441,57448.60,55916.70,True,True
1319,25,448,56098.30,55674.60,True,True
1320,25,441,54416.60,55266.10,True,True
1321,25,448,55651.40,52740.20,True,True
1322,25,441,55676.80,53771.80,True,True
1323,25,457,53717.80,55083.40,True,True
1324,25,441,57186.90,55607.50,True,True
1325,25,448,54693.70,54071.60,True,True
1326,25,442,55381.90,55017.60,True,True
1327,25,448,56400.80,55103.60,True,True
1328,25,441,54801.20,56153.90,True,True
1329,25,448,55387.10,54518.60,True,True
1330,25,442,58179.30,55181.50,True,True
1331,25,449,55242.40,55289.00,True,True
1332,25,442,54138.90,53335.50,True,True
1333,25,449,56194.30,54741.70,True,True
1334,25,442,54819.80,55256.10,True,True
1335,25,448,55132.70,55948.10,True,True
1336,25,442,54871.20,57183.20,True,True
1337,25,448,57882.20,54339.60,True,True
1338,25,444,57767.90,57951.80,True,True
1339,25,448,55983.50,56253.30,True,True
1340,25,443,56490.20,55206.90,True,True
1341,25,447,58137.90,53802.20,True,True
1342,25,451,53767.40,56438.20,True,True
1343,25,447,56724.40,53730.40,True,True
1344,25,442,54739.70,56528.70,True,True
1345,25,449,53700.30,58320.80,True,True
1346,25,442,54282.10,53941.90,True,True
1347,25,450,53800.50,62136.00,True,True
1348,25,442,54028.40,54435.80,True,True
1349,25,449,54936.00,56636.50,True,True
1350,25,445,53683.90,56395.90,True,True
1351,25,454,53010.80,54028.30,True,True
1352,25,439,55756.80,55695.80,True,True
1353,25,446,54121.60,54961.70,True,True
1354,25,438,54605.10,54285.10,True,True
1355,25,446,55595.10,58362.60,True,True
1356,25,441,58464.80,54285.60,True,True
1357,25,492,55906.00,54391.20,True,True
1358,25,440,54366.30,56721.10,True,True
1359,25,505,54578.70,53460.30,True,True
1360,25,452,56061.80,53901.10,True,True
1361,25,448,53283.30,61141.60,True,True
1362,25,447,56320.70,53628.70,True,True
1363,25,450,55074.30,56983.50,True,True
1364,25,442,55892.20,58957.80,True,True
1365,25,448,52729.70,55388.10,True,True
1366,25,445,54449.80,53141.50,True,True
1367,25,447,55334.80,55108.20,True,True
1368,25,442,54101.70,53927.40,True,True
1369,25,450,55002.30,55912.00,True,True
1370,25,441,54388.90,53686.00,True,True
1371,25,451,53303.10,56841.50,True,True
1372,25,445,54571.60,54076.60,True,True
1373,25,448,56304.60,53679.90,True,True
1374,25,442,55866.80,56342.90,True,True
1375,25,449,54058.30,59857.50,True,True
1376,25,445,54491.00,57217.30,True,True
1377,25,448,53226.40,53387.20,True,True
1378,25,448,55270.70,56516.00,True,True
1379,25,444,62041.80,62084.60,True,True
1380,25,438,53825.50,56041.40,True,True
1381,25,443,54322.30,57670.90,True,True
1382,25,470,57290.90,55919.10,True,True
1383,25,444,56118.30,53927.20,True,True
1384,25,440,54986.60,55651.80,True,True
1385,25,444,54679.30,56264.30,True,True
1386,25,440,61296.70,57511.80,True,True
1387,25,448,52888.70,54249.50,True,True
1388,25,441,54053.20,57301.30,True,True
1389,25,447,54358.50,55280.50,True,True
1390,25,442,55421.20,55411.10,True,True
1391,25,448,54391.30,54877.90,True,True
1392,25,443,55260.20,55050.90,True,True
1393,25,449,62143.80,56986.90,True,True
1394,25,444,53516.80,55852.80,True,True
1395,25,505,58177.20,53855.40,True,True
1396,25,440,58955.10,58679.30,True,True
1397,25,447,58437.00,56297.40,True,True
1398,25,452,54255.40,56613.10,True,True
1399,25,447,56681.30,54008.10,True,True
1400,25,441,54695.20,55320.80,True,True
1401,25,447,54800.00,56316.00,True,True
1402,25,440,56930.40,54884.40,True,True
1403,25,502,57368.00,56395.00,True,True
1404,25,440,54846.60,55695.60,True,True
1405,25,447,54551.00,56837.30,True,True
1406,25,453,54590.30,56812.10,True,True
1407,25,450,56030.40,56881.80,True,True
1408,25,441,59327.10,62186.70,True,True
1409,25,448,54323.00,56372.20,True,True
1410,25,441,57763.20,55957.30,True,True
1411,25,448,57906.40,54624.60,True,True
1412,25,442,56886.60,57982.70,True,True
1413,25,451,56799.70,55082.30,True,True
1414,25,445,55730.80,56374.80,True,True
1415,25,527,54418.50,54912.50,True,True
1416,25,452,54967.50,55498.80,True,True
1417,25,447,56324.70,53432.30,True,True
1418,25,442,57349.90,55733.20,True,True
1419,25,448,54277.50,57812.10,True,True
1420,25,443,56678.40,57888.70,True,True
1421,25,448,54452.90,54820.10,True,True
1422,25,450,53052.50,55785.10,True,True
1423,25,449,54461.40,56819.50,True,True
1424,25,494,53458.60,54797.10,True,True
1425,25,459,55593.70,55851.30,True,True
1426,25,443,55259.80,55235.40,True,True
1427,25,448,55286.00,54792.90,True,True
1428,25,447,55344.80,57212.00,True,True
1429,25,450,54720.70,55598.00,True,True
1430,25,443,55541.40,54540.20,True,True
1431,25,448,56335.10,53992.30,True,True
1432,25,444,56399.80,55962.10,True,True
1433,25,452,54235.30,55584.10,True,True
1434,25,452,53810.70,55101.60,True,True
1435,25,448,54962.10,54222.80,True,True
1436,25,443,56197.60,55633.60,True,True
1437,25,450,52150.60,54614.20,True,True
1438,25,460,56418.00,56249.90,True,True
1439,25,449,56392.30,55131.00,True,True
1440,25,444,53948.40,53461.60,True,True
1441,25,448,55731.50,53852.00,True,True
1442,25,446,55324.70,54117.70,True,True
1443,25,517,55125.10,56513.50,True,True
1444,25,451,55435.00,54782.40,True,True
1445,25,448,56585.60,55365.40,True,True
1446,25,441,56879.30,52878.30,True,True
1447,25,449,55797.60,55662.50,True,True
1448,25,443,57389.70,54020.10,True,True
1449,25,458,55721.70,56296.00,True,True
1450,25,443,56964.20,56231.70,True,True
1451,25,450,54588.70,55466.30,True,True
1452,25,442,54811.10,53913.40,True,True
1453,25,450,55776.70,52667.60,True,True
1454,25,443,53697.60,55202.60,True,True
1455,25,450,54288.60,54890.70,True,True
1456,25,447,52960.30,53570.80,True,True
1457,25,449,55893.10,55549.80,True,True
1458,25,443,54697.80,55065.80,True,True
1459,25,448,55254.50,55451.30,True,True
1460,25,442,54119.20,52900.90,True,True
1461,25,449,54802.00,54397.50,True,True
1462,25,444,55038.60,55574.00,True,True
1463,25,458,55560.90,56787.10,True,True
1464,25,445,53460.00,55541.10,True,True
1465,25,448,58116.20,55608.00,True,True
1466,25,439,55991.30,53895.90,True,True
1467,25,445,53773.50,54630.80,True,True
1468,25,438,53366.50,56365.50,True,True
1469,25,446,56769.60,54968.50,True,True
1470,25,438,56491.90,54918.70,True,True
1471,25,445,54622.40,55146.70,True,True
1472,25,439,55609.80,55570.50,True,True
1473,25,444,52950.40,54841.50,True,True
1474,25,438,55787.30,56179.70,True,True
1475,25,449,54166.80,57232.90,True,True
1476,25,443,55503.50,55119.20,True,True
1477,25,451,56400.90,53374.00,True,True
1478,25,443,54937.30,54433.90,True,True
1479,25,449,57011.50,58578.90,True,True
1480,25,453,55124.20,55518.60,True,True
1481,25,449,56140.50,53854.80,True,True
1482,25,443,55312.00,53396.80,True,True
1483,25,448,54787.90,53396.30,True,True
1484,25,443,56659.70,55513.40,True,True
1485,25,449,59200.40,53926.80,True,True
1486,25,446,55265.70,53880.10,True,True
1487,25,449,54801.60,53940.20,True,True
1488,25,452,54590.10,54512.20,True,True
1489,25,449,54153.00,55155.10,True,True
1490,25,442,54619.20,56027.50,True,True
1491,25,458,54672.90,53982.90,True,True
1492,25,441,56476.40,54372.30,True,True
1493,25,450,57726.20,55800.60,True,True
1494,25,443,55930.90,53638.70,True,True
1495,25,457,55453.80,52452.30,True,True
1496,25,442,56198.20,56677.50,True,True
1497,25,448,55097.10,54539.10,True,True
1498,25,441,57453.30,54033.50,True,True
1499,25,498,56900.10,55978.70,True,True
1500,25,451,55312.50,53102.70,True,True
1501,25,449,56592.80,56440.90,True,True
1502,25,445,56325.80,54347.10,True,True
1503,25,449,55352.70,54129.70,True,True
1504,25,444,53352.90,55006.00,True,True
1505,25,458,56632.40,56369.30,True,True
1506,25,495,54195.90,55722.20,True,True
1507,25,449,55194.50,55920.60,True,True
1508,25,445,59625.70,55399.90,True,True
1509,25,451,54807.10,53922.60,True,True
1510,25,452,55631.00,55133.60,True,True
1511,25,448,58806.10,57055.90,True,True
1512,25,441,55560.30,57594.00,True,True
1513,25,480,53270.50,53033.40,True,True
1514,25,442,56077.40,55588.40,True,True
1515,25,447,55048.10,55351.50,True,True
1516,25,444,55823.40,53909.40,True,True
1517,25,480,55594.50,56669.50,True,True
1518,25,455,55082.00,53950.90,True,True
1519,25,448,55116.50,54686.10,True,True
1520,25,443,56410.70,57210.40,True,True
1521,25,448,54124.10,57131.60,True,True
1522,25,471,54847.70,54222.30,True,True
1523,25,449,55024.90,54032.50,True,True
1524,25,477,55052.00,56784.20,True,True
1525,25,449,54622.60,54122.90,True,True
1526,25,442,54486.90,56455.90,True,True
1527,25,454,55012.60,54409.20,True,True
1528,25,439,55161.20,54294.10,True,True
1529,25,444,54848.60,56333.50,True,True
1530,25,439,57672.20,54789.00,True,True
1531,25,445,56064.30,55744.60,True,True
1532,25,442,54093.80,55779.20,True,True
1533,25,445,54981.60,54386.20,True,True
1534,25,439,55665.30,55481.80,True,True
1535,25,447,54720.80,58031.70,True,True
1536,25,442,56201.30,55224.90,True,True
1537,25,448,57725.50,52582.40,True,True
1538,25,442,54602.70,55413.00,True,True
1539,25,449,54068.60,52886.60,True,True
1540,25,442,54153.40,56293.90,True,True
1541,25,449,54939.90,53882.10,True,True
1542,25,446,52792.30,53225.00,True,True
1543,25,448,55978.90,54434.90,True,True
1544,25,442,58296.20,56665.20,True,True
1545,25,501,55169.50,55379.10,True,True
1546,25,452,56488.40,53146.20,True,True
1547,25,449,53811.60,57283.70,True,True
1548,25,442,57991.30,54840.00,True,True
1549,25,447,55439.30,54802.60,True,True
1550,25,457,54616.00,52798.50,True,True
1551,25,448,54153.50,55824.00,True,True
1552,25,467,55292.20,55073.00,True,True
1553,25,450,53343.30,55933.50,True,True
1554,25,442,54994.50,56205.20,True,True
1555,25,450,53628.10,58766.30,True,True
1556,25,445,55593.70,56290.20,True,True
1557,25,450,55038.20,55268.30,True,True
1558,25,443,56448.90,52599.60,True,True
1559,25,451,54498.00,52470.30,True,True
1560,25,442,55371.30,56757.60,True,True
1561,25,450,54802.70,54660.30,True,True
1562,25,444,54466.60,53320.10,True,True
1563,25,449,53214.70,56683.00,True,True
1564,25,441,56584.80,54835.10,True,True
1565,25,456,56168.80,54526.30,True,True
1566,25,444,56275.80,54635.30,True,True
1567,25,448,57326.70,54869.40,True,True
1568,25,442,55160.40,55144.40,True,True
1569,25,449,58671.30,54218.90,True,True
1570,25,443,55398.10,55611.50,True,True
1571,25,479,55045.60,54862.00,True,True
1572,25,441,53681.20,55725.70,True,True
1573,25,448,54754.00,59764.70,True,True
1574,25,441,57487.90,54522.30,True,True
1575,25,456,57594.50,56268.00,True,True
1576,25,442,57588.30,56812.70,True,True
1577,25,448,55565.70,54776.60,True,True
1578,25,446,56639.90,54167.50,True,True
1579,25,448,53407.80,55875.80,True,True
1580,25,452,56523.60,54795.50,True,True
1581,25,448,54910.20,54608.70,True,True
1582,25,442,54733.40,56124.90,True,True
1583,25,464,54398.20,56209.50,True,True
1584,25,451,55621.60,54819.80,True,True
1585,25,451,55977.00,55636.00,True,True
1586,25,443,54748.40,57077.80,True,True
1587,25,449,55245.10,56974.80,True,True
1588,25,443,54099.10,55614.60,True,True
1589,25,458,53765.10,59903.60,True,True
1590,25,443,54729.20,54321.90,True,True
1591,25,449,56743.00,53104.60,True,True
1592,25,442,55024.60,55157.90,True,True
1593,25,452,53607.10,55734.80,True,True
1594,25,452,56470.10,55781.80,True,True
1595,25,449,53367.00,57102.70,True,True
1596,25,441,54522.40,55908.90,True,True
1597,25,448,53843.80,55114.70,True,True
1598,25,447,55710.70,55310.50,True,True
1599,25,449,54554.50,54680.00,True,True
1600,25,502,53141.40,54828.90,True,True
1601,25,459,57755.60,57270.20,True,True
1602,25,442,53855.90,54675.00,True,True
1603,25,450,53753.00,54395.90,True,True
1604,25,442,54734.80,55611.40,True,True
1605,25,448,54450.20,57032.80,True,True
1606,25,443,57544.30,56506.40,True,True
1607,25,449,53859.70,56317.70,True,True
1608,25,443,57518.50,54077.90,True,True
1609,25,454,55848.70,55860.40,True,True
1610,25,442,56000.80,56451.40,True,True
1611,25,448,56167.90,55861.60,True,True
1612,25,453,57343.70,55563.20,True,True
1613,25,449,54238.90,54567.70,True,True
1614,25,442,54505.80,55320.60,True,True
1615,25,450,53942.30,56022.60,True,True
1616,25,446,54741.40,55429.30,True,True
1617,25,449,53319.30,53785.70,True,True
1618,25,442,52382.50,53608.10,True,True
1619,25,449,56457.30,54489.50,True,True
1620,25,452,55735.90,52870.80,True,True
1621,25,452,54615.20,56047.70,True,True
1622,25,443,54726.70,57151.90,True,True
1623,25,448,54688.60,55533.00,True,True
1624,25,442,58998.40,55522.00,True,True
1625,25,448,55811.30,56351.10,True,True
1626,25,441,54974.10,55085.30,True,True
1627,25,520,55847.20,53772.90,True,True
1628,25,443,55099.10,54288.00,True,True
1629,25,456,55080.00,57084.30,True,True
1630,25,442,54058.10,55605.70,True,True
1631,25,447,62847.60,55123.20,True,True
1632,25,445,56509.30,56250.60,True,True
1633,25,449,54967.60,53279.00,True,True
1634,25,444,53350.20,55095.90,True,True
1635,25,447,56777.20,54982.60,True,True
1636,25,444,54691.70,56663.40,True,True
1637,25,448,53915.00,53659.40,True,True
1638,25,442,56005.40,54760.40,True,True
1639,25,448,56566.00,55038.20,True,True
1640,25,442,54095.10,56256.80,True,True
1641,25,450,54955.60,54635.80,True,True
1642,25,443,54942.90,54303.40,True,True
1643,25,448,53675.20,57344.40,True,True
1644,25,442,55378.70,57025.70,True,True
1645,25,449,53688.70,55492.60,True,True
1646,25,441,55213.40,55290.00,True,True
1647,25,450,54953.20,52707.60,True,True
1648,25,443,55168.50,52840.00,True,True
1649,25,448,56999.50,55848.20,True,True
1650,25,441,54845.10,55441.00,True,True
1651,25,448,54439.60,54673.70,True,True
1652,25,452,53609.80,54168.20,True,True
1653,25,451,55184.10,54739.20,True,True
1654,25,442,54873.80,53913.40,True,True
1655,25,448,55928.30,54513.70,True,True
1656,25,446,55990.00,56320.90,True,True
1657,25,451,54885.30,56806.10,True,True
1658,25,444,57363.40,54953.90,True,True
1659,25,449,53990.30,54003.50,True,True
1660,25,442,53375.40,53889.80,True,True
1661,25,449,53436.50,57546.40,True,True
1662,25,447,54791.50,54092.00,True,True
1663,25,447,54412.90,55496.60,True,True
1664,25,441,54419.80,57970.10,True,True
1665,25,446,54650.90,56568.80,True,True
1666,25,505,55119.60,53360.60,True,True
1667,25,457,56615.30,55732.60,True,True
1668,25,446,55724.80,54351.20,True,True
1669,25,450,56994.10,57390.00,True,True
1670,25,442,55879.20,56744.30,True,True
1671,25,467,53272.80,54906.50,True,True
1672,25,441,57605.30,53813.50,True,True
1673,25,500,53611.30,54824.40,True,True
1674,25,442,55417.30,56672.70,True,True
1675,25,448,56364.10,57620.50,True,True
1676,25,453,55159.70,59584.30,True,True
1677,25,451,54603.80,55603.80,True,True
1678,25,442,56544.20,58096.50,True,True
1679,25,448,53681.10,57132.80,True,True
1680,25,444,54841.50,53298.10,True,True
1681,25,447,55067.70,54517.80,True,True
1682,25,442,54851.20,55329.90,True,True
1683,25,450,57552.40,56038.90,True,True
1684,25,444,54665.50,55339.50,True,True
1685,25,458,55109.40,55182.60,True,True
1686,25,442,56437.70,54427.50,True,True
1687,25,447,54397.90,54044.60,True,True
1688,25,445,55776.00,55221.10,True,True
1689,25,449,54694.50,58260.80,True,True
1690,25,442,53809.40,54066.70,True,True
1691,25,449,54745.60,54789.30,True,True
1692,25,444,53575.00,54187.50,True,True
1693,25,447,55619.90,53451.70,True,True
1694,25,442,57908.60,54182.50,True,True
1695,25,447,55213.20,56915.60,True,True
1696,25,453,54363.70,54551.20,True,True
1697,25,448,56309.30,53328.30,True,True
1698,25,441,56397.30,55041.30,True,True
1699,25,447,55211.30,54817.70,True,True
1700,25,442,55974.10,53390.70,True,True
1701,25,448,58860.10,57623.20,True,True
1702,25,444,55427.70,55295.70,True,True
1703,25,452,53463.40,52601.30,True,True
1704,25,441,53469.40,55200.00,True,True
1705,25,446,53498.80,56261.50,True,True
1706,25,442,56037.00,56886.20,True,True
1707,25,448,55993.70,57810.80,True,True
1708,25,442,56559.30,57450.60,True,True
1709,25,449,57165.60,56584.10,True,True
1710,25,441,55455.80,56971.80,True,True
1711,25,448,59413.60,60622.90,True,True
1712,25,443,59384.60,55849.30,True,True
1713,25,445,55737.90,54739.00,True,True
1714,25,451,54308.60,57066.90,True,True
1715,25,445,56306.30,57407.60,True,True
1716,25,439,52480.80,57763.80,True,True
1717,25,445,55116.00,56191.70,True,True
1718,25,447,55062.80,55496.80,True,True
1719,25,448,56785.50,56554.20,True,True
1720,25,439,58161.80,52472.20,True,True
1721,25,448,56554.10,54174.60,True,True
1722,25,504,54980.60,56060.10,True,True
1723,25,456,53786.30,54478.30,True,True
1724,25,442,54438.30,60985.40,True,True
1725,25,449,55917.50,56223.70,True,True
1726,25,445,54642.00,56068.10,True,True
1727,25,446,53079.30,55371.10,True,True
1728,25,442,55983.50,55405.80,True,True
1729,25,448,54639.20,53803.60,True,True
1730,25,478,55573.30,53761.40,True,True
1731,25,448,56066.30,55000.50,True,True
1732,25,452,54643.10,57502.10,True,True
1733,25,449,52551.30,55108.90,True,True
1734,25,441,53599.50,53675.10,True,True
1735,25,448,54063.50,55467.80,True,True
1736,25,442,55566.70,55005.00,True,True
1737,25,449,53202.50,55436.70,True,True
1738,25,442,56766.00,55388.60,True,True
1739,25,448,58461.20,52912.90,True,True
1740,25,442,54104.90,58108.70,True,True
1741,25,446,54996.10,55895.50,True,True
1742,25,440,54910.40,56284.10,True,True
1743,25,446,54344.80,55786.20,True,True
1744,25,445,53825.70,55512.90,True,True
1745,25,447,54198.70,55090.30,True,True
1746,25,442,54110.00,55220.80,True,True
1747,25,449,57496.30,55534.60,True,True
1748,25,448,52847.40,56155.50,True,True
1749,25,448,55927.60,54435.70,True,True
1750,25,442,55294.10,54688.60,True,True
1751,25,458,57219.30,55591.60,True,True
1752,25,442,54977.60,56691.30,True,True
1753,25,448,53744.90,54307.80,True,True
1754,25,442,55375.90,55355.00,True,True
1755,25,448,55474.00,55228.50,True,True
1756,25,441,54218.40,53909.50,True,True
1757,25,458,56269.10,57405.00,True,True
1758,25,443,54965.50,55942.80,True,True
1759,25,448,53596.20,55782.30,True,True
1760,25,443,57290.90,56864.50,True,True
1761,25,448,54326.70,55470.60,True,True
1762,25,451,56898.20,55259.70,True,True
1763,25,452,55452.70,52592.80,True,True
1764,25,445,55830.40,56264.60,True,True
1765,25,448,53834.00,56041.10,True,True
1766,25,442,54218.30,54732.20,True,True
1767,25,450,54354.90,54655.50,True,True
1768,25,444,56671.30,53783.90,True,True
1769,25,447,53487.70,54904.20,True,True
1770,25,442,53162.50,56248.20,True,True
1771,25,448,54025.70,56452.50,True,True
1772,25,443,53583.50,54205.70,True,True
1773,25,448,53822.60,56499.10,True,True
1774,25,441,55381.10,54517.80,True,True
1775,25,449,55768.10,54430.40,True,True
1776,25,512,54575.50,54866.20,True,True
1777,25,450,53675.20,55048.40,True,True
1778,25,453,54854.10,55610.70,True,True
1779,25,449,54392.10,55865.90,True,True
1780,25,446,55351.90,55455.60,True,True
1781,25,447,53652.40,55905.10,True,True
1782,25,442,54553.10,56287.10,True,True
1783,25,447,54351.90,55772.30,True,True
1784,25,443,54544.60,56323.30,True,True
1785,25,448,54161.60,54092.60,True,True
1786,25,443,55104.00,55718.00,True,True
1787,25,479,54042.80,54443.10,True,True
1788,25,453,53227.70,55574.20,True,True
1789,25,448,55079.90,54883.00,True,True
1790,25,443,54784.80,54431.80,True,True
1791,25,451,55869.30,56518.00,True,True
1792,25,442,54826.20,58361.80,True,True
1793,25,448,54875.10,58727.00,True,True
1794,25,497,56736.70,54933.20,True,True
1795,25,449,53134.10,55341.20,True,True
1796,25,442,54079.90,55084.90,True,True
1797,25,447,55868.80,52970.50,True,True
1798,25,452,54870.90,56153.00,True,True
1799,25,450,56547.90,56278.50,True,True
1800,25,442,55176.50,55775.50,True,True
1801,25,450,55412.70,54407.70,True,True
1802,25,442,55200.10,54330.10,True,True
1803,25,447,57949.20,53761.20,True,True
1804,25,443,54818.10,55967.00,True,True
1805,25,447,55957.70,56943.00,True,True
1806,25,454,54630.70,55116.80,True,True
1807,25,449,55645.10,54830.60,True,True
1808,25,443,54965.40,58145.50,True,True
1809,25,450,54258.60,53458.60,True,True
1810,25,437,57756.60,55488.10,True,True
1811,25,443,56287.00,56108.00,True,True
1812,25,437,55686.00,56047.60,True,True
1813,25,446,54993.30,58360.70,True,True
1814,25,437,55430.40,54383.90,True,True
1815,25,445,56860.90,55773.10,True,True
1816,25,438,56345.60,55025.40,True,True
1817,25,446,56374.30,56058.00,True,True
1818,25,441,54757.20,54040.40,True,True
1819,25,443,56232.90,53189.80,True,True
1820,25,439,58282.30,55121.00,True,True
1821,25,445,61219.40,55403.20,True,True
1822,25,439,57196.80,54703.50,True,True
1823,25,444,56255.50,53325.70,True,True
1824,25,438,55709.90,57942.30,True,True
1825,25,446,57362.10,53714.80,True,True
1826,25,449,55340.00,56575.80,True,True
1827,25,448,55414.00,55420.80,True,True
1828,25,441,54760.00,55476.20,True,True
1829,25,448,54729.50,54519.50,True,True
1830,25,441,54121.20,54906.30,True,True
1831,25,447,55540.90,56273.80,True,True
1832,25,441,52232.30,57519.10,True,True
1833,25,449,55033.40,54614.10,True,True
1834,25,442,55286.40,55388.80,True,True
1835,25,447,54872.90,53150.10,True,True
1836,25,451,56231.50,55558.00,True,True
1837,25,448,56151.90,56086.30,True,True
1838,25,444,59787.80,56479.20,True,True
1839,25,449,54020.20,54892.10,True,True
1840,25,441,57045.70,57288.30,True,True
1841,25,449,55704.60,56002.60,True,True
1842,25,441,57151.90,55275.90,True,True
1843,25,451,56489.30,54648.10,True,True
1844,25,442,57397.10,54266.20,True,True
1845,25,446,56045.40,56454.80,True,True
1846,25,441,55262.00,55246.20,True,True
1847,25,449,53740.70,55430.20,True,True
1848,25,441,56211.40,55992.10,True,True
1849,25,447,57619.90,55499.60,True,True
1850,25,440,53353.00,57530.90,True,True
1851,25,450,58571.90,54580.10,True,True
1852,25,445,53334.70,55805.60,True,True
1853,25,448,55141.20,56726.40,True,True
1854,25,442,59785.00,56302.60,True,True
1855,25,449,53990.50,57988.40,True,True
1856,25,441,53719.80,57211.20,True,True
1857,25,449,53908.90,54749.90,True,True
1858,25,442,54141.50,56397.10,True,True
1859,25,457,52770.50,55647.10,True,True
1860,25,442,54348.70,56740.40,True,True
1861,25,448,54967.40,54068.00,True,True
1862,25,443,55469.00,54109.70,True,True
1863,25,447,56170.00,55532.90,True,True
1864,25,451,56719.20,56602.20,True,True
1865,25,449,54182.30,55214.40,True,True
1866,25,445,55693.90,55132.30,True,True
1867,25,494,54135.80,56735.10,True,True
1868,25,444,54669.90,53816.70,True,True
1869,25,452,53621.10,55053.30,True,True
1870,25,464,55424.30,56745.30,True,True
1871,25,457,54983.10,55939.40,True,True
1872,25,441,55661.00,56787.90,True,True
1873,25,448,54328.90,55416.00,True,True
1874,25,442,55321.70,55805.20,True,True
1875,25,511,54614.30,54662.30,True,True
1876,25,452,55656.20,56515.30,True,True
1877,25,449,59032.80,54940.30,True,True
1878,25,442,53846.50,56332.50,True,True
1879,25,447,55241.70,54415.80,True,True
1880,25,438,55241.30,53235.80,True,True
1881,25,446,54377.70,55328.70,True,True
1882,25,438,55562.10,55463.20,True,True
1883,25,444,55506.70,53843.50,True,True
1884,25,440,54626.70,58357.40,True,True
1885,25,443,55776.90,56744.70,True,True
1886,25,440,58633.20,57809.40,True,True
1887,25,443,54569.40,56208.40,True,True
1888,25,440,55594.20,54445.40,True,True
1889,25,448,52837.30,54348.20,True,True
1890,25,442,54441.30,55885.90,True,True
1891,25,448,56193.40,54986.50,True,True
1892,25,442,56890.10,54391.20,True,True
1893,25,447,57836.10,54693.20,True,True
1894,25,443,55074.90,53741.90,True,True
1895,25,449,55453.70,56431.80,True,True
1896,25,442,54065.20,53323.50,True,True
1897,25,448,57078.40,54308.40,True,True
1898,25,442,54167.50,53880.60,True,True
1899,25,452,56079.50,54709.70,True,True
1900,25,442,56750.40,55219.00,True,True
1901,25,451,56794.00,58288.80,True,True
1902,25,445,55530.90,55995.40,True,True
1903,25,448,54777.70,54645.20,True,True
1904,25,442,55732.60,56584.60,True,True
1905,25,449,56751.60,57371.00,True,True
1906,25,441,54302.80,56811.00,True,True
1907,25,448,55840.50,56304.20,True,True
1908,25,442,55239.20,53352.00,True,True
1909,25,450,56162.90,54794.60,True,True
1910,25,496,56170.10,54111.00,True,True
1911,25,448,59057.60,56367.80,True,True
1912,25,445,56379.70,55370.30,True,True
1913,25,448,53380.20,54939.70,True,True
1914,25,442,56492.00,56001.40,True,True
1915,25,471,56997.80,54864.20,True,True
1916,25,442,55651.40,55684.50,True,True
1917,25,449,56205.00,54966.40,True,True
1918,25,443,56924.60,56570.10,True,True
1919,25,459,56613.60,56126.90,True,True
1920,25,442,55088.00,53511.30,True,True
1921,25,451,55116.00,56064.40,True,True
1922,25,442,54205.40,55152.90,True,True
1923,25,449,55966.60,55476.10,True,True
1924,25,441,56323.40,56581.50,True,True
