Block_Index,Size_Bytes,HashTime_uS,VerifyTime_uS,PrevHash_OK,Valid
1061,4096,50,9,True,True
1062,4096,9,27,True,True
1063,4096,23,24,True,True
1064,4096,22,19,True,True
1065,4096,21,19,True,True
1066,4096,21,19,True,True
1067,4096,10,37,True,True
1068,4096,20,21,True,True
1069,4096,9,19,True,True
1070,4096,20,19,True,True
1071,4096,23,20,True,True
1072,4096,18,19,True,True
1073,4096,20,40,True,True
1074,4096,9,18,True,True
1075,4096,22,17,True,True
1076,4096,6,17,True,True
1077,4096,24,24,True,True
1078,4096,10,14,True,True
1079,4096,22,18,True,True
1080,4096,96,17,True,True
1081,4096,21,20,True,True
1082,4096,5,19,True,True
1083,4096,22,24,True,True
1084,4096,5,19,True,True
1085,4096,113,19,True,True
1086,4096,8,30,True,True
1087,4096,33,19,True,True
1088,4096,22,20,True,True
1089,4096,5,19,True,True
1090,4096,31,19,True,True
1091,4096,9,26,True,True
1092,4096,23,18,True,True
1093,4096,21,21,True,True
1094,4096,23,20,True,True
1095,4096,7,20,True,True
1096,4096,23,20,True,True
1097,4096,5,19,True,True
1098,4096,22,20,True,True
1099,4096,5,24,True,True
1100,4096,22,20,True,True
1101,4096,5,28,True,True
1102,4096,22,26,True,True
1103,4096,12,20,True,True
1104,4096,86,18,True,True
1105,4096,7,17,True,True
1106,4096,22,19,True,True
1107,4096,32,19,True,True
1108,4096,21,20,True,True
1109,4096,8,16,True,True
1110,4096,23,26,True,True
1111,4096,22,22,True,True
1112,4096,17,18,True,True
1113,4096,33,21,True,True
1114,4096,20,17,True,True
1115,4096,18,25,True,True
1116,4096,8,9,True,True
1117,4096,4,10,True,True
1118,4096,4,10,True,True
1119,4096,4,10,True,True
1120,4096,4,4,True,True
1121,4096,4,4,True,True
1122,4096,4,25,True,True
1123,4096,4,11,True,True
1124,4096,24,18,True,True
1125,4096,22,19,True,True
1126,4096,23,19,True,True
1127,4096,8,12,True,True
1128,4096,26,20,True,True
1129,4096,23,18,True,True
1130,4096,9,18,True,True
1131,4096,22,19,True,True
1132,4096,7,26,True,True
1133,4096,22,19,True,True
1134,4096,132,19,True,True
1135,4096,32,17,True,True
1136,4096,23,17,True,True
1137,4096,9,4,True,True
1138,4096,26,18,True,True
1139,4096,22,20,True,True
1140,4096,9,18,True,True
1141,4096,28,19,True,True
1142,4096,22,19,True,True
1143,4096,29,22,True,True
1144,4096,13,19,True,True
1145,4096,37,17,True,True
1146,4096,11,37,True,True
1147,4096,27,43,True,True
1148,4096,7,37,True,True
1149,4096,26,58,True,True
1150,4096,21,35,True,True
1151,4096,19,19,True,True
1152,4096,8,24,True,True
1153,4096,26,25,True,True
1154,4096,10,7,True,True
1155,4096,100,54,True,True
1156,4096,11,40,True,True
1157,4096,17,49,True,True
1158,4096,9,34,True,True
1159,4096,32,18,True,True
1160,4096,21,36,True,True
1161,4096,19,34,True,True
1162,4096,5,28,True,True
1163,4096,23,17,True,True
1164,4096,6,25,True,True
1165,4096,22,27,True,True
1166,4096,6,34,True,True
1167,4096,21,43,True,True
1168,4096,6,42,True,True
1169,4096,77,29,True,True
1170,4096,8,26,True,True
1171,4096,22,43,True,True
1172,4096,21,39,True,True
1173,4096,23,28,True,True
1174,4096,18,27,True,True
1175,4096,20,47,True,True
1176,4096,5,44,True,True
1177,4096,23,28,True,True
1178,4096,6,45,True,True
1179,4096,22,29,True,True
1180,4096,5,7,True,True
1181,4096,4,5,True,True
1182,4096,4,4,True,True
1183,4096,4,4,True,True
1184,4096,4,4,True,True
1185,4096,4,4,True,True
1186,4096,4,4,True,True
1187,4096,4,26,True,True
1188,4096,28,17,True,True
1189,4096,26,48,True,True
1190,4096,21,47,True,True
1191,4096,27,26,True,True
1192,4096,107,104,True,True
1193,4096,23,29,True,True
1194,4096,7,42,True,True
1195,4096,22,46,True,True
1196,4096,23,42,True,True
1197,4096,7,50,True,True
1198,4096,27,20,True,True
1199,4096,15,43,True,True
1200,4096,32,20,True,True
1201,4096,10,50,True,True
1202,4096,21,43,True,True
1203,4096,5,33,True,True
1204,4096,22,50,True,True
1205,4096,5,45,True,True
1206,4096,21,27,True,True
1207,4096,10,34,True,True
1208,4096,28,44,True,True
1209,4096,27,43,True,True
1210,4096,11,19,True,True
1211,4096,23,44,True,True
1212,4096,6,45,True,True
1213,4096,32,43,True,True
1214,4096,11,34,True,True
1215,4096,32,47,True,True
1216,4096,6,13,True,True
1217,4096,5,43,True,True
1218,4096,28,25,True,True
1219,4096,22,24,True,True
1220,4096,5,6,True,True
1221,4096,4,25,True,True
1222,4096,23,32,True,True
1223,4096,5,13,True,True
1224,4096,22,43,True,True
1225,4096,5,36,True,True
1226,4096,25,27,True,True
1227,4096,6,28,True,True
1228,4096,43,54,True,True
1229,4096,25,34,True,True
1230,4096,36,16,True,True
1231,4096,21,43,True,True
1232,4096,8,17,True,True
1233,4096,22,18,True,True
1234,4096,30,44,True,True
1235,4096,20,17,True,True
1236,4096,7,17,True,True
1237,4096,24,18,True,True
1238,4096,10,24,True,True
1239,4096,10,43,True,True
1240,4096,7,17,True,True
1241,4096,23,17,True,True
1242,4096,9,35,True,True
1243,4096,20,18,True,True
1244,4096,10,4,True,True
1245,4096,5,4,True,True
1246,4096,21,4,True,True
1247,4096,6,4,True,True
1248,4096,4,4,True,True
1249,4096,6,4,True,True
1250,4096,31,17,True,True
1251,4096,45,27,True,True
1252,4096,23,19,True,True
1253,4096,23,18,True,True
1254,4096,22,44,True,True
1255,4096,22,19,True,True
1256,4096,7,21,True,True
1257,4096,22,29,True,True
1258,4096,6,55,True,True
1259,4096,22,45,True,True
1260,4096,22,18,True,True
1261,4096,7,20,True,True
1262,4096,21,37,True,True
1263,4096,8,54,True,True
1264,4096,23,42,True,True
1265,4096,8,44,True,True
1266,4096,20,25,True,True
1267,4096,6,26,True,True
1268,4096,24,44,True,True
1269,4096,12,34,True,True
1270,4096,20,43,True,True
1271,4096,19,36,True,True
1272,4096,26,31,True,True
1273,4096,68,18,True,True
1274,4096,23,45,True,True
1275,4096,58,51,True,True
1276,4096,19,44,True,True
1277,4096,21,29,True,True
1278,4096,7,17,True,True
1279,4096,21,34,True,True
1280,4096,6,33,True,True
1281,4096,22,20,True,True
1282,4096,7,34,True,True
1283,4096,20,20,True,True
1284,4096,5,19,True,True
1285,4096,19,30,True,True
1286,4096,7,29,True,True
1287,4096,21,28,True,True
1288,4096,22,20,True,True
1289,4096,8,29,True,True
1290,4096,44,19,True,True
1291,4096,12,40,True,True
1292,4096,21,19,True,True
1293,4096,7,21,True,True
1294,4096,20,19,True,True
1295,4096,7,19,True,True
1296,4096,22,19,True,True
1297,4096,8,22,True,True
1298,4096,21,22,True,True
1299,4096,27,20,True,True
1300,4096,21,31,True,True
1301,4096,12,19,True,True
1302,4096,22,45,True,True
1303,4096,140,28,True,True
1304,4096,20,25,True,True
1305,4096,116,9,True,True
1306,4096,16,6,True,True
1307,4096,6,6,True,True
1308,4096,5,4,True,True
1309,4096,41,6,True,True
1310,4096,24,5,True,True
1311,4096,4,6,True,True
1312,4096,5,19,True,True
1313,4096,22,38,True,True
1314,4096,20,34,True,True
1315,4096,23,48,True,True
1316,4096,21,32,True,True
1317,4096,7,44,True,True
1318,4096,22,43,True,True
1319,4096,5,44,True,True
1320,4096,22,46,True,True
1321,4096,23,34,True,True
1322,4096,5,38,True,True
1323,4096,24,16,True,True
1324,4096,5,19,True,True
1325,4096,24,35,True,True
1326,4096,7,20,True,True
1327,4096,5,36,True,True
1328,4096,25,35,True,True
1329,4096,6,17,True,True
1330,4096,24,46,True,True
1331,4096,7,34,True,True
1332,4096,26,43,True,True
1333,4096,10,45,True,True
1334,4096,24,34,True,True
1335,4096,7,36,True,True
1336,4096,24,43,True,True
1337,4096,7,18,True,True
1338,4096,25,21,True,True
1339,4096,8,19,True,True
1340,4096,23,20,True,True
1341,4096,6,18,True,True
1342,4096,24,19,True,True
1343,4096,6,21,True,True
1344,4096,25,39,True,True
1345,4096,7,21,True,True
1346,4096,24,35,True,True
1347,4096,7,30,True,True
1348,4096,24,32,True,True
1349,4096,8,22,True,True
1350,4096,23,52,True,True
1351,4096,14,25,True,True
1352,4096,25,16,True,True
1353,4096,21,17,True,True
1354,4096,7,21,True,True
1355,4096,23,37,True,True
1356,4096,7,34,True,True
1357,4096,23,45,True,True
1358,4096,5,22,True,True
1359,4096,25,47,True,True
1360,4096,5,19,True,True
1361,4096,23,44,True,True
1362,4096,5,43,True,True
1363,4096,21,43,True,True
1364,4096,22,43,True,True
1365,4096,5,32,True,True
1366,4096,23,34,True,True
1367,4096,5,14,True,True
1368,4096,4,13,True,True
1369,4096,4,14,True,True
1370,4096,4,13,True,True
1371,4096,4,14,True,True
1372,4096,4,12,True,True
1373,4096,4,13,True,True
1374,4096,4,44,True,True
1375,4096,21,26,True,True
1376,4096,21,19,True,True
1377,4096,21,57,True,True
1378,4096,22,43,True,True
1379,4096,6,27,True,True
1380,4096,21,44,True,True
1381,4096,9,30,True,True
1382,4096,23,36,True,True
1383,4096,5,30,True,True
1384,4096,22,28,True,True
1385,4096,21,25,True,True
1386,4096,5,23,True,True
1387,4096,21,20,True,True
1388,4096,5,17,True,True
1389,4096,20,34,True,True
1390,4096,5,19,True,True
1391,4096,19,16,True,True
1392,4096,7,13,True,True
1393,4096,21,46,True,True
1394,4096,7,43,True,True
1395,4096,20,51,True,True
1396,4096,23,37,True,True
1397,4096,11,30,True,True
1398,4096,22,17,True,True
1399,4096,16,24,True,True
1400,4096,19,25,True,True
1401,4096,27,30,True,True
1402,4096,22,7,True,True
1403,4096,9,9,True,True
1404,4096,4,7,True,True
1405,4096,18,7,True,True
1406,4096,5,4,True,True
1407,4096,20,43,True,True
1408,4096,21,37,True,True
1409,4096,18,33,True,True
1410,4096,7,51,True,True
1411,4096,16,34,True,True
1412,4096,7,18,True,True
1413,4096,22,34,True,True
1414,4096,95,25,True,True
1415,4096,23,27,True,True
1416,4096,106,44,True,True
1417,4096,23,46,True,True
1418,4096,96,43,True,True
1419,4096,18,43,True,True
1420,4096,6,34,True,True
1421,4096,27,17,True,True
1422,4096,107,27,True,True
1423,4096,24,43,True,True
1424,4096,8,28,True,True
1425,4096,26,28,True,True
1426,4096,109,44,True,True
1427,4096,25,45,True,True
1428,4096,110,43,True,True
1429,4096,25,19,True,True
1430,4096,26,5,True,True
1431,4096,7,5,True,True
1432,4096,8,5,True,True
1433,4096,8,5,True,True
1434,4096,9,19,True,True
1435,4096,9,20,True,True
1436,4096,81,8,True,True
1437,4096,9,10,True,True
1438,4096,29,44,True,True
1439,4096,29,41,True,True
1440,4096,25,43,True,True
1441,4096,24,43,True,True
1442,4096,25,36,True,True
1443,4096,8,43,True,True
1444,4096,28,29,True,True
1445,4096,29,26,True,True
1446,4096,105,25,True,True
1447,4096,20,30,True,True
1448,4096,7,17,True,True
1449,4096,21,33,True,True
1450,4096,7,25,True,True
1451,4096,28,19,True,True
1452,4096,26,27,True,True
1453,4096,9,25,True,True
1454,4096,25,25,True,True
1455,4096,7,17,True,True
1456,4096,35,25,True,True
1457,4096,14,34,True,True
1458,4096,31,16,True,True
1459,4096,18,17,True,True
1460,4096,23,17,True,True
1461,4096,5,25,True,True
1462,4096,31,26,True,True
1463,4096,28,29,True,True
1464,4096,9,33,True,True
1465,4096,19,26,True,True
1466,4096,5,26,True,True
1467,4096,32,27,True,True
1468,4096,8,17,True,True
1469,4096,20,25,True,True
1470,4096,8,29,True,True
1471,4096,21,17,True,True
1472,4096,9,26,True,True
1473,4096,22,17,True,True
1474,4096,8,25,True,True
1475,4096,22,25,True,True
1476,4096,22,25,True,True
1477,4096,32,34,True,True
1478,4096,8,26,True,True
1479,4096,23,19,True,True
1480,4096,8,43,True,True
1481,4096,25,42,True,True
1482,4096,5,27,True,True
1483,4096,25,32,True,True
1484,4096,6,13,True,True
1485,4096,4,25,True,True
1486,4096,27,31,True,True
1487,4096,6,51,True,True
1488,4096,21,17,True,True
1489,4096,5,17,True,True
1490,4096,25,43,True,True
1491,4096,104,12,True,True
1492,4096,5,11,True,True
1493,4096,8,10,True,True
1494,4096,6,9,True,True
1495,4096,5,9,True,True
1496,4096,6,11,True,True
1497,4096,5,14,True,True
1498,4096,5,43,True,True
1499,4096,22,39,True,True
1500,4096,22,43,True,True
1501,4096,7,32,True,True
1502,4096,25,25,True,True
1503,4096,22,25,True,True
1504,4096,5,29,True,True
1505,4096,24,24,True,True
1506,4096,6,44,True,True
1507,4096,23,48,True,True
1508,4096,5,20,True,True
1509,4096,32,43,True,True
1510,4096,8,34,True,True
1511,4096,22,43,True,True
1512,4096,5,47,True,True
1513,4096,23,42,True,True
1514,4096,20,28,True,True
1515,4096,6,35,True,True
1516,4096,22,42,True,True
1517,4096,6,46,True,True
1518,4096,22,53,True,True
1519,4096,6,34,True,True
1520,4096,24,31,True,True
1521,4096,6,16,True,True
1522,4096,23,43,True,True
1523,4096,10,51,True,True
1524,4096,22,45,True,True
1525,4096,9,28,True,True
1526,4096,25,30,True,True
1527,4096,8,28,True,True
1528,4096,23,19,True,True
1529,4096,9,35,True,True
1530,4096,21,28,True,True
1531,4096,7,43,True,True
1532,4096,23,45,True,True
1533,4096,8,36,True,True
1534,4096,23,17,True,True
1535,4096,9,34,True,True
1536,4096,21,18,True,True
1537,4096,8,44,True,True
1538,4096,24,47,True,True
1539,4096,9,42,True,True
1540,4096,21,39,True,True
1541,4096,11,34,True,True
1542,4096,27,26,True,True
1543,4096,31,18,True,True
1544,4096,112,16,True,True
1545,4096,21,41,True,True
1546,4096,6,33,True,True
1547,4096,22,43,True,True
1548,4096,5,34,True,True
1549,4096,28,41,True,True
1550,4096,10,25,True,True
1551,4096,27,28,True,True
1552,4096,7,9,True,True
1553,4096,5,15,True,True
1554,4096,5,13,True,True
1555,4096,6,23,True,True
1556,4096,4,4,True,True
1557,4096,6,46,True,True
1558,4096,4,15,True,True
1559,4096,4,16,True,True
1560,4096,22,45,True,True
1561,4096,21,42,True,True
1562,4096,5,14,True,True
1563,4096,22,36,True,True
1564,4096,6,44,True,True
1565,4096,23,27,True,True
1566,4096,6,34,True,True
1567,4096,25,44,True,True
1568,4096,22,29,True,True
1569,4096,5,43,True,True
1570,4096,23,33,True,True
1571,4096,5,25,True,True
1572,4096,23,41,True,True
1573,4096,9,28,True,True
1574,4096,21,39,True,True
1575,4096,5,15,True,True
1576,4096,22,42,True,True
1577,4096,7,26,True,True
1578,4096,24,35,True,True
1579,4096,6,4,True,True
1580,4096,4,33,True,True
1581,4096,34,43,True,True
1582,4096,10,35,True,True
1583,4096,23,47,True,True
1584,4096,7,36,True,True
1585,4096,22,35,True,True
1586,4096,7,44,True,True
1587,4096,22,43,True,True
1588,4096,6,48,True,True
1589,4096,20,41,True,True
1590,4096,6,25,True,True
1591,4096,20,54,True,True
1592,4096,7,27,True,True
1593,4096,21,24,True,True
1594,4096,8,18,True,True
1595,4096,22,17,True,True
1596,4096,7,11,True,True
1597,4096,22,25,True,True
1598,4096,7,16,True,True
1599,4096,22,51,True,True
1600,4096,7,44,True,True
1601,4096,24,24,True,True
1602,4096,7,33,True,True
1603,4096,21,33,True,True
1604,4096,7,45,True,True
1605,4096,21,35,True,True
1606,4096,8,36,True,True
1607,4096,22,25,True,True
1608,4096,6,28,True,True
1609,4096,23,29,True,True
1610,4096,21,19,True,True
1611,4096,6,29,True,True
1612,4096,43,17,True,True
1613,4096,11,43,True,True
1614,4096,18,44,True,True
1615,4096,21,5,True,True
1616,4096,5,9,True,True
1617,4096,53,4,True,True
1618,4096,5,4,True,True
1619,4096,4,6,True,True
1620,4096,46,44,True,True
1621,4096,5,7,True,True
1622,4096,22,44,True,True
1623,4096,21,44,True,True
1624,4096,22,34,True,True
1625,4096,23,29,True,True
1626,4096,90,36,True,True
1627,4096,20,44,True,True
1628,4096,22,17,True,True
1629,4096,6,42,True,True
1630,4096,25,25,True,True
1631,4096,92,10,True,True
1632,4096,21,34,True,True
1633,4096,5,25,True,True
1634,4096,22,43,True,True
1635,4096,105,43,True,True
1636,4096,20,48,True,True
1637,4096,21,43,True,True
1638,4096,106,34,True,True
1639,4096,30,16,True,True
1640,4096,92,34,True,True
1641,4096,20,37,True,True
1642,4096,5,32,True,True
1643,4096,26,38,True,True
1644,4096,8,27,True,True
1645,4096,22,17,True,True
1646,4096,5,18,True,True
1647,4096,23,25,True,True
1648,4096,5,17,True,True
1649,4096,23,42,True,True
1650,4096,8,45,True,True
1651,4096,22,60,True,True
1652,4096,21,51,True,True
1653,4096,6,20,True,True
1654,4096,22,38,True,True
1655,4096,14,13,True,True
1656,4096,8,20,True,True
1657,4096,93,21,True,True
1658,4096,10,43,True,True
1659,4096,17,18,True,True
1660,4096,6,45,True,True
1661,4096,21,47,True,True
1662,4096,23,44,True,True
1663,4096,20,46,True,True
1664,4096,8,34,True,True
1665,4096,19,44,True,True
1666,4096,7,43,True,True
1667,4096,21,41,True,True
1668,4096,6,18,True,True
1669,4096,19,43,True,True
1670,4096,7,14,True,True
1671,4096,5,29,True,True
1672,4096,18,29,True,True
1673,4096,23,32,True,True
1674,4096,27,43,True,True
1675,4096,19,25,True,True
1676,4096,8,16,True,True
1677,4096,19,39,True,True
1678,4096,6,6,True,True
1679,4096,4,4,True,True
1680,4096,4,4,True,True
1681,4096,4,6,True,True
1682,4096,4,25,True,True
1683,4096,4,12,True,True
1684,4096,4,9,True,True
1685,4096,14,18,True,True
1686,4096,21,17,True,True
1687,4096,21,42,True,True
1688,4096,22,28,True,True
1689,4096,23,33,True,True
1690,4096,12,17,True,True
1691,4096,23,35,True,True
1692,4096,25,32,True,True
1693,4096,7,45,True,True
1694,4096,41,16,True,True
1695,4096,6,12,True,True
1696,4096,25,42,True,True
1697,4096,5,17,True,True
1698,4096,23,55,True,True
1699,4096,11,34,True,True
1700,4096,24,35,True,True
1701,4096,14,17,True,True
1702,4096,24,43,True,True
1703,4096,30,17,True,True
1704,4096,13,9,True,True
1705,4096,36,26,True,True
1706,4096,12,23,True,True
1707,4096,23,30,True,True
1708,4096,21,34,True,True
1709,4096,23,44,True,True
1710,4096,8,27,True,True
1711,4096,29,34,True,True
1712,4096,18,43,True,True
1713,4096,25,45,True,True
1714,4096,6,44,True,True
1715,4096,23,43,True,True
1716,4096,21,44,True,True
1717,4096,7,33,True,True
1718,4096,25,32,True,True
1719,4096,7,45,True,True
1720,4096,24,42,True,True
1721,4096,6,44,True,True
1722,4096,24,43,True,True
1723,4096,12,46,True,True
1724,4096,25,27,True,True
1725,4096,7,29,True,True
1726,4096,23,44,True,True
1727,4096,27,20,True,True
1728,4096,8,18,True,True
1729,4096,30,30,True,True
1730,4096,12,23,True,True
1731,4096,30,34,True,True
1732,4096,14,23,True,True
1733,4096,30,54,True,True
1734,4096,12,14,True,True
1735,4096,4,29,True,True
1736,4096,29,35,True,True
1737,4096,12,41,True,True
1738,4096,24,21,True,True
1739,4096,11,5,True,True
1740,4096,4,4,True,True
1741,4096,4,4,True,True
1742,4096,4,4,True,True
1743,4096,4,4,True,True
1744,4096,4,4,True,True
1745,4096,4,6,True,True
1746,4096,4,17,True,True
1747,4096,27,54,True,True
1748,4096,27,31,True,True
1749,4096,28,34,True,True
1750,4096,29,35,True,True
1751,4096,11,37,True,True
1752,4096,29,19,True,True
1753,4096,31,17,True,True
1754,4096,62,20,True,True
1755,4096,22,31,True,True
1756,4096,13,8,True,True
1757,4096,20,34,True,True
1758,4096,5,48,True,True
1759,4096,29,43,True,True
1760,4096,11,35,True,True
1761,4096,33,43,True,True
1762,4096,10,18,True,True
1763,4096,30,30,True,True
1764,4096,7,44,True,True
1765,4096,21,28,True,True
1766,4096,5,34,True,True
1767,4096,24,44,True,True
1768,4096,8,46,True,True
1769,4096,24,43,True,True
1770,4096,9,44,True,True
1771,4096,21,44,True,True
1772,4096,28,45,True,True
1773,4096,10,35,True,True
1774,4096,23,34,True,True
1775,4096,76,54,True,True
1776,4096,31,27,True,True
1777,4096,7,43,True,True
1778,4096,13,47,True,True
1779,4096,21,44,True,True
1780,4096,11,42,True,True
1781,4096,55,26,True,True
1782,4096,20,35,True,True
1783,4096,6,19,True,True
1784,4096,22,25,True,True
1785,4096,89,19,True,True
1786,4096,17,17,True,True
1787,4096,5,12,True,True
1788,4096,23,17,True,True
1789,4096,95,16,True,True
1790,4096,17,16,True,True
1791,4096,5,24,True,True
1792,4096,17,41,True,True
1793,4096,7,18,True,True
1794,4096,19,23,True,True
1795,4096,22,20,True,True
1796,4096,7,42,True,True
1797,4096,26,31,True,True
1798,4096,95,27,True,True
1799,4096,20,34,True,True
1800,4096,82,9,True,True
1801,4096,7,17,True,True
1802,4096,5,5,True,True
1803,4096,4,9,True,True
1804,4096,4,6,True,True
1805,4096,4,7,True,True
1806,4096,4,6,True,True
1807,4096,4,48,True,True
1808,4096,18,18,True,True
1809,4096,24,16,True,True
1810,4096,24,41,True,True
1811,4096,20,16,True,True
1812,4096,6,34,True,True
1813,4096,23,26,True,True
1814,4096,91,37,True,True
1815,4096,23,49,True,True
1816,4096,25,43,True,True
1817,4096,7,42,True,True
1818,4096,26,35,True,True
1819,4096,7,29,True,True
1820,4096,22,20,True,True
1821,4096,6,25,True,True
1822,4096,23,24,True,True
1823,4096,6,15,True,True
1824,4096,23,19,True,True
1825,4096,21,37,True,True
1826,4096,5,22,True,True
1827,4096,4,23,True,True
1828,4096,22,29,True,True
1829,4096,28,42,True,True
1830,4096,9,15,True,True
1831,4096,5,44,True,True
1832,4096,22,28,True,True
1833,4096,5,17,True,True
1834,4096,21,35,True,True
1835,4096,5,16,True,True
1836,4096,199,8,True,True
1837,4096,6,34,True,True
1838,4096,28,19,True,True
1839,4096,7,34,True,True
1840,4096,21,38,True,True
1841,4096,6,26,True,True
1842,4096,32,16,True,True
1843,4096,9,16,True,True
1844,4096,34,16,True,True
1845,4096,13,18,True,True
1846,4096,21,46,True,True
1847,4096,24,31,True,True
1848,4096,25,38,True,True
1849,4096,22,30,True,True
1850,4096,24,45,True,True
1851,4096,11,18,True,True
1852,4096,23,22,True,True
1853,4096,22,40,True,True
1854,4096,23,29,True,True
1855,4096,9,19,True,True
1856,4096,27,41,True,True
1857,4096,23,23,True,True
1858,4096,24,19,True,True
1859,4096,22,25,True,True
1860,4096,30,34,True,True
1861,4096,82,43,True,True
1862,4096,25,42,True,True
1863,4096,7,14,True,True
1864,4096,4,4,True,True
1865,4096,4,5,True,True
1866,4096,4,4,True,True
1867,4096,4,4,True,True
1868,4096,4,27,True,True
1869,4096,4,7,True,True
1870,4096,4,7,True,True
1871,4096,30,43,True,True
1872,4096,25,43,True,True
1873,4096,121,46,True,True
1874,4096,22,42,True,True
1875,4096,33,47,True,True
1876,4096,127,17,True,True
1877,4096,25,43,True,True
1878,4096,7,42,True,True
1879,4096,23,46,True,True
1880,4096,27,54,True,True
1881,4096,7,51,True,True
1882,4096,27,43,True,True
1883,4096,6,29,True,True
1884,4096,24,42,True,True
1885,4096,7,48,True,True
1886,4096,25,43,True,True
1887,4096,24,25,True,True
1888,4096,6,33,True,True
1889,4096,31,16,True,True
1890,4096,120,29,True,True
1891,4096,24,42,True,True
1892,4096,6,28,True,True
1893,4096,26,43,True,True
1894,4096,7,49,True,True
1895,4096,24,18,True,True
1896,4096,6,20,True,True
1897,4096,30,28,True,True
1898,4096,125,33,True,True
1899,4096,25,33,True,True
1900,4096,10,16,True,True
1901,4096,11,33,True,True
1902,4096,27,30,True,True
1903,4096,31,31,True,True
1904,4096,122,17,True,True
1905,4096,25,37,True,True
1906,4096,7,24,True,True
1907,4096,23,22,True,True
1908,4096,7,16,True,True
1909,4096,22,27,True,True
1910,4096,7,5,True,True
1911,4096,4,34,True,True
1912,4096,25,31,True,True
1913,4096,9,28,True,True
1914,4096,22,43,True,True
1915,4096,9,48,True,True
1916,4096,22,28,True,True
1917,4096,21,29,True,True
1918,4096,32,4,True,True
1919,4096,6,24,True,True
1920,4096,21,18,True,True
1921,4096,33,35,True,True
1922,4096,22,17,True,True
1923,4096,31,9,True,True
1924,4096,22,42,True,True
1925,4096,24,18,True,True
1926,4096,5,13,True,True
1927,4096,4,23,True,True
1928,4096,6,13,True,True
1929,4096,81,7,True,True
1930,4096,13,4,True,True
1931,4096,22,43,True,True
1932,4096,27,19,True,True
1933,4096,23,17,True,True
1934,4096,25,35,True,True
1935,4096,22,47,True,True
1936,4096,32,35,True,True
1937,4096,19,43,True,True
1938,4096,30,28,True,True
1939,4096,27,52,True,True
1940,4096,17,31,True,True
1941,4096,15,42,True,True
1942,4096,18,34,True,True
1943,4096,26,17,True,True
1944,4096,20,49,True,True
1945,4096,27,30,True,True
1946,4096,6,16,True,True
1947,4096,24,34,True,True
1948,4096,19,17,True,True
1949,4096,18,41,True,True
1950,4096,80,26,True,True
1951,4096,37,17,True,True
1952,4096,19,20,True,True
1953,4096,36,41,True,True
1954,4096,20,21,True,True
1955,4096,36,33,True,True
1956,4096,9,44,True,True
1957,4096,36,33,True,True
1958,4096,30,20,True,True
1959,4096,20,17,True,True
1960,4096,28,42,True,True
1961,4096,7,50,True,True
1962,4096,30,19,True,True
1963,4096,20,46,True,True
1964,4096,31,27,True,True
1965,4096,8,17,True,True
1966,4096,40,43,True,True
1967,4096,32,28,True,True
1968,4096,18,36,True,True
1969,4096,35,44,True,True
1970,4096,8,26,True,True
1971,4096,38,29,True,True
1972,4096,19,43,True,True
1973,4096,39,45,True,True
1974,4096,19,34,True,True
1975,4096,22,34,True,True
1976,4096,8,35,True,True
1977,4096,20,42,True,True
1978,4096,20,30,True,True
1979,4096,12,22,True,True
1980,4096,21,40,True,True
1981,4096,10,43,True,True
1982,4096,19,43,True,True
1983,4096,5,31,True,True
1984,4096,22,37,True,True
1985,4096,5,6,True,True
1986,4096,4,5,True,True
1987,4096,4,6,True,True
1988,4096,4,4,True,True
1989,4096,4,7,True,True
1990,4096,4,4,True,True
1991,4096,4,34,True,True
1992,4096,4,6,True,True
1993,4096,24,57,True,True
1994,4096,23,28,True,True
1995,4096,32,26,True,True
1996,4096,22,17,True,True
1997,4096,5,19,True,True
1998,4096,22,35,True,True
1999,4096,5,41,True,True
2000,4096,26,46,True,True
2001,4096,10,29,True,True
2002,4096,30,39,True,True
2003,4096,32,44,True,True
2004,4096,96,32,True,True
2005,4096,25,23,True,True
2006,4096,10,33,True,True
2007,4096,2775,41,True,True
2008,4096,5,24,True,True
2009,4096,43,36,True,True
2010,4096,7,25,True,True
2011,4096,21,44,True,True
2012,4096,5,28,True,True
2013,4096,22,48,True,True
2014,4096,6,13,True,True
2015,4096,4,25,True,True
2016,4096,26,19,True,True
2017,4096,10,18,True,True
2018,4096,30,40,True,True
2019,4096,8,38,True,True
2020,4096,24,29,True,True
2021,4096,7,34,True,True
2022,4096,21,44,True,True
2023,4096,99,31,True,True
2024,4096,22,22,True,True
2025,4096,23,17,True,True
2026,4096,16,24,True,True
2027,4096,27,63,True,True
2028,4096,18,43,True,True
2029,4096,29,49,True,True
2030,4096,19,43,True,True
2031,4096,22,29,True,True
2032,4096,16,43,True,True
2033,4096,24,29,True,True
2034,4096,16,28,True,True
2035,4096,29,37,True,True
2036,4096,20,44,True,True
2037,4096,28,20,True,True
2038,4096,8,34,True,True
2039,4096,109,51,True,True
2040,4096,89,43,True,True
2041,4096,26,17,True,True
2042,4096,23,46,True,True
2043,4096,20,17,True,True
2044,4096,7,18,True,True
2045,4096,23,50,True,True
2046,4096,5,31,True,True
2047,4096,27,16,True,True
2048,4096,9,4,True,True
2049,4096,5,5,True,True
2050,4096,5,4,True,True
2051,4096,7,13,True,True
2052,4096,5,5,True,True
2053,4096,4,7,True,True
2054,4096,4,5,True,True
2055,4096,4,19,True,True
2056,4096,17,46,True,True
